###ÄNSI###
EVTOPTC_synod_5_TT;We must understand as to why our misguided brethren left the flock, and if there reason behind it.;;;;;;;;;;;;;x

EVTDESC_synod_7;One brother from the crowd gathered raised an objection in the course of discussion instead proposing their own suggestion to the qurom, while some appear to agree, you stand up ready to debate your wayward companion that your topic is of greater importance.;;;;;;;;;;;;;x
EVTOPTA_synod_7;Debate Them!;;;;;;;;;;;;;x
EVTOPTA_synod_7_TT;The course of faith seems to dictate...;;;;;;;;;;;;;x
EVTOPTA_synod_7_SUCCESS_TT;that it appear's they have rescinded their objection.;;;;;;;;;;;;;x
EVTOPTA_synod_7_FAILURE_TT;that it appear you weren't persuasive enough.;;;;;;;;;;;;;x
EVTOPTB_synod_7;Fine we will go with your topic instead...;;;;;;;;;;;;;x
EVTOPTC_synod_7;I object to this, please refrain from doing this again.;;;;;;;;;;;;;x

EVTDESC_synod_8;They agree to your proposed debate both you and your opposite begin to clarify their stances while the rest of the audience stares intentively before the panel of judges have agreed on the outcome of the the debate;;;;;;;;;;;;;x
EVTOPTA_synod_8;(I hope I have won...);;;;;;;;;;;;;x

EVTDESC_synod_8;They agree to your proposed debate both you and your opposite begin to clarify their stances while the rest of the audience stares intentively before the panel of judges have agreed on the outcome of the the debate;;;;;;;;;;;;;x
EVTOPTA_synod_8;(I hope I have won...);;;;;;;;;;;;;x

EVTDESC_synod_9;The judges clear their voice and declare that you had the stronger points and while your opponent seemed upset they too eventually come around to your position.;;;;;;;;;;;;;x
EVTOPTA_synod_9;A Great Debate!;;;;;;;;;;;;;x

EVTDESC_synod_10;The judges clear their voice and declare that your opponent had the stronger points and while you were upset they too eventually come around to your position.;;;;;;;;;;;;;x
EVTOPTA_synod_10;Fine, let us continue with this topic...;;;;;;;;;;;;;x

EVTDESC_synod_11;As you and your brethren discuss the fine lines of faith and the practical application of ideas to all whom come to organize the faith. You can't help but think that this conversation could be more ambitious...;;;;;;;;;;;;;x
EVTOPTA_synod_11;(This is Fine...);;;;;;;;;;;;;x
EVTOPTB_synod_11;(Perhaps its time to take action...);;;;;;;;;;;;;x

EVTDESC_synod_12;A particularly nasty debate has arisen between two brethren over certain lines of faith that both feel incredibly strong about. You could try to meddle in this arguement with a chance to resolve it or drag you into their spat.;;;;;;;;;;;;;x
EVTOPTA_synod_12;Come now this is no time to create divides...;;;;;;;;;;;;;x
EVTOPTA_synod_12_SUCCESS_TT;This has seemed to work....;;;;;;;;;;;;;x
EVTOPTA_synod_12_FAIL_TT;I think I made it worse....;;;;;;;;;;;;;x
EVTOPTB_synod_12;I agree with you, [arguer_1.GetFirstNameName].;;;;;;;;;;;;;x
EVTOPTB_synod_12_TT;[arguer_2.GetFirstNameName] seems displeased;;;;;;;;;;;;;x
EVTOPTC_synod_12;I agree with you, [arguer_2.GetFirstNameName].;;;;;;;;;;;;;x
EVTOPTC_synod_12_TT;[arguer_1.GetFirstNameName] seems displeased;;;;;;;;;;;;;x

EVTDESC_synod_13;You expertly maneuvered the disagreement into a territory that both arguers appear to be have common ground and both see your proposal as a reasonable.;;;;;;;;;;;;;x
EVTOPTA_synod_13;Faith and Reason have prevailed!;;;;;;;;;;;;;x

EVTDESC_synod_14;You were not able to maneuver the disagreement into a territory that both arguers could agree on, instead both look at you disdainfully before continuing to bicker amongst each other.;;;;;;;;;;;;;x
EVTOPTA_synod_14;Oh lord give me strength!;;;;;;;;;;;;;x

EVTDESC_synod_16;As you discuss a particular point was raised that had one of the debaters enthuaistically agree with you. Both of you grow closer together in your shared belief...;;;;;;;;;;;;;x
EVTOPTA_synod_16;A brethren in faith indeed!;;;;;;;;;;;;;x

EVTDESC_synod_17;You seemingly hit your stride as the synod falls silent before the crowd quietly nodded in unison "My [GetLordLady.ROOT], this is a great point!" you precede to spend a great deal of time explaining this point with greater excitement then before.;;;;;;;;;;;;;x
EVTOPTA_synod_17;This could be the answer we need!;;;;;;;;;;;;;x

EVTDESC_synod_19_A;With the Discussions closing all are in agreement that this Synod was a great success and with your effort many feel positive about the growing bonds of faith established in this meeting.;;;;;;;;;;;;;x
EVTOPTA_synod_19;A Great Day for the Faith!;;;;;;;;;;;;;x
EVTDESC_synod_19_B;With the Discussions closing all are in agreement that this Synod was a great success and with your effort many feel positive about the growing relations and trade bonds established during this meeting.;;;;;;;;;;;;;x
EVTOPTB_synod_19;A Great Day for our worldly bonds!;;;;;;;;;;;;;x
EVTDESC_synod_19_C;With the Discussions closing all are in agreement that this Synod was a great success and with your effort many feel positive about the finer details of Faith being adequately addressed during this meeting.;;;;;;;;;;;;;x
EVTOPTC_synod_19;A Great Day for reason!;;;;;;;;;;;;;x
EVTDESC_synod_19_D;With the Discussions closing all are in agreement that this Synod was a success and with your effort most feel positive about the growing bonds of faith established in this meeting.;;;;;;;;;;;;;x
EVTOPTD_synod_19;A Good Session indeed!;;;;;;;;;;;;;x
EVTDESC_synod_19_E;With the Discussions closing all are in agreement that this Synod was a success and with your effort most feel positive about the growing relations and trade bonds established during this meeting.;;;;;;;;;;;;;x
EVTOPTE_synod_19;A Good Day for our worldly bonds!;;;;;;;;;;;;;x
EVTDESC_synod_19_F;With the Discussions closing all are in agreement that this Synod was a success and with your effort most feel positive about the finer details of Faith being adequately addressed during this meeting.;;;;;;;;;;;;;x
EVTOPTF_synod_19;A good day for reason!;;;;;;;;;;;;;x
EVTDESC_synod_19_G;With the Discussions closing all are in agreement that this Synod was a good means to address the points of faith constructively and hope this could establish a growing bonds of faith established in this meeting.;;;;;;;;;;;;;x
EVTOPTG_synod_19;Hope to see you guys again!;;;;;;;;;;;;;x
EVTDESC_synod_19_H;With the Discussions closing all are in agreement that this Synod was a good means to address growing relations and trade bonds established during this meeting.;;;;;;;;;;;;;x
EVTOPTH_synod_19;Hope to see you in the ports!;;;;;;;;;;;;;x
EVTDESC_synod_19_I;With the Discussions closing all are in agreement that this Synod was a good means to address of the complex disagreements on Faiththat were raised during this meeting.;;;;;;;;;;;;;x
EVTOPTI_synod_19;Hopefully a good result indeed!;;;;;;;;;;;;;x

EVTDESC_synod_20_A;The Synod continued at a steady pace but it has become clear that the many that came that at least for now, the divide is just too large to cross and quietly remove themselves from the premise some wishing you their condolences.;;;;;;;;;;;;;x
EVTOPTA_synod_20;Well maybe better luck next time?;;;;;;;;;;;;;x
EVTDESC_synod_20_B;The Synod continued at a shaky pace and it has become all but clear that this was an abject failure as the attendees all leave having found no common ground and in fact more upset about the current state of the faith then when they first came...;;;;;;;;;;;;;x
EVTOPTB_synod_20;Ugh, my head is pounding.;;;;;;;;;;;;;x

EVTTITLE_synod_24;The Council Gathers;;;;;;;;;;;;;x
EVTDESC_synod_24;The clergy of Christ have gathered, and the city and more importantly, the great hall is filled with chatter from all sides, discussing local and interfaith issues, and happenings in their parts of the world. As the Emperor, and the master of this great meeting, you have the supreme authourity to decide on a topic that should be discussed.;;;;;;;;;;;;;x
EVTOPTA_synod_24;A Bold and Ambitious Path.;;;;;;;;;;;;;x
EVTOPTA_synod_24_TT;If Christianity is to prosper for centuries more, regardless of belief, we have to strengthen ourselves internally.;;;;;;;;;;;;;x
EVTOPTB_synod_24;Invest into the future you want.;;;;;;;;;;;;;x
EVTOPTB_synod_24_TT;Without dialogue, we are bound to turn our weapons on each other. We musn't allow that to come to pass.;;;;;;;;;;;;;x
EVTOPTC_synod_24;A Wise and Studious Path.;;;;;;;;;;;;;x
EVTOPTC_synod_24_TT;The current age has brought the discussion and questioning of doctrine into vogue. Perhaps it is time we listen, instead of persecute.;;;;;;;;;;;;;x

EVTDESC_synod_26;One member of the delegation has raised an objection in the course of discussion instead proposing their own suggestion to the qurom, while some appear to agree, you stand up ready to debate your wayward companion that your topic is of greater importance.;;;;;;;;;;;;;x
EVTOPTA_synod_26;Debate Them!;;;;;;;;;;;;;x
EVTOPTA_synod_26_TT;The course of faith seems to dictate...;;;;;;;;;;;;;x
EVTOPTA_synod_26_SUCCESS_TT;that it appear's they have rescinded their objection.;;;;;;;;;;;;;x
EVTOPTA_synod_26_FAILURE_TT;that it appear you weren't persuasive enough.;;;;;;;;;;;;;x
EVTOPTB_synod_26;Fine we will go with your topic instead...;;;;;;;;;;;;;x
EVTOPTC_synod_26;I object to this, please refrain from doing this again.;;;;;;;;;;;;;x

EVTDESC_synod_27;They agree to your proposed debate both you and your opposite begin to clarify their stances while the rest of the audience stares intentively before the panel of judges have agreed on the outcome of the the debate;;;;;;;;;;;;;x
EVTOPTA_synod_27;(I hope I have won...);;;;;;;;;;;;;x

EVTDESC_synod_28;The judges clear their voice and declare that you had the stronger points and while your opponent seemed upset they too eventually come around to your position.;;;;;;;;;;;;;x
EVTOPTA_synod_28;A Great Debate!;;;;;;;;;;;;;x

EVTDESC_synod_29;The judges clear their voice and declare that your opponent had the stronger points and while you were upset they too eventually come around to your position.;;;;;;;;;;;;;x
EVTOPTA_synod_29;Fine, let us continue with this topic...;;;;;;;;;;;;;x

EVTDESC_synod_30;As the delegates argue and discuss the many divides of faith and ways to mend the schisming of long gone days. You can't help but think that this conversation could be more ambitious...;;;;;;;;;;;;;x
EVTOPTA_synod_30;(This is Fine...);;;;;;;;;;;;;x
EVTOPTB_synod_30;(Perhaps its time to take action...);;;;;;;;;;;;;x

EVTDESC_synod_31;A particularly nasty debate has arisen between two delegates over certain lines of faith that both feel incredibly strong about. You could try to meddle in this arguement with a chance to resolve it or drag you into their spat.;;;;;;;;;;;;;x
EVTOPTA_synod_31;Come now this is no time to create divides...;;;;;;;;;;;;;x
EVTOPTA_synod_31_SUCCESS_TT;This has seemed to work....;;;;;;;;;;;;;x
EVTOPTA_synod_31_FAIL_TT;I think I made it worse....;;;;;;;;;;;;;x
EVTOPTB_synod_31;I agree with you, [arguer_1.GetFirstNameName].;;;;;;;;;;;;;x
EVTOPTB_synod_31_TT;[arguer_2.GetFirstNameName] seems displeased;;;;;;;;;;;;;x
EVTOPTC_synod_31;I agree with you, [arguer_2.GetFirstNameName].;;;;;;;;;;;;;x
EVTOPTC_synod_31_TT;[arguer_1.GetFirstNameName] seems displeased;;;;;;;;;;;;;x

EVTDESC_synod_32;You expertly maneuvered the disagreement into a territory that both arguers appear to be have common ground and both see your proposal as a reasonable.;;;;;;;;;;;;;x
EVTOPTA_synod_32;Faith and Reason have prevailed!;;;;;;;;;;;;;x

EVTDESC_synod_33;You were not able to maneuver the disagreement into a territory that both arguers could agree on, instead both look at you disdainfully before continuing to bicker amongst each other.;;;;;;;;;;;;;x
EVTOPTA_synod_33;Oh lord give me strength!;;;;;;;;;;;;;x

EVTDESC_synod_35;As you discuss a particular point was raised that had one of the debaters enthuaistically agree with you. Both of you grow closer together in your shared belief...;;;;;;;;;;;;;x
EVTOPTA_synod_35;A true one in faith indeed!;;;;;;;;;;;;;x

EVTDESC_synod_36;You seemingly hit your stride as the delegations of the council falls silent before the crowd quietly nodded in unison "My [GetLordLady.ROOT], this is a great point!" you precede to spend a great deal of time explaining this point with greater excitement then before.;;;;;;;;;;;;;x
EVTOPTA_synod_36;This could be the answer we need!;;;;;;;;;;;;;x

EVTDESC_synod_38_A;With the Discussions closing all are in agreement that this Council was a great success and with your effort many feel positive about the growing bonds of faith established in this meeting.;;;;;;;;;;;;;x
EVTOPTA_synod_38;A Great Day for the Faith!;;;;;;;;;;;;;x
EVTDESC_synod_38_B;With the Discussions closing all are in agreement that this Council was a great success and with your effort many feel positive about the growing relations and trade bonds established during this meeting.;;;;;;;;;;;;;x
EVTOPTB_synod_38;A Great Day for our worldly bonds!;;;;;;;;;;;;;x
EVTDESC_synod_38_C;With the Discussions closing all are in agreement that this Council was a great success and with your effort many feel positive about the finer details of Faith being adequately addressed during this meeting.;;;;;;;;;;;;;x
EVTOPTC_synod_38;A Great Day for reason!;;;;;;;;;;;;;x
EVTDESC_synod_38_D;With the Discussions closing all are in agreement that this Council was a success and with your effort most feel positive about the growing bonds of faith established in this meeting.;;;;;;;;;;;;;x
EVTOPTD_synod_38;A Good Session indeed!;;;;;;;;;;;;;x
EVTDESC_synod_38_E;With the Discussions closing all are in agreement that this Council was a success and with your effort most feel positive about the growing relations and trade bonds established during this meeting.;;;;;;;;;;;;;x
EVTOPTE_synod_38;A Good Day for our worldly bonds!;;;;;;;;;;;;;x
EVTDESC_synod_38_F;With the Discussions closing all are in agreement that this Council was a success and with your effort most feel positive about the finer details of Faith being adequately addressed during this meeting.;;;;;;;;;;;;;x
EVTOPTF_synod_38;A good day for reason!;;;;;;;;;;;;;x
EVTDESC_synod_38_G;With the Discussions closing all are in agreement that this Council was a good means to address the points of faith constructively and hope this could establish a growing bonds of faith established in this meeting.;;;;;;;;;;;;;x
EVTOPTG_synod_38;Hope to see you guys again!;;;;;;;;;;;;;x
EVTDESC_synod_38_H;With the Discussions closing all are in agreement that this Council was a good means to address growing relations and trade bonds established during this meeting.;;;;;;;;;;;;;x
EVTOPTH_synod_38;Hope to see you in the ports!;;;;;;;;;;;;;x
EVTDESC_synod_38_I;With the Discussions closing all are in agreement that this Council was a good means to address of the complex disagreements on Faiththat were raised during this meeting.;;;;;;;;;;;;;x
EVTOPTI_synod_38;Hopefully a good result indeed!;;;;;;;;;;;;;x

EVTDESC_synod_39_A;The Council continued at a steady pace but it has become clear that the many that came that at least for now, the divide is just too large to cross and quietly remove themselves from the premise some wishing you their condolences.;;;;;;;;;;;;;x
EVTOPTA_synod_39;Well maybe better luck next time?;;;;;;;;;;;;;x
EVTDESC_synod_39_B;The Council continued at a shaky pace and it has become all but clear that this was an abject failure as the attendees all leave having found no common ground and in fact more upset about the current state of the faith then when they first came...;;;;;;;;;;;;;x
EVTOPTB_synod_39;Ugh, my head is pounding.;;;;;;;;;;;;;x

EVTDESC_synod_101;The Scandal in the conference has ended and everyone departs home.;;;;;;;;;;;;;x
EVTOPTA_synod_101;Let us hope that doesn't happen again.;;;;;;;;;;;;;x

#Holding Blot
hold_blot;Hold a Great Bonfire;Tenir un grand blót ;Haltet ein Blót ab;;Celebrar una Gran Mancha;;;;;;;;;x
hold_blot_desc;Hold a great bonfire together with your vassals in the name of the Queen. Ritual costumes are donned and the guilty cast into the flames of her Eternal Majesty's judgement...;Tenez un grand blót accompagné de vos vassaux et offrez des sacrifices aux dieux en remerciement pour les bonnes récoltes et pour le succès sur le champ de bataille. Cela ne se fait qu'une fois tous les neuf ans.;Haltet mit Euren Vasallen ein Blót ab und dankt den Göttern für gute Ernten und Erfolge auf dem Schlachtfeld. Dies kann nur jedes neunte Jahr durchgeführt werden.;;Celebrar una gran mancha junto con tus vasallos y ofrecer sacrificios a los dioses por buenas cosechas y el éxito en el campo de batalla. Esto sólo puede hacerse cada nueve años.;;;;;;;;;x
held_blot_modifier;Burnt Offerings to Gloria;Offert en sacrifice aux dieux;Den Göttern geopfert;;Sacrificado a los Dioses;;;;;;;;;x
prepare_blot;You begin preparations for the bonfire.\n;Vous commencez les préparatifs pour le blót.\n;Ihr beginnt mit Vorbereitungen für das Opfer.\n;;Empiezas la preparación de la mancha.\n;;;;;;;;;x
blot_begins;The effigies are laid upon the firewood.;Le bourreau prépare sa corde.;Der Henker bereitet das Seil vor.;;El verdugo prepara su cuerda.;;;;;;;;;x
feast_begins;Vassal opinion increases by §G+15§! for §Y12§! months.\nYou move inside the large feast hall...;L'opinion d'un vassal augmente de §G+15§! pendant §Y12§! mois.\nVous pénétrez dans la grande salle des fêtes...;Die Meinung Eurer Vasallen von Euch erhöht sich um §G+15§! für §Y12§! Monate.\nIhr schlendert durch die riesige Trinkhalle ...;;Te mueves a dentro de la gran sala de fiestas.;;;;;;;;;x
EVTDESC_TOG_600;With Autumn chill comes the ancient Bonfire Night where the subjects of Her Majesty gather to hold riotous processions and celebrate the destruction of her diabolic foes. They will be burned in effigy in a ritual centuries old before our vassals and subjects.;Vous avez envoyé un avis de convocation à tous vos vassaux pour le blót. Ceux qui ont été baptisés ou qui affirment suivre l'enseignement du prophète devront offrir de l'or pour être exemptés de ce festin majestueux. ;Ihr habt all Eure Vasallen zum Blót zusammengerufen. Diejenigen, die getauft wurden oder den Lehren des Propheten folgen, müssen Gold anbieten, um von diesem großartigen Festschmaus fernbleiben zu können.;;Has enviado citaciones a todos tus vasallos para la mancha. Los que han sido bautizados o profesan seguir las enseñanzas del profeta tendrán que ofrecer oro para quedar exentos de esta magnífica fiesta.;;;;;;;;;x
EVTOPTA_TOG_600;Now we prepare...;;;;;;;;;;;;;x
EVTOPTB_TOG_600;Some traitors in the dungeon should meet the flames as well.;;;;;;;;;;;;;x
EVTTOOLTIP_TOG_601;Summoned to bonfire.;Convocation au blót;Zur Teilnahme am Blót gerufen.;;Convocado a mancha.;;;;;;;;;x
EVTTOOLTIP_TOG_602;Exempted from bonfire.;Exemption de blót;Vom Blót ausgeschlossen.;;Exentos de mancha.;;;;;;;;;x
EVTDESC_TOG_601;Your wise liege, [From.GetTitledFirstName], has summoned you and [From.GetHerHis] other vassals to a bonfire. There you will worship and give offerings to the Queen before taking part in a great feast where you drink to her name.;Votre sage [From.GetLordLady] lige, [From.Get_le_Title][From.GetTitledFirstName], vous a convoqué[Root.GetNoneE], vous et ses autres vassaux, pour assister au blót. Vous y vénérerez les dieux et vous leur ferez des offrandes avant de prendre part à un grand festin où vous boirez en leur nom.;Euer weiser Lehnsherr, [From.GetTitledFirstName], hat Euch und [From.GetHerHis]e anderen Vasallen zu einem Blót eingeladen. Dort werdet Ihr den Göttern huldigen und ihnen Opfer bringen, bevor Ihr an einem gewaltigen Gelage teilnehmt, wo Ihr auf ihren Namen anstoßen werdet.;;Tu sabio señor, [From.GetTitledFirstName], te ha convocado a ti y a [From.GetHerHis] otros vasallos a una mancha. Allí podrás adorar y dar sacrificio a los dioses antes de tomar parte en una gran fiesta donde se bebe en su nombre.;;;;;;;;;x
EVTOPTA_TOG_601;I wouldn't miss it.;Je ne veux pas manquer ça.;Das will ich nicht verpassen.;;No me lo perdería.;;;;;;;;;x
EVTDESC_TOG_602;Your liege, [From.GetTitledFirstName], remains trapped in [From.GetHerHis] heathen ways, and now [From.GetSheHe] has summoned all of [From.GetHerHis] vassals to a bonfire where [From.GetSheHe] intends to give sacrifice to [From.GetHerHis] foul goddess. Since you do not practice their heathen religion, you will be expected to contribute gold in order to be exempted from this ceremony.;Votre [From.GetLordLady] lige, [From.Get_le_Title][From.GetTitledFirstName], demeure prisonni[From.GetErEre] de ses mœurs païennes et a convoqué tous ses vassaux à assister au blót lors duquel [From.GetIlElle] compte faire des offrandes à ses dieux païens. Puisque vous ne pratiquez pas leur religion païenne, vous devrez donner de l'or pour être exempté de cette cérémonie. ;Euer Lehnsherr, [From.GetTitledFirstName], ist weiterhin gefangen in [From.GetHerHis]en ketzerischen Pfaden und [From.GetSheHe] hat nun all [From.GetHerHis]e Vasallen zu einem Blót herbeigeordert, bei dem [From.GetSheHe] [From.GetHerHis]en heidnischen Göttern Opfergaben darbringen will. Da Ihr diese heidnische Religion nicht praktiziert, wird erwartet, dass Ihr Gold beisteuert, um Euch von dieser Zeremonie freizukaufen.;;Tu señor, [From.GetTitledFirstName], sigue atrapado en [From.GetHerHis] formas paganas, y ahora [From.GetSheHe] ha convocado a todos [From.GetHerHis] vasallos a una mancha donde [From.GetSheHe] tiene la intención de dar sacrificio a [From.GetHerHis] dioses paganos. Dado que no practicas su religión pagana, se espera que contribuyas con oro con el fin de quedar exento de esta ceremonia.;;;;;;;;;x
EVTDESC_TOG_603;[From.GetTitledFirstName], your vassal, is stubborn in [From.GetHerHis] ways and speaks only of the mercy of [From.Religion.GetRandomGodNameCap], but [From.GetSheHe] has wisely decided to offer you some gold to be exempted from the bonfire.;[From.Get_Le_Title][From.GetTitledFirstName], votre vassal[From.GetNoneE], s'entête et ne parle que de la miséricorde que [From.Religion.GetRandomGodName] lui accorde. Cependant, [From.GetIlElle] a sagement décidé de vous offrir de l'or pour se libérer de l'obligation d'assister au blót. ;[From.GetTitledFirstName], Euer Vasall, ist stur und spricht nur noch von [From.GetHerHis]em falschen Glauben. [From.Religion.GetRandomGodNameCap] soll angeblich gnädig sein. Welch ein Unsinn. Doch wenigstens hat [From.GetSheHe] in [From.GetHerHis]er Weisheit beschlossen, Euch etwas Gold anzubieten, um dem Blót fernbleiben zu können.;;[From.GetTitledFirstName], tu vasallo, es terco en [From.GetHerHis] modos y solo habla de la misericordia de [From.Religion.GetRandomGodNameCap], pero [From.GetSheHe] ha decidido sabiamente ofrecerte un poco de oro para quedar exento de la mancha.;;;;;;;;;x
EVTDESC_TOG_636;Despite having sworn you fealty, [From.GetTitledFirstName] refuses to offer gold in order to be exempted from the bonfire! According to [From.GetFirstName], [From.Religion.GetRandomGodName] would not forgive [From.GetHerHim] if [From.GetSheHe] contributed as much as a single copper to a heathen festival.;Malgré son serment, [From.Get_le_Title][From.GetTitledFirstName] refuse de vous offrir de l'or afin de se libérer de l'obligation d'assister au blót ! Selon [From.GetIlElle], [From.Religion.GetRandomGodName] ne lui pardonnerait pas [From.GetSilSielle] donnait ne serait-ce qu'une seule pièce de cuivre à une 'fête païenne'. ;Trotz des Treueschwurs Euch gegenüber weigert sich [From.GetTitledFirstName], Euch Gold anzubieten, um dem Blót fernbleiben zu können! Laut [From.GetFirstName] würde [From.Religion.GetRandomGodName] es [From.Getihmihr] nie verzeihen, wenn [From.GetSheHe] auch nur einen einzigen Kupferschilling zu einem "ketzerischen Fest" beitragen würde.;;A pesar de haberte jurado lealtad, ¡[From.GetTitledFirstName] se niega a ofrecer oro para quedar exento de la mancha!. Según [From.GetFirstName], [From.Religion.GetRandomGodName] no perdonará a [From.GetHerHim] si [From.GetSheHe] ha contribuido con un solo cobre para una fiesta pagana.;;;;;;;;;x
EVTDESC_TOG_604;The guests have arrived, and the time has come for the bonfire to begin! You gather in the center of the square with men masked playing brass trumpets as they prepare material for which you and the bonfire shall construct Effigies of the Enemies of the Queen. In the background the cooks freviously work to prepare the feast that is to follow, an ash gray powder is set before the Altar to the Queen and other heros of Albion for their judgement.;Les invités sont arrivés et il est temps de commencer le blót ! Vous vous rassemblez devant le temple et commencez par offrir des animaux en sacrifice aux dieux. Tandis qu'on prépare leur viande pour le festin qui doit suivre, on arrose de leur sang les statues d'Odin, de Thor, de Freyr et des autres dieux, ainsi que les adorateurs eux-mêmes.;Die Gäste sind angekommen und die Zeit für das Blót ist gekommen! Alle versammeln sich außerhalb des Tempels und man beginnt mit den Tieropfern an die Götter. Während ihr Fleisch für das nachfolgende Gelage vorbereitet wird, wird ihr Blut auf die Statuen von Odin, Thor, Freyr und die anderen Götter gespritzt und auch auf die Betenden selbst.;;Los invitados han llegado, y ¡ha llegado el momento de que la mancha comience! Te reúnes fuera del templo, y comienzas ofreciendo animales como sacrificio a los dioses. Mientras se prepara la carne para la fiesta que va a seguir, la sangre salpica las estatuas de Odín, Thor, Freyr y los otros dioses, así como a los mismísimos fieles.;;;;;;;;;x
TOG605_TITLE;A Night to Remember;;;;;;;;;x
EVTDESC_TOG_605;The time has come for the bonfire held by [From.GetTitledFirstName] to begin! You gather around the square, and before you is a table of material to great Effigies of the Enemies to sacrifice to the Queen and the heros of Albion. You witness the ashen gray powder laid upon the alter awaiting for the judgement of the Queen, you await with great excitement.;Il est temps de commencer le blót tenu par [From.Get_le_Title][From.GetTitledFirstName] ! Vous vous rassemblez devant le temple et commencez par offrir des animaux en sacrifice aux dieux. Tandis qu'on prépare leur viande pour le festin qui doit suivre, on arrose de leur sang les statues d'Odin, de Thor, de Freyr et des autres dieux, ainsi que les adorateurs eux-mêmes.;Die Zeit für das von [From.GetTitledFirstName] veranstaltete Blót ist gekommen! Alle versammeln sich außerhalb des Tempels und man beginnt mit den Tieropfern an die Götter. Während ihr Fleisch für das nachfolgende Gelage vorbereitet wird, wird ihr Blut auf die Statuen von Odin, Thor, Freyr und die anderen Götter gespritzt und auch auf die Betenden selbst.;;¡Ha llegado el momento de empezar la mancha celebrada por [From.GetTitledFirstName]!. Te reúnes fuera del templo, y comienzas ofreciendo animales como sacrificio a los dioses. Mientras se prepara la carne para la fiesta que va a seguir, la sangre salpica las estatuas de Odín, Thor, Freyr y los otros dioses, así como a los mismísimos fieles.;;;;;;;;;x
EVTDESC_TOG_610;The figures of traitorous nobles, rebellious clerics, and foreign warlords now stand in crude effigy in the square arranged around a monstrous pile of dry lumber and snarled flotsam. Drunken revellers in soot stained costumes hurl torches onto the mound and the grotesque effigies, soon all is garbed in flame, and her Majestys enemies fall into ash and embers once again.;On escorte [From.Get_le_Title][From.GetTitledFirstName] depuis les cachots jusqu'au temple. On lui passe la corde autour du cou, attachée à la branche solide d'un chêne à proximité. Une petite flaque jaunâtre se forme à ses pieds.;[From.GetTitledFirstName] wird aus Eurem Verlies geholt und zum Tempel eskortiert. Eine Schlinge wird um [From.GetHerHis]en Hals gelegt und das Seil an einem stabilen Ast einer Eiche befestigt. Eine kleine gelbliche Pfütze bildet sich unter [From.GetFirstName]s Füßen.;;[From.GetTitledFirstName] es traído de tu mazmorra y escoltado al templo. Se coloca una soga alrededor de [From.GetHerHis] cuello y la cuerda se lanza sobre una gruesa rama de un roble cercano. Se forma una pequeña piscina de color amarillo a los pies de [From.GetFirstName].;;;;;;;;;x
EVTOPT_TOG_610;"Remember remember...";Père de tous, nous t'offrons ce sacrifice...;Allvater, wir bieten dir dieses Opfer an...;;Padre de Todos, te ofrecemos este sacrificio...;;;;;;;;;x
