EVTDESC_proletcult_5;You're witnessing a Victory Day parade. Many warriors march through the city, singing songs of praise to long-dead warriors who fought against the German invaders. The soldiers move like clockwork, and each one displays strength and readiness to display the splendor of their master's armor. You're observing this parade from a grandstand, seeing it from above, not from below like most people. Even from this perspective, where you see them a bit like a herd of ants, they're impressive.;;;;;;;;;;;;;x
EVTOPTA_proletcult5;Glory to our proud warriors;;;;;;;;;;;;;x
EVTDESC_proletcult_6;Victory Day is over and you return to your estate after celebrating it, happy that you were able to spend this joyful holiday for all Russians in pleasant company.;;;;;;;;;;;;;x
EVTOPTA_proletcult6;Nice;;;;;;;;;;;;;x
EVTDESC_proletcult_7;Victory Day ends and you return to your duties, celebrating with joy that you were able to organize this joyful celebration.;;;;;;;;;;;;;x
EVTOPTA_proletcult7;Nice;;;;;;;;;;;;;x
inscenisation_of_reichstag_victory_day;watching a reenactment of the raising of the flag over the Reichstag...;;;;;;;;;;;;;x
theatre_spectacle_victory_day;watching a theatre performance...;;;;;;;;;;;;;x
siege_of_leningrad_ballade_victory_day;listening to a ballad about the siege of Leningrad...;;;;;;;;;;;;;x
great_archers_ballade_victory_day;listening to the ballad of the great archers...;;;;;;;;;;;;;x
aggressive_drunkards_victory_day;encounter aggressive drunks;;;;;;;;;;;;;x
EVTNAME_proletcult_8;The Flag;;;;;;;;;x
EVTDESC_proletcult_8;When the parade ends, you leave the grandstand and go into the city to see the entertainment. As is customary, the entire Victory Day is adorned with it. Along the way, you pass the tallest secular building in the city, stop, and see an ancient reenactment of the most important event. Two tall men dressed in armor hold a flag, which they then place on the building, and one of them recites a traditional poem about how Russian soldiers raised the banner of Mother Russia on the Reichstag, symbolizing the end of the brown tyranny on the Oder and Rhine. The people react with euphoria (as every year) to this reenactment, and as the actors leave, they shower them with gifts: you give them something in return.;;;;;;;;;x
EVTOPTA_proletcult_8;Nice show;;;;;;;;;x
EVTNAME_proletcult_9;Show;;;;;;;;;x
EVTDESC_proletcult_9;When the parade ends, you leave the grandstand and head into town to see what entertainment is on offer. As is customary, the entire Victory Day celebration is peppered with entertainment. Along the way, you stumble upon a makeshift theater, decide to pay the entrance fee, and take a seat. A troupe of actors is presenting a play about the Great Patriotic War, lasting an hour or two. The story moves from news of the Brown Horde's attack to the final scene, where two soldiers display the Russian banner with great precision, keeping everyone on their toes. As the curtain falls, you conclude that the actors demonstrated remarkable acting skills and a keen sense of the day's atmosphere.;;;;;;;;;x
EVTOPTA_proletcult_9;Nice show;;;;;;;;;x
EVTOPTB_proletcult_9;I will give them extra donate;;;;;;;;;x
EVTNAME_proletcult_10;Beautiful ballad;;;;;;;;;x
EVTDESC_proletcult_10;When the parade ends, you leave the grandstand and go into the city to see what entertainment is on offer. As is customary, the entire Victory Day is adorned with it. Along the way, you encounter a troupe of musicians surrounded by a crowd. They sing a ballad about the siege of St. Petersburg, called Leningrad by the proletarians. They sing a long song about a mother's lament over the slaughter of her sons, about the city's rulers' outcry over the misery of their sons. The ballad leaves you grieving, but it ends on an optimistic note: there is hope, which is a virtue, even for these defenders.;;;;;;;;;x
EVTOPTA_proletcult_10;Nice art;;;;;;;;;x
EVTOPTB_proletcult_10;Maybe I should become a poet;;;;;;;;;x
EVTOPTC_proletcult_10;Maybe I should become a musician;;;;;;;;;x
EVTDESC_proletcult_11;When the parade ends, you leave the grandstand and go into the city to see what entertainment is on. As is customary, the entire Victory Day is filled with it. Along the way, you encounter a troupe of musicians surrounded by a crowd. They sing a ballad about archers like Lyudmila Pavlichenko and Vasily Zaitsev, who shot down many Germanic warriors with their bows. The ballad praises their deeds, emphasizes admiration for their achievements, and calls for ambition and courage equal to theirs, claiming that anyone can reach their heights.;;;;;;;;;x
EVTOPTA_proletcult_11;Cool Ballad;;;;;;;;;x
EVTOPTB_proletcult_11;Maybe I should become a poet;;;;;;;;;x
EVTOPTC_proletcult_11;Maybe I should become a musician;;;;;;;;;x
EVTNAME_proletcult_12;Do you have a problem?;;;;;;;;;x
EVTDESC_proletcult_12;When the parade ends, you leave the grandstand and head into town to see what entertainment is on. As is customary, the entire Victory Day celebration is peppered with entertainment. But just as you're about to go see something worthwhile, someone calls out to you, asking if you have a problem. You turn around and see a couple of drunks with axes running towards you.;;;;;;;;;x
EVTOPTA_proletcult_12;Oh no!;;;;;;;;;x
temple_baron_proletcult;Comrade-Secretary;;;;;;;;;;;;;x
temple_baron_female_proletcult;Comrade-Secretary;;;;;;;;;;;;;x
temple_count_proletcult;Comrade-Commander;;;;;;;;;;;;;x
temple_count_female_proletcult;Comrade-Commander;;;;;;;;;;;;;x
temple_duke_proletcult;Comrade-President;;;;;;;;;;;;;x
temple_duke_female_proletcult;Comrade-President;;;;;;;;;;;;;x
temple_barony_of_proletcult;Workers' and Soldiers' Council of;;;;;;;;;x
temple_barony_proletcult;Workers' and Soldiers' Council;;;;;;;;;x
temple_county_of_proletcult;Workers' District of;;;;;;;;;x
temple_county_proletcult;Workers' District;;;;;;;;;x
temple_duchy_of_proletcult;Workers' Republic of;;;;;;;;;x
temple_duchy_proletcult;Workers' Republic;;;;;;;;;x
GENERAL_SECRETARY;General Secretary;;;;;;;;;x
victory_day_invitations_sent;Invitations to the Victory Day celebration have been sent out;;;;;;;;;x
