#Bastille Day Localisations
###ÄNSI###
tyranny_war_desc;Jacobin vassals have the ability to challenge their liege if they judge his rule to be disrespectful of the virtues Marianne brought upon this blessed earth.;;;;;;;;;;;;;x
CB_NAME_RECONQUEST_FRANCE;Maquis War for France;;;;;;;;;;;;;x
WAR_NAME_RECONQUEST_FRANCE;Maquis War to resist and reconquer France from the tyrannic rule of [k_france.Holder.GetTitledName];;;;;;;;;;;;;x
reconquest_france_desc;Undertake a large campaign to chase the heathens out of the kingdom of France.;;;;;;;;;;;;;x
CB_NAME_RECONQUEST_PROVENCE;Maquis War for Provence;;;;;;;;;;;;;x
WAR_NAME_RECONQUEST_PROVENCE;Maquis War to resist and reconquer Provence from the tyrannic rule of [k_provence.Holder.GetTitledName];;;;;;;;;;;;;x
reconquest_provence_desc;Undertake a large campaign to chase the heathens out of the kingdom of Provence.;;;;;;;;;;;;;x
CB_NAME_RECONQUEST_OCCITANIA;Maquis War for Occitania;;;;;;;;;;;;;x
WAR_NAME_RECONQUEST_OCCITANIA;Maquis War to resist and reconquer Occitania from the tyrannic rule of [k_occitania.Holder.GetTitledName];;;;;;;;;;;;;x
reconquest_occitania_desc;Undertake a large campaign to chase the heathens out of the kingdom of Occitania.;;;;;;;;;;;;;x
CB_NAME_RECONQUEST_BALC;Maquis War for Balc;;;;;;;;;;;;;x
WAR_NAME_RECONQUEST_BALC;Maquis War to resist and reconquer Balc from the tyrannic rule of [k_balc.Holder.GetTitledName];;;;;;;;;;;;;x
reconquest_balc_desc;Undertake a large campaign to chase the heathens out of the kingdom of Balc.;;;;;;;;;;;;;x
CB_NAME;RECONQUEST_BRITTANY;Maquis War for Brittany;;;;;;;;;;;;;x
WAR_NAME_RECONQUEST_BRITTANY;Maquis War to resist and reconquer Brittany from the tyrannic rule of [k_brittany.Holder.GetTitledName];;;;;;;;;;;;;x
reconquest_brittany_desc;Undertake a large campaign to chase the heathens out of the kingdom of Brittany.;;;;;;;;;;;;;x
EVTDESC_jacobin_1;Every Jacobin follower can choose a key figure from Jacobin mythology to focus on and took inspiration from for the rest of their life. This choice is crucial in a Jacobin follower's life, as it is irrevocable and defines the rest of their life.;;;;;;;;;;;;;x 
EVTOPTA_jacobin_1;I will focus and took inspiration from Marianne;;;;;;;;;;;;;x
EVTOPTB_jacobin_1;I will focus and took inspiration from the Emperor;;;;;;;;;;;;;x
EVTOPTC_jacobin_1;I will focus and took inspiration from the General;;;;;;;;;;;;;x
EVTDESC_jacobin_13;Your various actions and misdeeds have shown you aren't worthy of our Rightful Marianne's consideration. You have gained the tyrant trait.;;;;;;;;;;;;;x
EVTOPTA_jacobin_13;Curses!;;;;;;;;;;;;;x
EVTDESC_jacobin_14;Through comittment and self-questioning, you have rejected [ROOT.GetEvilGodName] and its sins. You are no longer a tyrant.;;;;;;;;;;;;;x
EVTOPTA_jacobin_14;I knew Marianne was with me!;;;;;;;;;;;;;x
EVTDESC_jacobin_15;I shall go to Pelerinage Citoyen in one of the holy places of Jacobin Faith.;;;;;;;;;;;;;x
EVTOPTA_jacobin_15;I will start making travel plans.;;;;;;;;;;;;;x
EVTDESC_jacobin_16;There are a number of diffrent holy places that you could visit on your Pelerinage Citoyen. All of them are considered as sacred by followers of jacobin faith - two of them: Paris and Marseille are considered to be most sacred among them, but other sites are also believed to be sacred.;;;;;;;;;;;;;x
EVTOPTA_jacobin_16;I shall visit two most important french cities - Paris or Marseille;;;;;;;;;;;;;x
EVTOPTB_jacobin_16;I shall visit Paris;;;;;;;;;;;;;x
EVTOPTC_jacobin_16;I shall visit Marseille;;;;;;;;;;;;;x
EVTOPTD_jacobin_16;I shall visit other holy sites;;;;;;;;;;;;;x
EVTDESC_jacobin_17;Paris and Marseille are the two holiest cities, where, according to the Jacobins' beliefs, the ideals of liberty, equality and fraternity were created, which they profess to this day.;;;;;;;;;;;;;x
EVTDESC_jacobin_18;Austerlitz, London, and Colombey les Deux Église are also holy cities, scarcely inferior to the dignity of Paris and Marseille, and to which the route is safer.;;;;;;;;;;;;;x
EVTOPTA_jacobin_18;I shall visit Austerlitz - the place of the Emperor's greatest triumph;;;;;;;;;;;;;x
EVTOPTB_jacobin_18;I shall visit London - the place of first tyrant execution;;;;;;;;;;;;;x
EVTOPTC_jacobin_18;I shall visit Colombey les Deux Église - the hometown of the General;;;;;;;;;;;;;x 
EVTDESC_jacobin_19;My things are packed, everything is in order. You say goodbye to your estate and go on an unforgotten Pelerinage Citoyen to Paris – the place where the Bastille was destroyed and where the venerable Republic was founded...;;;;;;;;;;;;;;x
EVTDESC_jacobin_20;My things are packed, everything is in order. You say goodbye to your estate and go on an unforgotten Pelerinage Citoyen to Marseille – the second place where the Republic and the Revolution flourished. There, according to legend, the miraculous Marianne was born.;;;;;;;;;;;;;x
EVTDESC_jacobin_21;My things are packed, everything is in order. You say goodbye to your estate and go on an unforgotten Pelerinage Citoyen to Austerlitz – an inconspicuous town in Moravia, where the Emperor miraculously defeated the forces of perfidious tyrants.;;;;;;;;;;;;;x
EVTDESC_jacobin_22;My things are packed, everything is in order. You say goodbye to your estate and go on an unforgotten Pelerinage Citoyen to Colombey les Deux Église—the hometown of the General, who later saved the Republic from the forces of perfidy.;;;;;;;;;;;;;x
EVTDESC_jacobin_23;My things are packed, everything is in order. You say goodbye to your estate and go to an unforgotten Pelerinage Citoyen to London - the city where first tyrant king was behanded.;;;;;;;;;;;;;x
EVTOPTA_jacobin_19;Time to go!;;;;;;;;;;;;;x
EVTNAME_jacobin_24;Paris;;;;;;;;;;;;;x
EVTDESC_jacobin_24;You reach Paris—the holy city. It was here, many years ago, that Marianne led the furious people of Paris against the perfidious king. It was here that the most important events in the history of the venerable Republic took place—here La Declaration was signed and here that many of Marianne's followers shed blood for the Republic. You pass the ruins of this venerable city—the ruins of the Eiffel Tower, built long before the Event, during the heyday of the Republic—past ancient temples and streets. Soon you reach the Panthéon—the most important place in Paris. You enter and feel the great Frenchmen buried here over the centuries gazing down upon you. You fall to your knees and listen intently to what Marianne expects of you...;;;;;;;;;;;;;x
EVTOPTA_jacobin_24;Vive la République et Marianna!;;;;;;;;;;;;;x
EVTNAME_jacobin_25;Marseille;;;;;;;;;;;;;x
EVTDESC_jacobin_25;You reach Marseille – a vast port city unfolds before your eyes. Years ago, it was here that the most loyal legionnaires of the Republic and the Emperor were born, those who died for Marianne. Although Marseille today is not what it was before the Event, it is still a large and impressive city – it was also here that the Jacobins' most sacred anthem, La Marseillaise, was composed. You pass through successive streets and reach the market square – the place where sentences were announced and carried out in Marianne's name. There, you pause for a moment to pay homage to those who stood here and sang this venerable anthem for the first time.;;;;;;;;;;;;;x
EVTOPTA_jacobin_25;Vive la République et Marianna!;;;;;;;;;;;;;x
EVTNAME_jacobin_26;Austerlitz;;;;;;;;;;;;;x
EVTDESC_jacobin_26;You reach Austerlitz – an inconspicuous town in Moravia. Today, it's a musty hole near Brno. You see a large field in the distance – there, many years ago, the Emperor defeated the forces of the perfidious Emperor of Austria and proved to him that the forces of Marianne's veneration were capable of resisting the perfidy of kings and tyrants. Then, after strolling through these sacred fields, where so much French blood was shed, you reach the Peace Monument – a large monument crowned with a cross. According to legend, this was the place from which the Emperor commanded his legions. Here, you pay him silent homage, singing "La Chant du Depart".;;;;;;;;;;;;;x
EVTOPTA_jacobin_26;La victoire en chantant...!;;;;;;;;;;;;;x
EVTNAME_jacobin_27;Colombey les Deux Église;;;;;;;;;;;;;x
EVTDESC_jacobin_27;You arrive in Colombey les Deux Église, a modest village near Chaumont. To the casual German or English merchant, this town may not seem like much, but for a loyal follower of the General, it is the most important city, after Paris and Marseille. It was here, many years ago, that the General was born—the man who saved the Republic from the perfidious German tyrants. First, passing the town's modest houses, you stand before his monument—a large Cross of Lorraine, the symbol worn by legionnaires years ago. Then you visit his childhood home, known as La Boisserie, where he was born. Despite many years, it has not suffered much damage and is cared for by locals who fervently worship Marianne and the General. Soon, you enter the house to pay your respects, along with the others gathered there.;;;;;;;;;;;;;x
EVTOPTA_jacobin_27;Général, nous sommes avec vous...;;;;;;;;;;;;;x
EVTNAME_jacobin_28;London;;;;;;;;;;;;;x
EVTDESC_jacobin_28;You arrive in London—the largest city in England and the ancient capital of this country. You see many old buildings—Westminster Abbey, Buckingham Palace, and others—but you are interested in only one place: the Banqueting House. It was in front of this house, many years ago, before the Emperor and the General began their wars, that the English, enlightened by Marianne, overthrew their tyrant king, Charles I, and guillotined him, according to legend. So you walk up to the house—there you see many people, both locals and visitors from all over the world. You approach to pay silent homage to Cromwell and his companions, who overthrew the perfidious tyranny of the Stuarts.;;;;;;;;;;;;;x
EVTOPTA_jacobin_28;Vive la Cromwell!;;;;;;;;;;;;;x
warrior_lodge_jacobin;Enfants de la Patrie;;;;;;;;;;;;;x
warrior_lodge_jacobin_desc;Although the French fatherland has fallen, those who should protect it have not. The Enfants de la Partie, or "Children of the Fatherland," are precisely that—men of the sword, conspiring against the perfidious tyrants oppressing the fatherland, who will bring revolution and the ideals of liberty, equality, and fraternity to all of France.;;;;;;;;;;;;;x
warrior_lodge_jacobin_rank_1_male;Cadette;;;;;;;;;;;;;x
warrior_lodge_jacobin_rank_2_male;Soldat;;;;;;;;;;;;;x
warrior_lodge_jacobin_rank_3_male;Officier;;;;;;;;;;;;;x
warrior_lodge_jacobin_rank_4_male;Maréchal de France;;;;;;;;;;;;;x
warrior_lodge_jacobin_rank_1_female;Cadette;;;;;;;;;;;;;x
warrior_lodge_jacobin_rank_2_female;Soldat;;;;;;;;;;;;;x
warrior_lodge_jacobin_rank_3_female;Officier;;;;;;;;;;;;;x
warrior_lodge_jacobin_rank_4_female;Maréchal de France;;;;;;;;;;;;;x
religion_openly_jacobin_trigger;Is follower of Marianne of friends of her followers.;;;;;;;;;;;;;x
currency_name_warrior_lodge_jacobin;Patriotisme;;;;;;;;;;;;;x
EVTDESC_jacobin_1;Each Jacobin follower may choose Marianne, the Emperor, or the General as their focus and inspiration, but they may only do so once, so choose carefully.;;;;;;;;;;;;;x
EVTOPTA_jacobin_1;I will focus of Marianne, mother of France;;;;;;;;;;;;;x
EVTOPTB_jacobin_1;I will focus of the Emperor, great conqueror of Europe;;;;;;;;;;;;;x
EVTOPTC_jacobin_1;I will focus of the General, savior of fatherland;;;;;;;;;;;;;x
go_to_jacobin_pilgrimage;Go to Pelerinage Citoyen;;;;;;;;;;;;;x
go_to_jacobin_pilgrimage_desc;Go to Pelerinage Citoyen;;;;;;;;;;;;;x
nick_the_jacobin_general;Le Général;;;;;;;;;;;;;x
nick_the_jacobin_emperor;L'Empereur;;;;;;;;;;;;;x
jacobin_government;Republican Bureaucracy;;;;;;;;;;;x
jacobin_government_desc;The system of republican bureaucracy perpetuated by the Jacobins stems from the legacy of the pre-Event French Republic, which, as a unitary state, was divided into a series of administrative units: regions, departments, arrondissements, cantons, and communes. This system of government is characterized by a strict hierarchy at each administrative level and a lack of strict division between nobility and peasantry.;;;;;;;;;;;x
e_jacobin;French Republic;;;;;;;;;;;x
e_jacobin_adj;French;;;;;;;;;;;x
PRESIDENT;Président;;;;;;;;;;;x
gov_jacobin;Republican Administration;;;;;;;;;;;x
constitutionalist;Gallican;;;;;;;;;;;x
constitutionalist_DESC;The origins of the Gallican Church date back to the time before the Event, when French priests and bishops developed a belief that national customs were above universal canon law, and that the pope had a ruling voice only in matters of faith and morals, not in disciplinary matters. After the rise of Jacobinism, most Gallicans supported the Revolution. Although Gallicanism declined centuries before the Event, it was revived after the Event when the last bishop of Orleans, in communion with Rome and in agreement with the Jacobins, declared himself pope of a new, licensed church operating in Jacobin-controlled countries. Today, the Gallicans still maintain the supremacy of the council over the pope and express full support for the Jacobins' postulates.;;;;;;;;;;;x
d_constitutionalist;Gallican Papacy;;;;;;;;;;;x
WAR_NAME_JACOBIN_PRESIDENCY_WAR;War for Presidency;;;;;;;;;;;x
jacobin_presidency_war;War for Presidency;;;;;;;;;;;x
CB_NAME_JACOBIN_PRESIDENCY_WAR;War for Presidency;;;;;;;;;;;x
WAR_NAME_JACOBIN_PRESIDENCY_WAR;War for Presidency;;;;;;;;;;;x
jacobin_presidency_war_desc;The French president is weak, and his weakness demonstrates his inability to realize the ideals of liberty, equality, and fraternity. And if he is unable to realize these ideals, then he is a public enemy, an enemy of the revolution.;;;;;;;;;;;x
JACOBIN_PRESIDENCY_VICTORY_TT;You become the new President of France, and your predecessor ends up on the guillotine.;;;;;;;;;;;x
temple_baron_jacobin;Prétre;;;;;;;;;x
temple_baron_female_jacobin;Prétresse;;;;;;;;;x
temple_barony_of_jacobin;Maison of;;;;;;;;;x
temple_count_jacobin;Grand Prétre;;;;;;;;x
temple_count_female_jacobin;Grande Prétresse;;;;;;;;x
temple_county_of_jacobin;Commune of;;;;;;;;;x
temple_duke_jacobin;Archiprétre;;;;;;;;;x
temple_duke_female_jacobin;Archiprétresse;;;;;;;;;x
temple_duchy_of_jacobin;République des Mariannes of;;;;;;;;;x
school_of_talleyrand;School of Talleyrand;;;;;;;;;x
school_of_pascal;School of Pascal;;;;;;;;;x
school_of_lamennais;School of Lamennais;;;;;;;;;x
school_of_talleyrand_desc;This character follows the theological school of Charles-Maurice de Talleyrand, a Gallican saint and Doctor of the Church, whose theology emphasized pragmatism and good relations with non-Christian philosophers, who, according to his theology, held seeds of truth in their teachings. Charles-Maurice was renowned for serving as advisor and chancellor to the Emperor during the early years of the Revolution, a Jacobin hero who fought against the forces of perfidy.;;;;;;;;;x
school_of_pascal_desc;This character follows the theological school of Blaise Pascal, a Gallican saint and Doctor of the Church, whose theology emphasized mysticism and a complete recognition of oneself as powerless against God's will. Among the Gallicans, this school is the furthest removed from orthodox Catholicism, emphasizing poverty of spirit and of the Church, as well as the conviction that we are but dust of the earth, and that all beautiful things, like the Republic, are transient and nothing compared to the "Divine Republic" that will come after the Parousia. Blaise Pascal is known for living in the times before the people, enlightened by Marianne, overthrew tyrannical kings, yet he opposed them with his pen and mouth.;;;;;;;;;x
school_of_lamennais_desc;This character follows the theological school of Hugo Lamennais, a Gallican saint and Doctor of the Church. This school is characterized by a particular sympathy for Jacobin ideas. According to its members, it is dogma that all power comes from the people (other schools support this teaching, though they do not accord it the status of dogma), and the papacy was established by the First Lateran Council, it did not exist before, and its power was delegated to it by the Church. Lamennais is known for having been imprisoned for many years by the perfidious and tyrannical King Charles of Bourbon before the venerable Louis-Philippe personally released him, thanking him for his struggle on Marianne's behalf.;;;;;;;;;x
change_gallican_branch;Choose Theological School;;;;;;;;;x
change_gallican_branch_desc;Since the Gallican Church was established in France as a tolerated Christian church in the Jacobin states, three theological schools have developed which today dominate the theological and pastoral discourse among the Gallicans: the Talleyrand School, which emphasizes dialogue with the neuhumanist philosophies, the Pascal School, which emphasizes mysticism and dialogue with other Christian denominations, and the Lamennais School, which emphasizes the connection between Gallicanism and Jacobinism even more than the other schools.;;;;;;;;;x
EVTDESC_jacobin.29;Since the Gallican Church was established in France as a tolerated Christian church in the Jacobin states, three theological schools have emerged, which today dominate theological and pastoral discourse among Gallicans. As a faithful Gallican, you can choose which school of thought you will follow.;;;;;;;;;x
EVTOPTA_jacobin.29;I will follow School of Talleyrand;;;;;;;;;x
EVTOPTB_jacobin.29;I will follow School of Pascal;;;;;;;;;x
EVTOPTC_jacobin.29;I will follow School of Lamennais;;;;;;;;;x
jacobin_nun;Marianniste;;;;;;;;;x
jacobin_nun_desc;This character is Marianniste - a woman dedicated to imitating Marianne and following the example of a virtuous revolutionary virgin who helps in preparing Maisons, teaching young people and performing other charitable functions related to helping the homeless.;;;;;;;;;x
order_to_take_jacobin_vows;Order to became Marianniste;;;;;;;;;x
order_to_take_jacobin_vows_desc;The Mariannistes are a respected group of women in the Jacobin religion, and perhaps this woman is predestined to join them and renounce married life to help in the temple, teach the youth, and help the poor.;;;;;;;;;x
EVTDESC_jacobin.30;Walking past a village, you see a large group of peasants in the distance, cheerfully singing the ballad of the cunning Francois, who transformed from a wretch into a detective. This intriguing song stops you for a moment, and those in the distance hear you and call out to you to come over.;;;;;;;;;x
EVTOPTA_jacobin_30;Come to them;;;;;;;;;x
EVTOPTB_jacobin_30;Ignore them and walk away;;;;;;;;;x
EVTTITLE_jacobin_31;Vautrin alias Vidocq;;;;;;;;;x
EVTDESC_jacobin_31;You approach and see the villagers' brightly smiling faces. You sit down next to them, they offer you wine, and they begin to tell you a song about Vautrin, also known as Vidocq, who before the Event was an eternal scoundrel and vagabond. However, enlightened by Marianne, he fell in love with her and fought for her along with other admirers on the fields of glory against the perfidious tyrants who invaded France. He then founded the first detective agency in the world, revolutionizing the art of catching bandits and giving them what they deserve. As the villagers finish their song, you thank them, promise to pray to Marianne for them, and bid them farewell.;;;;;;;;;x
EVTOPTA_jacobin_31;Nice story;;;;;;;;;x
EVTDESC_jacobin_32;You approach and see the faces of the villagers more clearly. As you get closer, one of them, the drunkest one, throws a stone at you. The rest, encouraged, soon do the same, and you run away.;;;;;;;;;x
EVTOPTA_jacobin_32;Drunken rabble;;;;;;;;;x
EVTDESC_jacobin_33;Walking along the road, you enter the city. As you walk, one of the boys accosts you, inviting you to watch an execution that's about to take place. Without waiting for your opinion, the guy grabs you and leads you to the spot, as if you were the one about to be executed. After a moment, you arrive...;;;;;;;;;x
EVTOPTA_jacobin_33;I don't know what I should say...;;;;;;;;;x
EVTDESC_jacobin_34_young killer;A young man is being dragged to the gallows. The executioner's pronouncement indicates that he has been convicted of three murders. The crowd cheers widely, expressing both joy at his execution and hatred for him. A local official, who at first glance looks corrupt, watches from afar. The condemned man looks at him, then at the crowd, then at you, and he looks absolutely remorseless.;;;;;;;;;x
EVTDESC_jacobin_34_christian_priest;A middle-aged man is dragged to the gallows. The executioner's pronouncement indicates that he has been convicted of preaching superstition, as Christianity is known in these parts. The crowd cheers widely, expressing both joy at his execution and hatred for him. A local official, who at first glance appears corrupt, watches from afar. The condemned man makes the sign of the cross and goes to receive the laurels of martyrdom.;;;;;;;;;x
EVTDESC_jacobin_34_thief;A middle-aged man is dragged to the gallows. The executioner's pronouncement indicates that he has been convicted of grand larceny and robbery. The crowd cheers widely, expressing both joy at his execution and hatred for him. A local official, who at first glance appears corrupt, watches from afar. The condemned man spits on the guillotine and says something to the executioner, preparing for his end.;;;;;;;;;x
EVTDESC_jacobin_34_scamer;A middle-aged man is dragged to the gallows. The executioner's pronouncement indicates that he has been convicted of major financial fraud and swindles. The crowd cheers widely, expressing both joy at his execution and hatred for him. A local official, who at first glance appears corrupt, watches from afar. The condemned man says nothing, awaiting his end.;;;;;;;;;x
EVTDESC_jacobin_34_lady;A young woman is being dragged to the gallows, and the executioner's pronouncement indicates that he has been convicted of treason. The crowd is generally silent, but some behave as if they were at a theater rather than an execution. A local official, who at first glance appears corrupt, watches the spectacle from afar. The condemned woman weeps, professes her innocence, and begs for mercy, as if in disbelief that she will day today.;;;;;;;;;x
EVTDESC_jacobin_34_men;A young man is being dragged to the gallows, and the executioner's pronouncement indicates that he has been convicted of treason. The crowd is generally silent, but some behave as if they were at a theater rather than an execution. A local official, who at first glance appears corrupt, watches the spectacle from afar. The condemned man weeps, professes his innocence, and begs for mercy, as if in disbelief that he will die today.;;;;;;;;;x
EVTOPTA_jacobin_34;The judge's will is a holy will;;;;;;;;;x
EVTOPTB_jacobin_34;Bribe a local official to grant a last-minute pardon;;;;;;;;;x
pardoned_young_killer_text;A pardoned murderer joins your court.;;;;;;;;;x
pardoned_thief_text;A pardoned thief joins your court.;;;;;;;;;x
pardoned_scamer_text;A pardoned "non-standard businessman" joins your court.;;;;;;;;;x
pardoned_lady_text;A pardoned young woman joins your court.;;;;;;;;;x
pardoned_lady_text;A pardoned young man joins your court.;;;;;;;;;x
EVTDESC_jacobin_35;On the way, you pass a troupe of singers playing ancient songs for the travelers. You listen as one of the pilgrims, singing an ancient song about the Emperor, who defended France in many wars for centuries, who conquered Egypt and Moscow before the perfidious forces of Albion and Russia defeated and killed him during his glorious battle at Waterloo, and whom the angels of Marianne took to their homes after his martyrdom. When the musicians finish, the pilgrims cheer.;;;;;;;;;x
EVTOPTA_jacobin_35;This is a truly pious and praiseworthy song;;;;;;;;;x
EVTOPTB_jacobin_35;This song is stupid, war and conquests aren't glorious;;;;;;;;;x
EVTDESC_jacobin_48;Along the way, you witness a debate between two pilgrims, arguing for taking inspiration from a figure other than the one you draw inspiration from. While choosing such a figure is crucial in a Jacobin follower's life, as it is irrevocable and defines the rest of their life, there are sometimes instances when it's possible to change the figure one venerates.;;;;;;;;;x
EVTOPTA_jacobin_48;The figure from which I draw inspiration is worthy of my loyalty;;;;;;;;;x
EVTOPTB_jacobin_48;Maybe they are right...;;;;;;;;;x
EVTDESC_jacobin_50;As you walk through the forest, you hear people screaming. You sense they are close and in danger.;;;;;;;;;x
EVTOPTA_jacobin_50;Have your sword at the ready and go help them;;;;;;;;;x
EVTOPTB_jacobin_50;They'll be fine, move on;;;;;;;;;x
EVTTITLE_jacobin_51;Clash with bandits;;;;;;;;;x
EVTDESC_jacobin_51;You arrive and see masked bandits attacking people, with trash cans scattered everywhere around the wagon. You join the fray and fight shoulder to shoulder with the hikers against the outlaws. The fight is short but deadly. Out of the corner of your eye, you see the deaths of two hikers and one bandit, and you fight like a madman yourself. A moment later, the bandits flee, and you look at your spontaneous allies, and they look at you: a few richly dressed men and a woman. Suddenly, you feel dizzy, you try to lean against the wagon, but you fall, losing touch with reality...;;;;;;;;;x
EVTOPTA_jacobin_51;Oh, beloved Marianne...;;;;;;;;;x
EVTTITLE_jacobin_52;Awakening and the Proposal;;;;;;;;;x
EVTDESC_jacobin_52_A;You wake up to find a medic standing over you. He explains that the people you defended are the local elite, and because of their wealth, they could afford to hire a medic like him. After a moment, he tells you that one of these wealthy men, a widower, has something to tell you. You ask the medic to bring him to you. A moment later, the man arrives. He's quite handsome and your age. He tells you that when he saw you in combat, he fell in love with you, seeing you as a brave and beautiful woman. After a moment, he falls to his knees, pulls out a ring, and, to your surprise, proposes to you.;;;;;;;;;x
EVTDESC_jacobin_52_B;You wake up to find a medic standing over you. He explains that the people you defended are the local elite, and because of their wealth, they could afford to hire a medic like him. After a moment, he tells you that one of these wealthy men, a widower, has something to tell you. You ask the medic to bring him to you. A moment later, the man arrives. He's quite handsome and your age. He tells you that when he saw you in combat, he fell in love with you, seeing you as a brave and beautiful woman. After a moment, he falls to his knees, pulls out a ring, and, to your surprise, proposes to you. But you know you'll have to reject this proposal.;;;;;;;;;x
EVTDESC_jacobin_52_D;You wake up to find a medic standing over you. He explains that the people you defended are the local elite, and because of their wealth, they could afford to hire a medic like him. After a moment, he tells you that one of these wealthy men, a widow, has something to tell you. You ask the medic to bring him to you. A moment later, the woman arrives. She's quite pretty and your age. He tells you that when he saw you in battle, she fell in love with you, seeing you as an undoubtedly brave man. After a moment, he drops to his knees, pulls out a ring, and, to your surprise, proposes to you.;;;;;;;;;x
EVTDESC_jacobin_52_D;You wake up to find a medic standing over you. He explains that the people you defended are the local elite, and because of their wealth, they could afford to hire a medic like him. After a moment, he tells you that one of these wealthy men, a widow, has something to tell you. You ask the medic to bring him to you. A moment later, the woman arrives. She's quite pretty and your age. He tells you that when he saw you in battle, she fell in love with you, seeing you as an undoubtedly brave man. After a moment, he drops to his knees, pulls out a ring, and, to your surprise, proposes to you. But you know you'll have to reject this proposal.;;;;;;;;;x
EVTOPTA_jacobin_52;Refuse and explain why you cannot accept this proposal;;;;;;;;;x
EVTOPTB_jacobin_52;Accept this proposal gladly;;;;;;;;;x
EVTOPTC_jacobin_52;Refuse this proposal;;;;;;;;;x
EVTDESC_jacobin_53;The next morning you're healed. You get up, thank the doctor, and continue on your way to your destination.;;;;;;;;;x
EVTOPTA_jacobin_53;Nice;;;;;;;;;x
EVTDESC_jacobin_54;On the way, you meet a pilgrim, and after a short conversation, he turns out to be not your brother in faith, but a Christian. You exchange a few small talk, until suddenly the topic of the Vendée comes up. The pilgrim tells you how, before the event, a local rebellion was brutally crushed and how women and children were massacred in that revolt. This story moves you, but on the other hand, your faith compels you to condemn those rebels.;;;;;;;;;x
EVTOPTA_jacobin_54;I guess he's right after all.;;;;;;;;;x
EVTOPTB_jacobin_54;Nonsense, perfidious tales of tyrants he tells me;;;;;;;;;x
EVTDESC_jacobin_55;You reach a certain town and enter an inn, you see men playing dice, you consider whether to spend your meager sum on playing with them or go and have a weak beer and then move on.;;;;;;;;;x
EVTOPTA_jacobin_55;Don't play, drink whatever you want and move on;;;;;;;;;x
