###########Titles###########
EVTOPTBjedinstvo16_1;I shall visit [second_burial_site.GetName];;;;;;;;;;;;;x
EVTOPTBjedinstvo16_2;I shall visit [second_burial_site.GetName];;;;;;;;;;;;;x
EVTOPTBjedinstvo16_3;I shall visit [second_burial_site.GetName];;;;;;;;;;;;;x

EVTOPTCjedinstvo16_1;I shall visit [third_burial.GetName];;;;;;;;;;;;;x
EVTOPTCjedinstvo16_2;I shall visit [third_burial.GetName];;;;;;;;;;;;;x
EVTOPTCjedinstvo16_3;I shall visit [third_burial.GetName];;;;;;;;;;;;;x

EVTOPTDjedinstvo16_1;I shall visit [fourth_burial.GetName];;;;;;;;;;;;;x
EVTOPTDjedinstvo16_2;I shall visit [fourth_burial.GetName];;;;;;;;;;;;;x
EVTOPTDjedinstvo16_3;I shall visit [fourth_burial.GetName];;;;;;;;;;;;;x

EVTDESCjedinstvo17;Traveling along a well kept path along the forested hills, passing by many plain cottages as you make your way to the various holy places that dot the serene hillsides.;;;;;;;;;;;;;x
EVTOPTAjedinstvo17;Onwards I go!;;;;;;;;;;;;;x

EVTDESCjedinstvo18;I come across a group of travelers, who are also traveling to [pilgrimage_destination.GetName], to ask for the blessing of  [pilgrimage_destination.province_hero.GetFirstNameWithNick]. Traveling together could be beneficial and safer, though probably somewhat slower.;;;;;;;;;;;;;x
EVTDESCjedinstvo18_ALT;I come across a group of travelers, who are also traveling to [pilgrimage_destination.GetName], to ask for the blessing of  [pilgrimage_destination.province_hero.GetFirstNameWithNick]. Traveling together could be beneficial and safer, though probably somewhat slower.;;;;;;;;;;;;;x
EVTDESCjedinstvo18_ALT_2;I come across a group of travelers, who are also traveling to [pilgrimage_destination.GetName], to ask for the blessing of  [pilgrimage_destination.province_hero.GetFirstNameWithNick]. Traveling together could be beneficial and safer, though probably somewhat slower.;;;;;;;;;;;;;x
EVTDESCjedinstvo18_ALT_3;I come across a group of travelers, who are also traveling to [pilgrimage_destination.GetName], to ask for the blessing of  [pilgrimage_destination.province_hero.GetFirstNameWithNick]. Traveling together could be beneficial and safer, though probably somewhat slower.;;;;;;;;;;;;;x

EVTOPTAjedinstvo18;Friendly company? That sounds like a nice change of pace.;;;;;;;;;;;;;x
EVTOPTBjedinstvo18;A proper hero forges their own path...;;;;;;;;;;;;;x

EVTDESCjedinstvo19;I am suddenly met by a couple of rough looking fellows, as I proceed through the forest. The leader gives me a toothy grin and asking for "donations", for the service he and his men are doing in the forest.;;;;;;;;;;;;;x
EVTOPTAjedinstvo19;It is probably easier to just pay.;;;;;;;;;;;;;x
EVTOPTBjedinstvo19;I will show them who needs protection.;;;;;;;;;;;;;x

EVTDESCjedinstvo20;The days have been long, but the journey not without joy. By my own estimates, I should be halfway to [pilgrimage_destination.GetName] by now. I am not used to such long travels like these, but it has been a nice change of pace from the palace affairs.;;;;;;;;;;;;;x

EVTOPTAjedinstvo20;I wonder what awaits me in [pilgrimage_destination.GetName].;;;;;;;;;;;;;x

EVTDESCjedinstvo21;I come across a group of caravans, filled with the laughter and joy of a group of traveling bards. As day turns to night, I enjoy the company of the group. A particularly beautiful [Root.GetManWomanOpp] is teasing me, and invites me to stay the night.;;;;;;;;;;;;;x
EVTDESCjedinstvo21_ALT;I come across a group of caravans, filled with the laughter and joy of a group of traveling entertainers. As day turns to night, I enjoy the company of the group. A particularly beautiful [Root.GetManWoman] is teasing me, and invites me to stay the night.;;;;;;;;;;;;;x
EVTOPTAjedinstvo21;That sounds like a nice suggestion.;;;;;;;;;;;;;x
EVTOPTBjedinstvo21;What kind of [Root.GetManWoman] do you think I am?;;;;;;;;;;;;;x

EVTDESCjedinstvo22;It has been a long day of traveling when I come across a burning homestead. I had hoped to find a place to stay the night, but these people are clearly in dire need of help to stop the flames from engulfing the entire place.;;;;;;;;;;;;;x
EVTOPTAjedinstvo22;[Root.Religion.GetHighGodName] calls upon me to help out these poor people.;;;;;;;;;;;;;x
EVTOPTBjedinstvo22;[Root.Religion.GetHighGodName] calls upon me to continue my journey.;;;;;;;;;;;;;x
EVTOPTCjedinstvo22;[Root.Religion.GetHighGodName] calls upon me to grab some valuables while they are busy.;;;;;;;;;;;;;x

EVTDESCjedinstvo23;The rain is pouring down and I am desperately looking for a shelter, when I come across a small simple shrine and the hut of its caretaker. The modest man welcomes me inside, hangs my soaking clothes over the fire to dry and gives me a hot meal. When he mentions that it probably will not stop raining for a couple of days, I wonder if I have time to wait for that long.;;;;;;;;;;;;;x
EVTOPTAjedinstvo23;It is better to rest a couple of days.;;;;;;;;;;;;;x

EVTOPTBjedinstvo23;A real hero would not let a bit of bad weather stop them.;;;;;;;;;;;;;x
EVTTOOLTIPjedinstvo23_TT;You start feeling ill...;;;;;;;;;;;;;x

EVTDESCjedinstvo24;I find myself in [pilgrimage_destination.GetName] before I know it. It has been a long journey through the wilderness, to once more see people is a nice change. As I walk through the city streets, I compare it to my own lands, and how the people have dealt with their own challenges. I find my way to the burial site of [pilgrimage_destination.province_hero.GetName] as quickly as possible, that is what I am here for after all.;;;;;;;;;;;;;x
EVTOPTAjedinstvo24;I wonder what the tomb will look like.;;;;;;;;;;;;;x

EVTDESCjedinstvo25_A;The whole area is filled with people, looking like they come from all the different corners of the world I see another [Root.Culture.GetName] looking at me, and giving me a small nod before [Root.GetSheHeOpp] disappears in the crowd. I never knew [pilgrimage_destination.province_hero.GetFirstNameWithNick] was this popular or well known. Though it is stressful, I finally get my moment to stand in front of the gates of the tomb, and feel the shining aura of the hero who resides within.;;;;;;;;;;;;;x
EVTDESCjedinstvo25_B;There is a couple of other travelers around, but they all look relatively local to the area. I walk over to the tomb, and look upon a simple mural of the hero on the wall. as well as a stele commemorating the deeds of the hero. It has been a long journey to get to [pilgrimage_destination.GetName], and I finally get to look upon the glorious burial site of  [pilgrimage_destination.province_hero.GetFirstNameWithNick].;;;;;;;;;;;;;x
EVTDESCjedinstvo25_C;The burial site is completely devoid of people, not a single soul to be seen. I look around for it, almost sure I am at the wrong place for a moment, and then I see the simple unmarked tomb. It looks overgrown and deserted, and I take some time to tidy the place up before I finally sit down in prayer to [Root.Religion.GetHighGodName]. It is almost like  [pilgrimage_destination.province_hero.GetFirstNameWithNick] is here with me.;;;;;;;;;;;;;x

EVTOPTAjedinstvo25;I will remember this moment for the rest of my life.;;;;;;;;;;;;;x
EVTOPTBjedinstvo25;Was... Was this it? What a disappointing end.;;;;;;;;;;;;;x
EVTOPTCjedinstvo25;What a journey it has been.;;;;;;;;;;;;;x

EVTDESCjedinstvo26;Your trip to the tomb has come to an end.;;;;;;;;;;;;;x
EVTOPTAjedinstvo26;It was a good journey...;;;;;;;;;;;;;x
PARTISAN_TITLE;Partisan;;;;;;;;;;;;;x
nick_neumoljiv;Neumoljiv;;;;;;;;;;;;;x
nick_pametan;Pemetan;;;;;;;;;;;;;x
nick_brzo;Brzo;;;;;;;;;;;;;x
nick_pravi_pomocnik;Pravi Pomocnik;;;;;;;;;;;;;x
nick_varalica;Varalica;;;;;;;;;;;;;x
nick_obilan;Obilan;;;;;;;;;;;;;x
nick_ljubazan;Ljubazan;;;;;;;;;;;;;x
nick_mekana;Mekana;;;;;;;;;;;;;x
nick_hrabar;Hrabar;;;;;;;;;;;;;x
nick_vuk;Vuk;;;;;;;;;;;;;x
nick_ora;Ora;;;;;;;;;;;;;x
nick_riba;Riba;;;;;;;;;;;;;x

EVTDESC_jedinstvo_27;Having decided to look into the Partisans of old for inspiration for our situations today, I should choose someone to model myself after, a true example of solidarity and brotherhood.;;;;;;;;;;;;;x
EVTDESC_jedinstvo_28;Having decided to look into the Partisans of old for inspiration for our situations today, I should choose someone to model myself after, a true example of solidarity and brotherhood.;;;;;;;;;;;;;x
EVTDESC_jedinstvo_29;Having decided to look into the Partisans of old for inspiration for our situations today, I should choose someone to model myself after, a true example of solidarity and brotherhood.;;;;;;;;;;;;;x
EVOTPA_jedinstvo_27; I will model myself after Rudi Cajavec.;;;;;;;;;;;;;x
TXT_jedinstvo_rudi_cajavec;Model yourself after the Flying Rudi;;;;;;;;;;;;;x
jedinstvo_rudi_cajavec;Rudi Cajavec;;;;;;;;;;;;;x
EVOTPB_jedinstvo_27; I will follow the example of Vlado Bagat.;;;;;;;;;;;;;x
TXT_jedinstvo_vlado_bagat;Model yourself after Vlado Bagat;;;;;;;;;;;;;x
jedinstvo_vlado_bagat;Vlado Bagat;;;;;;;;;;;;;x
EVOTPC_jedinstvo_27; I will model myself after Marija Bursac.;;;;;;;;;;;;;x
TXT_jedinstvo_marija_bursac;Model yourself after Marija Bursac;;;;;;;;;;;;;x
jedinstvo_marija_bursac;Marija Bursac;;;;;;;;;;;;;x
EVOTPD_jedinstvo_27;I want some more options...;;;;;;;;;;;;;x
EVOTPA_jedinstvo_28; I will follow the sacrifice of Boško Buha.;;;;;;;;;;;;;x
TXT_jedinstvo_bosko_buha;Model yourself after Boško Buha;;;;;;;;;;;;;x
jedinstvo_bosko_buha;Boško Buha;;;;;;;;;;;;;x
EVOTPB_jedinstvo_28; I will model myself after Lizika Jancar.;;;;;;;;;;;;;x
TXT_jedinstvo_lizika_jancar;Model yourself after Elizabeta Jancar;;;;;;;;;;;;;x
jedinstvo_lizika_jancar;Lizika Jancar;;;;;;;;;;;;;x
EVOTPC_jedinstvo_28; I will follow the trust of Blagoj Strackovski.;;;;;;;;;;;;;x
TXT_jedinstvo_blagoj_strackoviski;Model yourself after Blagoj Strackovski;;;;;;;;;;;;;x
jedinstvo_blagoj_strackoviski;Blagoj Strackovski;;;;;;;;;;;;;x
EVTOPTD_jedinstvo_28;I want some more options...;;;;;;;;;;;;;x
EVTOPTC_jedinstvo_29;I want some more options...;;;;;;;;;;;;;x
EVOTPA_jedinstvo_29;I will study the duty of Milutin.;;;;;;;;;;;;;x
TXT_jedinstvo_ivan_milutinovic;Model yourself after Ivan Milutinovic;;;;;;;;;;;;;x
jedinstvo_ivan_milutinovic;Ivan Milutinovic;;;;;;;;;;;;;x
EVOTPB_jedinstvo_29;I will study the resolve and bravery of Lepa Radic.;;;;;;;;;;;;;x
TXT_jedinstvo_lepa_radic;Model yourself after Svetozara;;;;;;;;;;;;;x
jedinstvo_lepa_radic;Lepa Radic;;;;;;;;;;;;;x
EVTOPTD_jedinstvo_29;I will ponder about this later...;;;;;;;;;;;;;x

partisan;Partisan;;;;;;;;;;;;;x
partisan_desc;This character lives in the collective memory of all the South Slavs as a true paragon of Bratsvo I jedinstvo.;;;;;;;;;;;;;x

CB_NAME_RECLAMATION;True-Liberation of [Title.GetBaseName];;;;;;;;;;;;;x
WAR_NAME_RECLAMATION;$ORDER$True-Liberation of [Title.GetBaseName];;;;;;;;;;;;;x
jedinstvo_reclamation_cb_desc;§Y[Root.GetTitledName]§! can start a war to oust the invaders from [Title.GetBaseName] and reclaim our Homes.;;;;;;;;;;;;;x

EVTNAME_jd_pilgrimage;Preparing to Travel;;;;;;;;;;;;;x
EVTDESC_jd_pilgrimage_prep;The time has come for you to make a holy trek to the glorious monuments of the Partisans, the Spomeniks. \n\nBut first, you must prepare for the journey.;;;;;;;;;;;;;x

EVTTITLE_SPOMENIK_SELECTION;Glorious Monuments of Old;;;;;;;;;;;;;x
EVTDESC_jd40;In the days of Old the followers of the warrior-poet Tito, are said to have been numerous, a bond forged by the shared brotherhood and knowledge to reach the collective divine. But with his departure to the divine, his followers slowly diverged from his precepts, the brotherhood they once shared frayed and in the chaos of the event many partisans bravely fought for what they believe was the clear and true path that Tito laid for them. These Spomeniks as they are called are the monuments to the struggles of those partisans who fought to maintain the teachings of Titos, it is left to us to learn from their sacrifice as we forge a new path to the collective divine.;;;;;;;;;;;;;x
EVTOPTA_SPOMENIK_SERBIA;Visit Mount Kosmaj in Serbia;;;;;;;;;;;;;x
EVTOPTB_SPOMENIK_CROATIA;Visit spomenik in Podgaric in Croatia;;;;;;;;;;;;;x
EVTOPTC_SPOMENIK_BOSNIA;Visit Vraca Memorial Park in Sarajevo;;;;;;;;;;;;;x
EVTOPTD_SPOMENIK_INDECISION;Look on other spomeniks...;;;;;;;;;;;;;x
EVTOPTE_SPOMENIK_SLOVENIA;Visit spomenik in Ljubljana;;;;;;;;;;;;;x
EVTOPTF_SPOMENIK_MONTENEGRO;Visit spomenik in Podgorica;;;;;;;;;;;;;x
EVTTITLE_jedinstvo_46;Mount Kosmaj;;;;;;;;;;;;;x
EVTDESC_jedinstvo_46;You climb Mount Kosmaj, the highest point near Belgrade in Serbia. Along the way, you pass three monasteries that survived the Event: Kastaljan, Pavlovac, and Tresije. Soon, you reach the summit and see the monument to which you made the pilgrimage. Its appearance is surprising and somewhat dreamlike. Before you lie five stone structures arranged in a circle, sometimes resembling wings, sometimes fins. You see in this the genius of the Partisans and Tito, a genius you don't understand. You kneel and meditate on the mystery of this monument in silence and concentration.;;;;;;;;;;;;;x
EVTTITLE_jedinstvo_42;Moslavina;;;;;;;;;;;;;x
EVTDESC_jedinstvo_42;You reach Podgariæ, an unassuming Croatian village. However, this isn't the destination, it's a spomenik called Moslavina, commemorating the Partisans who died as brothers-in-arms of the poet-warrior Tito. So you leave the village and head towards this monument. Along the way, you pass a multitude of ancient crypts where Tito's brothers and sisters are buried. As you pass through this series of tombs, you reach a spomenik that seems dreamlike to you, strangely surreal. This spomenik has two wings and a central eye. This building reminds you of nothing. You see in this the genius of the Partisans and Tito, a genius you don't understand. You kneel and meditate on the mystery of this monument in silence and concentration.;;;;;;;;;;;;;x
EVTTITLE_jedinstvo_43;Sarajevo;;;;;;;;;;;;;x
EVTDESC_jedinstvo_43;You reach Sarajevo, the capital of the Bosnian tribe. You wander the streets of this ancient city until you reach the Vraca Memorial Park, which the warrior-poet Tito built in memory of 10,000 martyrs murdered simultaneously by the Occupiers in a ritual sacrifice. You enter the park and sense that this park remembers both terrible and beautiful events. You walk deeper into it, passing the ruins of buildings along the way, until you reach the spomenik located here, a large boulder bearing the Marshal's likeness and an inscription, which, however, is no longer decipherable. This spomenik captivates you with its simplicity. You kneel before it and contemplate its simplicity.;;;;;;;;;;;;;x
EVTTITLE_jedinstvo_44;Ljubljana;;;;;;;;;;;;;x
EVTDESC_jedinstvo_44;You reach Ljubljana, the capital of the Slovene tribe. You traverse this ancient city, passing many buildings that recall the time when Tito lived and roamed the villages of Yugoslavia, preaching his noble teachings. Arriving near the old castle, you ascend the castle hill. Along the way, you pass a staircase leading nowhere (or perhaps it led somewhere, but God had already closed the door) and reach a spomenik, which stands just below the castle. It depicts three peasants, one with a club, and two with scythes. According to local legend, these are Tito's sons, but it is not generally accepted that he had any sons. You kneel before this spomenik, however, because while they may not have been Tito's biological sons, they were certainly spiritual sons, so you kneel and, in quiet contemplation, pay tribute to them.;;;;;;;;;;;;;x
EVTTITLE_jedinstvo_45;Podgorica;;;;;;;;;;;;;x
EVTDESC_jedinstvo_45;You reach Podgorica, the ancient city of the Montenegrin tribe. You pass crowded streets that still remember the dark ages before the poet Tito enlightened the poor with his verses. Soon you enter Gorica Park, passing the Church of St. George. A moment passes as you glimpse the first outlines of buildings in the distance, and then you descend the steps to see this shrine, essentially a small temple. However, its doors are locked, guarded by two stone men with hammers. Since you cannot enter this shrine, where the ashes of the Partisan martyrs rest, you kneel before the door and silently contemplate the mysteries of life and death.;;;;;;;;;;;;;x
EVTOPTA_jedinstvo_46;I'm glad I got here...;;;;;;;;;;;;;x
EVTDESCjedinstvo47;After a few days, you return from the site of the spomenik to your home. After this journey, your head is full of reflections and newly acquired experiences.;;;;;;;;;;;;;x

###########
warrior_lodge_jedinstvo;Dancers of Red Star;;;;;;;;;;;;;x
warrior_lodge_jedinstvo_desc;Long ago, when Yugoslavia was oppressed by the Occupiers, among Marshal Tito, a poet who encouraged the peasants with his poetry and a prophet who enlightened the quarreling, gathered the Star Dancers, dancers who danced with sword around a red star forged by Tito himself, practicing fencing while dancing. Today, there are imitators who also strive to achieve perfection in swordsmanship, to fight well and beautifully.;;;;;;;;;;;;;x
warrior_lodge_jedinstvo_rank_1_male;Regrut;;;;;;;;;;;;;x
warrior_lodge_jedinstvo_rank_2_male;Partizan;;;;;;;;;;;;;x
warrior_lodge_jedinstvo_rank_3_male;Heroj;;;;;;;;;;;;;x
warrior_lodge_jedinstvo_rank_4_male;Majstor Oštrica;;;;;;;;;;;;;x
warrior_lodge_jedinstvo_rank_1_female;Regrut;;;;;;;;;;;;;x
warrior_lodge_jedinstvo_rank_2_female;Partizan;;;;;;;;;;;;;x
warrior_lodge_jedinstvo_rank_3_female;Heroj;;;;;;;;;;;;;x
warrior_lodge_jedinstvo_rank_4_female;Majstor Oštrica;;;;;;;;;;;;;x
celebrate_feast_of_elena_of_montenegro;Celebrate the Feast of Elena;;;;;;;;;;;;;x
celebrate_feast_of_elena_of_montenegro_desc;The Feast of Princess Elena is a local holiday of Tito's followers in Montenegro. Princess Elena was the legendary daughter of a Montenegrin tribe who was married to the Holy Roman Emperor and supported him bravely as a good advisor, leading to the fall of the Austrian rule over half of Yugoslavia's tribes.;;;;;;;;;;;;;x
celebrate_feast_of_paulina_irby;Celebrate the Feast of Paulina Irby;;;;;;;;;;;;;x
celebrate_feast_of_paulina_irby_desc;The Feast of Paulina Irby is a local holiday of Tito's followers in Bosnia. Paulina Irby was a sage, philosopher, and poet from a distant land who came to Bosnia and enlightened it with the light of equality and the liberation from the prejudice of disunity.;;;;;;;;;;;;;x
celebrate_feast_of_milunka_savic;Celebrate the Feast of Milunka Savic;;;;;;;;;;;;;x
celebrate_feast_of_milunka_savic_desc;The Feast of Milunka Savic  is a local holiday of Tito's followers in Serbia. Milunka Savic was a brave warrior who, in the face of oppression by the occupiers, took up arms, inspired by God, and, alongside the warrior-poet Tito, defended the Yugoslav tribes from disunity. According to some accounts, she later became the eternal wife of Marshal-Poet Tito.;;;;;;;;;;;;;x
celebrate_feast_of_dora_pejacevic;Celebrate the Feast of Dora Pejacevic;;;;;;;;;;;;;x
celebrate_feast_of_dora_pejacevic_desc;The Feast of Dora Pejacevic is a local holiday of Tito's followers in Croatia. Dora Pejacevic was an ancient harpist whose singing made life easier for Croatian peasants oppressed by Habsburg tyranny.;;;;;;;;;;;;;x
celebrate_feast_of_bojc;Celebrate the Feast of Franja Bojc;;;;;;;;;;;;;x
celebrate_feast_of_bojc_desc;The Feast of Franja Bojc is a local holiday of Tito's followers in Slovenia. Franja Bojc was a great doctor who, alongside the Poet-Marshal Tito and his Partisans, fought against the occupiers, developing cures for many diseases that plagued the tribes oppressed by Yugoslavia's enemies.;;;;;;;;;;;;;x
celebrate_feast_of_tito;Celebrate the Day of Tito;;;;;;;;;;;;;x
celebrate_feast_of_tito_desc;The Feast of Tito is a celebration for those who venerate Tito's teachings but have not developed local traditions. Instead of celebrating local heroes, they focus on Master Tito, whom they consider the greatest genius the earth has ever known.;;;;;;;;;;;;;x
EVTNAME_britain.61;Procession;;;;;;;;;;;;;x
EVTDESC_jedinstvo_60A;Like every year, the Slovenian tribe celebrates the feast of Franja Bojc, a great pre-event physician who, with her medicines and herbs, sent many diseases into the depths of oblivion.;;;;;;;;;;;;;x
EVTDESC_jedinstvo_60B;Like every year, today the Croatian tribe celebrates the feast of Dora Pejacevic, the greatest musician of all time, who played songs with her harp that made life easier for the peasants oppressed by the Habsburgs until the arrival of Marshal-Poet Tito, who liberated and united the tribes of Yugoslavia.;;;;;;;;;;;;;x
EVTDESC_jedinstvo_60C;Like every year, the Montenegrin tribe celebrates the feast of Princess Elena, wife of the Roman Emperor, whose advice led to Rome's opposition to the Habsburg Empire and the defeat of these tyrants in the Great War.;;;;;;;;;;;;;x
EVTDESC_jedinstvo_60D;Like every year, the Serbian tribe celebrates today the feast of Milunka Savic, a Serbian warrior who, as the daughter of a Serbian tribe, became famous for fighting against the occupiers, becoming the first woman among the Partisans, and after defeating the occupiers and uniting the tribes of Yugoslavia, she became the wife of the warrior-poet Tito.;;;;;;;;;;;;;x
EVTDESC_jedinstvo_60E;Every year, the Bosnian tribe celebrates the feast of Paulina Irby, a pilgrim from an unknown land who, having arrived in the Bosnian settlements, taught the tribesmen and their wives and daughters to read and write, enlightening their minds and quenching their thirst for knowledge.;;;;;;;;;;;;;x
EVTDESC_jedinstvo_60F;Like every year, today your tribe celebrates the feast of Tito, the father of your life, who many years ago united the tribes of Yugoslavia and made them brotherly tribes in opposition to the plans of the occupiers.;;;;;;;;;;;;;x
EVTOPTA_jedinstvo_60;Enjoy and have fun;;;;;;;;;;;;;x
EVTDESC_jedinstvo_61A;The celebration begins. A solemn procession led by local hospital workers begins. They sing songs in honor of Franja Bojc, singing a long ballad about how she decided to join the Partisans, how she felt the urge to fight illness, and how, after Herculean efforts, she managed to eradicate many of the diseases that were decimating Yugoslav tribes. Soon, you reach the square, and people begin to merry. Tables appear, laden with food and drink, which everyone enjoys.;;;;;;;;;;;;;x
