#Bastille Day Localisations
###ÄNSI###
EVTDESC_greek_13;Fasting begins on the second day of the Mysteries. By order of the priests, all meat that cannot be preserved during the fast is ritually burned in the marketplace in honor of Demeter. You spend the entire day in the temple, singing hymns to Demeter and Persephone, and watching theater performances depicting various myths, not just those related to the goddess worshiped in the Mysteries. After a full day of fasting, you return hungry and enjoy a simple meal before bed.;;;;;;;;;;;;;x
EVTOPTA_greek_13;I'm terribly hungry...;;;;;;;;;;;;;x
EVTOPTB_greek_13;It's dark, Demeter won't see me eating more....;;;;;;;;;;;;;x
EVTNAME_greek_14;Eleusinian Mysteries: Third Day;;;;;;;;;;;;;x
EVTDESC_greek_14;The second and final day of fasting begins. Animal and material sacrifices are still being made in the marketplace and temples, and in the streets, choirs sing songs to women about Demeter and Persephone. You, on the other hand, continue to fast, although the next day the priests no longer frown upon eating two modest meals before evening. The day ends with the announcement of the fourth day, when the fast ends, and festivities and a grand feast begin in the marketplace, during which tables are said to be groaning with food. According to some priests, it's a good omen if one of the tables fails to support the weight of the food and is destroyed.;;;;;;;;;;;;;x
EVTOPTA_greek_14;Nice;;;;;;;;;;;;;x
EVTNAME_greek_15;Eleusinian Mysteries: Fourth Day;;;;;;;;;;;;;x
EVTDESC_greek_15;The fourth day of the mysteries begins – large tables are set in the market square, and you, as ruler of this land, take your place of honor around the priests. The people rejoice and feast with such vigor that servants quickly have to bring more food and drink to keep the table from emptying. A chorus of women, considered a gathering of the best local singers, sings a solemn song of joy about the meeting of Demeter and Persephone. Soon, the feast has dragged on for several hours. You return home, stuffed, feeling that eating anything more would make you vomit – a stark contrast to the previous two days.;;;;;;;;;;;;;x
EVTOPTA_greek_15;What tommorow?;;;;;;;;;;;;;x
EVTNAME_greek_16;Eleusinian Mysteries: Fifth Day;;;;;;;;;;;;;x
EVTDESC_greek_16;In the morning, the priests announce a grand procession to the local sanctuary. Many people gather for the procession, and you, as ruler of these lands, lead the procession, followed closely by the priests. During the pilgrimage, many sing joyful hymns to Demeter and Persephone, giving thanks for last year's harvest and praying for a good harvest this summer. After some time, you leave the city and arrive at the sanctuary walls. There, you pitch your tents, and the priests offer offerings on the temple steps. According to custom, tomorrow will be the culmination of the mysteries. During this time, the procession members sleep in tents in front of the sanctuary, while the priests pray inside, preparing the sanctuary for the next day.;;;;;;;;;;;;;x
EVTOPTA_greek_16;What tommorow?;;;;;;;;;;;;;x
EVTNAME_greek_17;Eleusinian Mysteries: Sixth Day;;;;;;;;;;;;;x
EVTDESC_greek_17;In the morning, the priests awaken the people camping outside the temple, including you. They joyfully announce the news, sad for many, that this is the last day of the mystery. The priests begin to sing a song of thanksgiving about a mother's love and the joy of having their lost daughter back. The people camping outside the sanctuary gather their tents and follow you inside. After a while, you gather inside; the hall miraculously accommodates you. Actors hired by the priests perform a play about Hades' abduction of Persephone, Demeter's search for her, the mother's determination of her daughter's fate, and the daughter's reunion after winter. After the play, the actors receive a fee from you and the priests, after which the priests hand out cups filled with a strange-looking and smelling liquid and order you to drink it.;;;;;;;;;;;;;x
EVTOPTA_greek_17;I drink it;;;;;;;;;;;;;x
EVTOPTB_greek_17;I refuse loudly;;;;;;;;;;;;;x
EVTOPTC_greek_17;I imitate drinking;;;;;;;;;;;;;x
EVTNAME_greek_18;Eleusinian Scandal;;;;;;;;;;;;;x
EVTDESC_greek_18;You refuse to drink the liquid offered to you and ostentatiously pour it out. This causes shock on the faces of everyone gathered. The priests are outraged and ask, "You're telling me you don't intend to look at the gods after drinking this liquid," claiming that why would the gods make their arrival contingent on drinking something? The indignant priest orders you to leave, which you do, leaving the shocked people behind.;;;;;;;;;;;;;x
EVTOPTA_greek_18;Goodbye folks;;;;;;;;;;;;;x
EVTNAME_greek_19;Eleusian Lie;;;;;;;;;;;;;x
EVTDESC_greek_19;You pretend to drink it, but the liquid ends up somewhere other than your body. After a moment, you see other people begin to howl in ecstasy and shout something incomprehensible. You stare at it, bewildered. The priests are shouting praises to the divine Demeter and her daughter. The man next to you is in a state of extreme euphoria, shouting that he sees his daughter next to Demeter. You are shocked by it all. After a while, when the people emerge from their ecstasy, the priest recites the ritual formula and makes the final animal sacrifice. You leave the sanctuary in a state of severe shock.;;;;;;;;;;;;;x
EVTOPTA_greek_19;Opium for the people;;;;;;;;;;;;;x
EVTNAME_greek_20;Vision;;;;;;;;;;;;;x
EVTDESC_greek_20;You drink the liquid. After a moment, you feel your body lose its temperature. Everything begins to take on vibrant colors, and time seems to stand still. You hear a voice and a great light blinds you. After a moment, you see her – Demeter, dressed in diamond robes and a golden crown, and on her right, Persephone, dressed in an equally beautiful gown, and on your left, Dionysus with his satyrs, singing songs of wine and feasts. You see many people around them, mostly the dead, who perished years ago in plagues or wars. You feel euphoria, you scream, calling out to familiar faces in the distance. After a moment, it all disappears, and you feel as if it's all over. The priest recites the final prayers, sacrifices an animal, and the people, along with you, leave the sanctuary, ending this year's mysteries.;;;;;;;;;;;;;x
EVTDESC_greek_21;You drink the liquid. After a moment, you feel your body lose its temperature. Everything begins to take on vibrant colors, and time seems to stand still. You hear a voice and a great light blinds you. After a moment, you see her – Demeter, dressed in diamond robes and a golden crown, and on her right, Persephone, dressed in an equally beautiful gown, and on her left, Dionysus and his satyrs, singing songs of wine and feasts. You see many people around them, mostly the dead, who perished years ago in plagues or wars. You feel euphoria, you scream, calling out to familiar people in the distance. After a moment, Demeter points at you and calls you…;;;;;;;;;;;;;x
EVTOPTA_greek_20;It is unforgettable...;;;;;;;;;;;;;x
EVTOPTA_greek_21;Goodbye fathers and sisters...;;;;;;;;;;;;;x
DEATH_DURING_MYSTERIA_DESC;was called to himself by Demeter and Persephone during the Eleusinian Mysteries.;;;;;;;;;;;;;x
DEATH_DATE_MYSTERIA_DESC;was called to himself by Demeter and Persephone during the Eleusinian Mysteries.;;;;;;;;;;;;;x
EVTNAME_greek_5;Restored Roman Empire on the East;;;;;;;;;;;;;x
EVTDESC_greek_5;It has happened! Today, after many days of fighting, something great was achieved – the rebirth of the Eastern Roman Empire, also known as the Byzantine Empire. Finally, after years of absence, it was announced in Constantinople that the crown of the eleven Constantines finally has a new owner – you. This is great news for the entire world, for what was never meant to return has returned.;;;;;;;;;;;;;x
EVTOPTA_greek_5;Nice;;;;;;;;;;;;;x
make_kourbania;Make a Kourbania;;;;;;;;;;;;;x
make_kourbania_desc;Among the worshippers of [Root.Religion.GetHighGodName], it was a custom to offer him an animal consecrated to him in front of the temple and to share its meat among themselves and the poor, asking that in return for the animal, [Root.Religion.GetHighGodName] would deign to bestow graces on the sacrificers.;;;;;;;;;;;;;x
EVTDESC_greek_22;As a follower of [Root.Religion.GetHighGodName], you've decided to sacrifice an animal to him in exchange for his favor. However, you must first purchase the animal so you can slaughter it in front of the temple with the help of your servants and perform the ancient ritual.;;;;;;;;;;;;;x 
EVTOPTA_greek_22;I will sacrifice a rooster;;;;;;;;;;;;;x
EVTOPTB_greek_22;My sacrafice will be a goat;;;;;;;;;;;;;x
EVTOPTC_greek_22;I will sacrafice donkey to the delight of [Root.Religion.GetHighGodName];;;;;;;;;;;;;x
EVTOPTD_greek_22;I will give a young heifer to [Root.Religion.GetHighGodName];;;;;;;;;;;;;x
EVTDESC_greek_23;You gather at the temple. Priest sprinkles your heifer and then your instruments with holy water, after which you make a sacrifice of the heifer. Then, according to custom, you divide its flesh into three parts: one for yourselves, one for the servants, and one for the poor. During this sacrifice, those gathered, along with the priest, sing hymns and prayers in honor of [Root.Religion.GetHighGodName].;;;;;;;;;;;;;x 
EVTOPTA_greek_23;[Root.Religion.GetHighGodName], listen me and us...;;;;;;;;;;;;;x
EVTDESC_greek_24;You gather at the temple. The priest sprinkles your heifer and then your instruments with holy water, after which you make a sacrifice of the donkey. Then, according to custom, you divide the meat into three parts: one for yourselves, one for the servants, and one for the poor. During this sacrifice, those gathered, along with the priest, sing hymns and prayers in honor of [Root.Religion.GetHighGodName].;;;;;;;;;;;;;x 
EVTDESC_greek_25;You gather at the temple. The priest sprinkles your heifer and then your instruments with holy water, after which you make a sacrifice of the goat. Then, according to custom, you divide the meat into three parts: one for yourselves, one for the servants, and one for the poor. During this sacrifice, those gathered, along with the priest, sing hymns and prayers in honor of [Root.Religion.GetHighGodName].;;;;;;;;;;;;;x 
EVTDESC_greek_26;You gather at the temple. The priest sprinkles your heifer and then your instruments with holy water, after which you make a sacrifice of the rooster. Then, according to custom, you divide the meat into three parts: one for yourselves, one for the servants, and one for the poor. During this sacrifice, those gathered, along with the priest, sing hymns and prayers in honor of [Root.Religion.GetHighGodName].;;;;;;;;;;;;;x 
temple_baron_neoplatonist;Filósofos;;;;;;;;;;;;;x
temple_baron_female_neoplatonist;Filósofos;;;;;;;;;;;;;x
temple_count_neoplatonist;Dáskalos;;;;;;;;;;;;;x
temple_count_female_neoplatonist;Dáskalos;;;;;;;;;;;;;x
temple_barony_of_neoplatonist;Temple of;;;;;;;;;x
temple_county_of_neoplatonist;Sanctuary of;;;;;;;;;x
temple_baron_nekromante;Hegumen;;;;;;;;;;;;;x
temple_count_nekromante;Archimandrite;;;;;;;;;;;;;x
temple_barony_of_nekromante;Monastery of;;;;;;;;;;;;;x
temple_county_of_nekromante;Monastic Land of;;;;;;;;;x
temple_barony_nekromante;Monastery;;;;;;;;;;;;;x
temple_county_nekromante;Monastic Land;;;;;;;;;x
temple_baron_neohellenic;Epískopos;;;;;;;;;;;;;x
temple_count_neohellenic;Mitropolítis;;;;;;;;;;;;;x
temple_duke_neohellenic;Archiepískopos;;;;;;;;;;;;;x
temple_king_neohellenic;Éxarchos;;;;;;;;;;;;;x
temple_emperor_neohellenic;Patriárchis;;;;;;;;;;;;;x
temple_barony_of_neohellenic;Episkopí of;;;;;;;;;;;;;x
temple_county_of_neohellenic;Mitrópoli of;;;;;;;;;x
temple_duchy_of_neohellenic;Archiepiskopí of;;;;;;;;;x
temple_kingdom_of_neohellenic;Exarchía of;;;;;;;;;x
temple_empire_of_neohellenic;Patriarchía of;;;;;;;;;x
temple_barony_neohellenic;Episkopí;;;;;;;;;;;;;x
temple_county_neohellenic;Mitrópoli;;;;;;;;;x
temple_duchy_neohellenic;Archiepiskopí;;;;;;;;;x
temple_kingdom_neohellenic;Exarchía;;;;;;;;;x
temple_empire_neohellenic;Patriarchía;;;;;;;;;x

temple_baron_allatist;Mufti;;;;;;;;;;;;;x
temple_count_allatist;Grand Mufti;;;;;;;;;;;;;x
temple_duke_allatist;Grand Mufti;;;;;;;;;;;;;x
temple_king_allatist;Grand Mufti;;;;;;;;;;;;;x
temple_emperor_allatist;Grand Mufti;;;;;;;;;;;;;x

temple_baron_female_allatist;Muftissa;;;;;;;;;;;;;x
temple_count_female_allatist;Grand Muftissa;;;;;;;;;;;;;x
temple_duke_female_allatist;Grand Muftissa;;;;;;;;;;;;;x
temple_king_female_allatist;Grand Muftissa;;;;;;;;;;;;;x
temple_emperor_female_allatist;Grand Muftissa;;;;;;;;;;;;;x

temple_barony_of_allatist;Mosque of;;;;;;;;;;;;;x
temple_barony_allatist;Mosque;;;;;;;;;;;;;x
temple_county_of_allatist;Theocracy of;;;;;;;;;x
temple_county_allatist;Theocracy;;;;;;;;;x
temple_duchy_of_allatist;Theocracy of;;;;;;;;;x
temple_duchy_allatist;Theocracy;;;;;;;;;x
temple_kingdom_of_allatist;Caliphate of;;;;;;;;;x
temple_kingdom_allatist;Caliphate;;;;;;;;;x
temple_empire_of_allatist;Caliphate of;;;;;;;;;x
temple_empire_allatist;Caliphate;;;;;;;;;x


EVTDESC_greek_11_neohellenic;The Eleusinian Mysteries are a major religious event formerly held in Eleusis, near Athens. They are held in honor of Saint Demeter and her daughter: Saint Persephone. As the organizer of this year's Mysteries, you order preparations for them.;;;;;;;;;;;;;x
EVTDESC_greek_12_neohellenic;Today begins the Eleusinian Mysteries. Priests announce this in the morning before the temples. The entire population soon gathers in one city, and chants in honor of Saint Demeter begin. One young man, chosen by the priests from among the people, recites a traditional song in honor of Demeter, praising her for the fertile soil of your lands. Then the people, and you with them, march to the nearest waters with a suckling pig for sacrifice. There, everyone bathes in water, and the priests clean the suckling pig, simultaneously singing of their desire to offer the best sacrifice to Christos-Dias and for his faithful servant: Saint Demeter. Afterward, you return to the city, where the priest sacrifices the suckling pig on the altar, praying to Saint Demeter for a bountiful harvest. Afterward, you return to your room, knowing that this is only the beginning of the mysteries.;;;;;;;;;;;;;xEVTDESC_greek_13_neohellenic;Fasting begins on the second day of the Mysteries. By order of the priests, all meat that cannot be preserved during the fast is ritually burned in the marketplace in honor of Demeter. You spend the entire day in the temple, singing hymns to Demeter and Persephone, and watching theater performances depicting various myths, not just those related to the goddess worshiped in the Mysteries. After a full day of fasting, you return hungry and enjoy a simple meal before bed.;;;;;;;;;;;;;x
EVTDESC_greek_13_neohellenic;Fasting begins on the second day of the Mysteries. By order of the priests, all meat that cannot be preserved during the fast is ritually burned in the marketplace in honor of Christos-Dias. You spend the entire day in the temple, singing hymns to Saint Demeter and Saint Persephone, and watching theater performances depicting various myths, not just those related to Demeter worshiped in the Mysteries. After a full day of fasting, you return hungry and enjoy a simple meal before bed.;;;;;;;;;;;;;x
EVTDESC_greek_14_neohellenic;The second and final day of fasting begins. Animal and material sacrifices are still being made in the marketplace and temples, and in the streets, choirs sing songs to women about Saint Demeter and Saint Persephone. You, on the other hand, continue to fast, although the next day the priests no longer frown upon eating two modest meals before evening. The day ends with the announcement of the fourth day, when the fast ends, and festivities and a grand feast begin in the marketplace, during which tables are said to be groaning with food. According to some priests, it's a good omen if one of the tables fails to support the weight of the food and is destroyed.;;;;;;;;;;;;;x
EVTDESC_greek_15_neohellenic;The fourth day of the mysteries begins – large tables are set in the market square, and you, as ruler of this land, take your place of honor around the priests. The people rejoice and feast with such vigor that servants quickly have to bring more food and drink to keep the table from emptying. A chorus of women, considered a gathering of the best local singers, sings a solemn song of joy about the meeting of Demeter and Persephone, after the latter's escape from the hands of the demonic Hades. Soon, the feast has dragged on for several hours. You return home, stuffed, feeling that eating anything more would make you vomit – a stark contrast to the previous two days.;;;;;;;;;;;;;x;;;;;;;;;;;;;x
EVTDESC_greek_16_neohellenic;In the morning, the priests announce a grand procession to the local sanctuary. Many people gather for the procession, and you, as ruler of these lands, lead the procession, followed closely by the priests. During the pilgrimage, many sing joyful hymns to Saint Demeter and Saint Persephone, giving thanks for last year's harvest and praying for a good harvest this summer. After some time, you leave the city and arrive at the sanctuary walls. There, you pitch your tents, and the priests offer offerings on the temple steps. According to custom, tomorrow will be the culmination of the mysteries. During this time, the procession members sleep in tents in front of the sanctuary, while the priests pray inside, preparing the sanctuary for the next day.;;;;;;;;;;;;;x
EVTDESC_greek_17_neohellenic;In the morning, the priests awaken the people camping outside the temple, including you. They joyfully announce the news, sad for many, that this is the last day of the mystery. The priests begin to sing a song of thanksgiving about a mother's love and the joy of having their lost daughter back. The people camping outside the sanctuary gather their tents and follow you inside. After a while, you gather inside; the hall miraculously accommodates you. Actors hired by the priests perform a play about Hades' abduction of Persephone, Demeter's search for her, and the daughter's reunion. After the play, the actors receive a fee from you and the priests, after which the priests hand out cups filled with a strange-looking and smelling liquid and order you to drink it.;;;;;;;;;;;;;x
EVTDESC_greek_19_neohellenic;You pretend to drink it, but the liquid ends up somewhere other than your body. After a moment, you see other people begin to howl in ecstasy and shout something incomprehensible. You stare at it, bewildered. The priests are shouting praises to the Saint Demeter and her daughter. The man next to you is in a state of extreme euphoria, shouting that he sees his daughter next to Saint Demeter. You are shocked by it all. After a while, when the people emerge from their ecstasy, the priest recites the ritual formula and makes the final animal sacrifice. You leave the sanctuary in a state of severe shock.;;;;;;;;;;;;;x
EVTDESC_greek_20_neohellenic;You drink the liquid. After a moment, you feel your body lose its temperature. Everything begins to take on vibrant colors, and time seems to stand still. You hear a voice and a great light blinds you. After a moment, you see her – Saint Demeter, dressed in diamond robes and a golden crown, and on her right, Saint Persephone, dressed in an equally beautiful gown, and on your left, Saint Konstantinos with his preaterians, singing songs about war and martyrhood. You see many people around them, mostly the dead, who perished years ago in plagues or wars. You feel euphoria, you scream, calling out to familiar faces in the distance. After a moment, it all disappears, and you feel as if it's all over. The priest recites the final prayers, sacrifices an animal, and the people, along with you, leave the sanctuary, ending this year's mysteries.;;;;;;;;;;;;;x
EVTDESC_greek_21_neohellenic;You drink the liquid. After a moment, you feel your body lose its temperature. Everything begins to take on vibrant colors, and time seems to stand still. You hear a voice and a great light blinds you. After a moment, you see her – Saint Demeter, dressed in diamond robes and a golden crown, and on her right, Saint Persephone, dressed in an equally beautiful gown, and on her left. You see many people around them, mostly the dead, who perished years ago in plagues or wars. You feel euphoria, you scream, calling out to familiar people in the distance. After a moment, Saint Demeter points at you and calls you…;;;;;;;;;;;;;x
legalize_dimitar_danielsin;Legalize Dimitar Danielsin;;;;;;;;;;;;;x
legalize_dimitar_danielsin_desc;Years ago, Prince Lazar Sratsimir, known by usurpers as Dimitar Danielsin, the alleged son of an unprincipled, bankrupt merchant from Silven, set out to claim his throne, ending his reign de jure on the gallows in Sofia. Now, as his descendant and rightful heir, you, as the King of Bulgaria, can clear his name and officially become a member and head of the Sratsimir family.;;;;;;;;;;;;;x
EVTDESC_greek_27;Today you issued an official proclamation, Prince Lazar Sratsimir survived and was not killed by his sister Anna as the official propaganda and the voice of chroniclers have said so far.;;;;;;;;;;;;;x
EVTOPTA_greek_27;Glory for House Sratsimir!;;;;;;;;;;;;;x
go_to_neohellenic_pilgrimage;Go on the Odyssey;;;;;;;;;;;;;x
go_to_neohellenic_pilgrimage_desc;Many years ago, the Neo-Hellenic peoples arose from the myth of Agios Odysseus, who, after defeating the Emperor's enemies in the form of the sinister Sultanate of Rum, embarked on the Odyssey. There, he spent many years in various regions of the Mediterranean, atonement for his sins by experiencing, at God's will, many quarrels. Returning after 10 years, he blessed his wife, Agios Penelope, for her fidelity to their marriage vows. As a Neo-Hellenic, you can continue this tradition and embark on your own Odyssey.;;;;;;;;;;;;;x
EVTTITLE_greek_28;Planning of the Odyssey;;;;;;;;;;;;;x
EVTDESC_greek_28;Among Christians, there are pilgrimages, among Neo-Hellenics, Odysseys. An Odyssey differs from a Pilgrimage not only in its nature but also in its purpose. The goal of a pilgrimage is penance, the goal of an Odyssey is glory and the acquisition of experience, while the religious goal is secondary. Today, you are faced with planning an Odyssey, your journey to a goal during which you will overcome successive adversities.;;;;;;;;;;;;;x
EVTOPTA_greek_28;Go to Rome or Alexandria;;;;;;;;;;;;;x
EVTOPTB_greek_28;Within the Greek world I will wander;;;;;;;;;;;;;x
EVTOPTC_greek_28;Give up on going to the Odyssey;;;;;;;;;;;;;x
EVTDESC_greek_29;Outside the Greek world, Neohellenics are dangerous. Neohellenics originate in Greece and are not a native faith of the much larger Italy or traditionally Muslim-Christian Egypt. These places, though important for their heritage of the unified Mediterranean and for carrying the Christos-Dias Sun far to the East, are less frequently visited by Neohellenics than Greek cities.;;;;;;;;;;;;;x
EVTOPTA_greek_29;Go to Rome;;;;;;;;;;;;;x
EVTOPTB_greek_29;Go to Alexandria;;;;;;;;;;;;;x
EVTDESC_greek_30;The Greek world is well known to Neo-Hellenics, who have always praised it as the homeland of all wisdom, philosophy, and courage. It was here that Christos-Dias clashed with the ancient, old gods, and here too, many saints were born, bringing light to the four corners of the world. Neo-Hellenics have three holy places here: Athens, where freedom was born, Constantinople, where strength was born, and the Monastery of Mount Athos, where pontificate and monastic practices were born. Choose your destination wisely.;;;;;;;;;;;;;x
EVTOPTA_greek_30;Go to Athens;;;;;;;;;;;;;x
EVTOPTB_greek_30;Go to Mount Athos;;;;;;;;;;;;;x
EVTOPTC_greek_30;Go to Constantinopole;;;;;;;;;;;;;x
EVTOPTD_greek_30;Maybe think about something else;;;;;;;;;;;;;x
EVTDESC_greek_31;Preparations completed, prayers offered by the priests for the success of your Odyssey, it is time to set off on your journey.;;;;;;;;;;;;;x
