#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;x
EVTDESCjane_event.15;You return to Veracruz — your sailors greet you with joy. It turns out that in your absence, they got into a conflict with gangs prowling the slums, which ended badly for the criminals. As a reward for weakening the city’s banditry, the governor gave them the best food in his storehouses and paid each of them the equivalent of three months’ wages in the imperial army. After thanking your sailors for their honorable conduct, your chaplain, at your request, celebrates a Mass of thanksgiving for the successful journey and the reduction of crime in Veracruz. Then, you slowly set sail from the city.;;;;;;;;;;;x
EVTOPTAjane_event.15;It’s time to return home;;;;;;;;;;;x
EVTNAMEjane_event.16;Storm;;;;;;;;;;;x
EVTDESCjane_event.16;As you sail toward Charleston, the capital of the legal successor to the American Empire, a storm forces you off course. Your ship heads north and only after many days do you make landfall. You don't know where you are, as you land in the wilderness. You decide to set up camp. Once you've established order in the camp, you assign tasks: one group goes hunting, another is sent to watch for ships, and yet another is tasked with chopping firewood. You yourself await further developments.;;;;;;;;;;;x
EVTOPTAjane_event.16;We'll see what happens.;;;;;;;;;;;x
EVTNAMEjane_event.17;Patrol;;;;;;;;;;;x
EVTDESCjane_event.17;After a few days, a group of riders arrives at your camp. After a brief conversation, it turns out they come from Washington and act under the authority of President Franklin Ironwrist. You decide to let them in. The delegates inform you that, by the President’s decree, docking outside of officially designated ports is currently forbidden and that you must pay a fine. To avoid trouble, you pay it, but you take the opportunity to ask the riders about the political reality of America. You learn that aside from the Holy Columbian Confederacy, there are also the Presidents who lead the Americanists and claim the title of successor to the American Empire. With this knowledge, you face a choice: either sail to a port under the President’s control or continue sailing north.;;;;;;;;;;;x
EVTOPTAjane_event.17;I will sail to the President’s port.;;;;;;;;;;;x
EVTOPTBjane_event.17;I will continue north.;;;;;;;;;;;x
EVTNAMEjane_event.18;Baltimore;;;;;;;;;;;x
EVTDESCjane_event.18;You arrive in Baltimore – your confessor tells you that, according to some chronicles he found, this place was once a Catholic archbishopric, lasting until the Event. Regardless of whether that's true, there's no trace of the archbishopric left. People in the streets are dressed differently than in Europe. When you go ashore, you speak with merchants and learn more about the Americanists – the Presidency is not just a system of governance, but also a religious structure. What surprises you most is the role of judges – they are not only adjudicators, but also explain history to the people. After court sessions, judges speak from pulpits about American history, the threat from occultists in the north, and the metal-worshippers in the west. Since heresies do not interest you, you decide not to linger near the courts but to head quickly to Washington.;;;;;;;;;;;x
EVTOPTAjane_event.18;The road ahead;;;;;;;;;;;x
EVTNAMEjane_event.19;Washington;;;;;;;;;;;x
EVTDESCjane_event.19;You arrive in Washington – from afar, you see the White House, just as you imagined it. The city is covered in banners depicting the flag of the former American Empire. As you pass through the gates, you decide to meet with someone educated – after taking advice from some local merchants, you visit a doctor. The doctor, an old man, asks where you are from, and when you tell him, he is quite surprised. You ask him to explain the situation in America. He tells you that for now, the country is divided and is a shadow of the former Empire. You are astonished when he tells you there is a man in St. Louis who claims to be the pope, and even more offended by the fact that his name is unworthy of papal dignity. When you ask about Utopia, the doctor just laughs and says you’re the first person he knows who takes it seriously. After your visit, you return to Baltimore.;;;;;;;;;;;x
EVTOPTAjane_event.19;Time to return;;;;;;;;;;;x
EVTNAMEjane_event.20;Return;;;;;;;;;;;x
EVTDESCjane_event.20;Your crew hoists the sails, and you can finally feel safe. Soon, Baltimore disappears from the horizon, and you are on your way back. You see the sailors longing for home, and you know that none of them will ever forget this journey. You thank God for allowing you to live through this great adventure.;;;;;;;;;;;x
EVTOPTAjane_event.20;Time to return;;;;;;;;;;;x
EVTNAMEjane_event.21;Northbound;;;;;;;;;;;x
EVTDESCjane_event.21;You sail north. Along the way, you pass New York from a distance – you recognize it by the large statue of a woman you can see in the distance. You pass many ships – some of the flags seem strangely familiar, while others are entirely foreign. The farther north you go, the colder it gets, and the boats you encounter grow more primitive. Soon, you see that the land ends – you decide to turn left and eventually enter a bay. One morning, an alarm wakes you – someone shouts: “The French! The French! They have lilies on their flags!”;;;;;;;;;;;x
EVTOPTAjane_event.21;This won’t be a boring day;;;;;;;;;;;x
EVTNAMEjane_event.22;The French;;;;;;;;;;;x
EVTDESCjane_event.22;Soon, the ''French'' ship is close enough. A soldier on board signals for your fleet to stop immediately. Not wanting trouble, you give the order to comply. Shortly after, one of their ships pulls alongside yours, and a woman in armor boards your ship, accompanied by two well-armed men. She speaks French, but luckily your confessor understands and serves as an interpreter. The woman introduces herself as a member of the Ursuline Order, acting under the orders of the Mother Superior of the Ursulines in Canada. You explain your situation and say that you are from England, and your confessor is in communion with the Bishop of Rome. The woman seems surprised and pleased. She asks you to sail to Quebec so that the priest may celebrate Mass in the chapel and provide pastoral care for the local people for a while. You agree and give the order to head for Quebec.;;;;;;;;;;;x
EVTOPTAjane_event.22;Okay;;;;;;;;;;;x
EVTNAMEjane_event.23;Enemy attack;;;;;;;;;;;x
EVTDESCjane_event.23;As you prepare to sail, a fleet appears on the horizon. The commander of the Ursuline fleet looks alarmed and begins issuing orders. Your confessor tells you that she is asking for your help in fighting the enemy fleet, which has recently gone to war with her order. You agree, order your sailors to arm the ship, and hide in your cabin, as it would be unseemly for a lady to fight in battle. As the battle begins, you hear the screams of the dying – suddenly a man storms into the cabin, clearly a brigand by appearance, and charges at you with a sword.;;;;;;;;;;;x
EVTOPTAjane_event.23;I'm too afraid to do anything;;;;;;;;;;;x
EVTOPTBjane_event.23;I reach for the candlestick;;;;;;;;;;;x
death_jane_tt;The attacker kills you;;;;;;;;;;;x
survive_jane_tt;You manage to kill the attacker.;;;;;;;;;;;x
EVTNAMEjane_event.24;Aftermath;;;;;;;;;;;x
EVTDESCjane_event.24;You kill the attacker – your entire outfit is drenched in blood. You stand up, and then sailors burst into the cabin. “Milady, forgive us – he got through,” they say. You nod and order them to keep fighting. You grab a sword, step out, and assess the situation. You see the Ursuline ships being set ablaze one by one. Then a sailor runs up and shouts: “Milady! That woman who commanded the French – she’s dead! The enemy commander speared her as she was surrendering!” Since your late husband once led men into battle, you know what the death of a commander means. You order a retreat eastward. After a brief clash with the enemy, you spot a breach in the enemy's encirclement and manage to escape with your fleet – though you lose three ships.;;;;;;;;;;;x
EVTOPTAjane_event.24;Thank God we managed to escape;;;;;;;;;;;x
EVTNAMEjane_event.25;Cold Lands;;;;;;;;;;;x
EVTDESCjane_event.25;You reach lands where it is cold. Snow is everywhere. You thank God, you bought some furs when you leaving Suffolk. The strongest men receive them and go hunting. They soon return with seals – their meat feeds you, and their skins clothe the rest who are freezing in the hold. Soon, you encounter wanderers – one of them recognizes your language and says you're in Greenland. Now you wonder what to do: return to Quebec or go home. After a moment’s thought, you know – you’re going home.;;;;;;;;;;;x
EVTOPTAjane_event.25;Sail to Suffolk;;;;;;;;;;;x
EVTNAMEjane_event.26;Return to Suffolk;;;;;;;;;;;x
EVTDESCjane_event.26;After many days, you return to Suffolk. Your lands have changed very little despite the time that has passed. As you set foot on English soil for the first time in a long while, you are greeted by your steward. He tells you that some in Parliament had already demanded you be declared dead and Suffolk handed over as inheritance but appropriate bill was blocked by a miracle. Soon afterward, you receive a letter from Lord Howard, who expresses his joy at your return. He notes that among the East Anglia burghers, the vast majority had bet you wouldn’t come back. Reportedly, only three individuals wagered their entire fortunes on your return: a half-mad bellringer from Norfolk, an old organist from the church where your sons are buried, and a Jewish fisherman from Cambridge. Now the East Anglian townsfolk will suffer serious losses, while these three—formerly nobodies in the social hierarchy—will become part of the nouveau riche elite.;;;;;;;;;;;x
EVTOPTAjane_event.26;There’s no place like home;;;;;;;;;;;x
EVTDESCjane_event.27;You spot a raft on the horizon. As you approach, you see two soldiers aboard. It turns out that ships of the Imperial Brazilian Navy, escorting a merchant vessel nearby, had a skirmish with pirates—and lost. These shipwrecked men are officers and will now join your company.;;;;;;;;;;;x
EVTOPTAjane_event.27;Okay;;;;;;;;;;;x
EVTDESCjane_event.28;Your ships are attacked by pirates.;;;;;;;;;;;x
EVTOPTAjane_event.28;We defend ourselves!;;;;;;;;;;;x
EVTDESCjane_event.29;You’ve managed to win the skirmish—the pirates were routed and you captured their ships. Your sailors cheerfully transferred their supplies into your holds, and you laid your hands on the treasures left behind by the pirates.;;;;;;;;;;;x
EVTOPTAjane_event.29;Hurray!;;;;;;;;;;;x
EVTDESCjane_event.30;Although it seemed you had the upper hand, the pirates used clever tactics. They launched fire ships at your fleet and initiated a boarding attack. Some of your sailors had to extinguish fires on the upper decks while the rest were being slaughtered by the pirates. You rush out of your cabin, and before you can grasp what’s happening, you’re struck by three arrows, tumble down the stairs, and bleed out as you catch a glimpse of your crew fighting for their lives.;;;;;;;;;;;x
EVTOPTAjane_event.30;I will die...?;;;;;;;;;;;x
jane_noats_bloodline;Blood of Jane Neots;;;;;;;;;;;x
jane_noats_bloodline_desc;This character is a descendant of Jane Neots — an English lady of Suffolk who, after losing her two sons, organized a successful expedition to America, effectively rediscovering it for England and earning her place in history as the only known female geographical explorer.;;;;;;;;;;;x
british_government;Royal Administration;;;;;;;;;;;x
british_government_desc;The Royal Administration System is based on old laws and acts of the British Crown, which make this system similar to feudalism despite differences with the elevated role of Parliament, tendencies towards isolationism from European affairs and the improved station of trade companies.;;;;;;;;;;;x
windsor_bloodline;Blood of the Windsors;;;;;;;;;;;x
windsor_bloodline_desc;This character claims to have Windsor blood in their veins, the blood of those who ruled Great Britain before the Event.;;;;;;;;;;;x
gov_british_state;British Imperial Crown;;;;;;;;;;;x
gov_british_vassal;Royal Administration;;;;;;;;;;;x
howard_bloodline;Blood of House Howard;;;;;;;;;;;x
howard_bloodline_desc;This character claims to have Howards blood in his veins, the blood of one of the oldest noble families in pre-event Britain famous for being one of the few Catholic peers.;;;;;;;;;;;x
windsors_crusher_bloodline;Blood of the Purple Poet;;;;;;;;;;;x
windsors_crusher_bloodline_desc;Blood of House Howard;;;;;;;;;;;x
stuart_bloodline;Blood of Stuarts;;;;;;;;;;;x
stuart_bloodline_desc;This character claims to have Stuart blood in his veins, the blood of those who ruled Scotland and England before the Event.;;;;;;;;;;;x
d_glorian;The Parliament;;;;;;;;;;;x
kate_parr_bloodline;Blood of Catherine Parr;;;;;;;;;;;x
kate_parr_bloodline_desc;This character claims to be direct descendant of Catherine Parr - last wife of legendary Henry VIII - tyranical king of England.;;;;;;;;;;;x
LORD_PROTECTOR;Lord Regent;;;;;;;;;;;x
LORD_PROTECTOR_FEM;Lady Regentness;;;;;;;;;;;x
nick_the_poet_of_the_albion;the Poet of the Albion;;;;;;;;;;;x
fitzspatstone_bloodline;FitzSpatstone Blood;;;;;;;;;;;x
fitzspatstone_bloodline_desc;This figure is a descendant of Edwin FitzSpatstone, Poet of Albion and first Lord Regent of the Kingdom of Britain. This leader is famous for overthrowing the Windsors and codifying the beliefs of the Glorians.;;;;;;;;;;;x
disallow_northern_authonomy;Dismantle Northern Authonomy;;;;;;;;;;;x
disallow_northern_authonomy_desc;The autonomy of Northern England under the Prince of York was a compromise reached during the reign of Lord Protector Aleister FitzSpatstone in 2526. After a series of wars in Northern England, an agreement was reached that granted Northern England, with its capital in York, broad autonomy under the nominal authority of the Lord Protector. This autonomy was sanctioned by the Compromise Act of 2527, which once again confirmed the North's broad autonomy. Today, when relations with the North are well established and the local elites are on our side, perhaps it is time to abolish this autonomy.;;;;;;;;;;;x
EVTNAME_britain_106;End of Yorkist Authonomy;;;;;;;;;;;x
EVTDESC_britain_106;The autonomy of Northern England under the Prince of York was a compromise reached during the reign of Lord Protector Aleister FitzSpatstone in 2526. After a series of wars in Northern England, an agreement was reached that granted Northern England, with its capital in York, broad autonomy under the nominal authority of the Lord Protector. This autonomy was sanctioned by the Compromise Act of 2527, which once again confirmed the North's extensive autonomy. Today, with relations with the North well-established and the local elites on our side, this autonomy has been abolished, and the Compromise Act of 1527 has become history – the territories of Northern England are now under the direct jurisdiction of the Lord Protector and the British Crown.;;;;;;;;;;;x
EVTOPTA_britain_106;Now, we can say goodbye to this old act;;;;;;;;;;;x
go_to_glorian_pilgrimage;Go on a pilgrimage;;;;;;;;;;;;;x
go_to_glorian_pilgrimage_desc;While pilgrimages are not as popular among the Virgin Queen's followers as they are among Christians, there are those who faithfully make pilgrimages to places associated with the Imperial Crown and its legacy. You, too, could be one of them.;;;;;;;;;;;;;x
EVTDESC_britain.107;I shall go to pilgrimage to seek Queen's grace in one of the holy places of british history.;;;;;;;;;;;;;x
EVTOPTA_britain.107;I will start making travel plans.;;;;;;;;;;;;;x
EVTNAME_britain.108;Pilgrimage;;;;;;;;;;;;;x
EVTDESC_britain.108;There are a number of diffrent holy places that you could visit on your pilgrimage. All of them are considered most sacred in our Queen's eyes, but a somewhat closed destination might mean a safer journey.;;;;;;;;;;;;;x
EVTOPTA_britain.108;I will visit London;;;;;;;;;;;;;x
EVTOPTB_britain.108;I will visit Oxford;;;;;;;;;;;;;x
EVTOPTC_britain.108;I will visit London or Oxford;;;;;;;;;;;;;x
EVTOPTD_britain.108;I will visit Calais, Glastonbury or Perth;;;;;;;;;;;;;x
EVTOPTE_britain.108;I will visit some less known city deserving for my time;;;;;;;;;;;;;x
EVTDESC_britain.109;I will visit Calais, Glastonbury or Perth;;;;;;;;;;;;;x
EVTOPTA_britain.109;My journey begins!;;;;;;;;;;;;;x
EVTDESC_britain_109_LONDON;My things are packed, everything is in order. I say goodbye to my estate and go to unforgotten pilgrimage to London - former capital of glorious British Empire.;;;;;;;;;;;;;x
EVTDESC_britain_109_OXFORD;My things are packed, everything is in order. I say goodbye to my estate and go to unforgotten pilgrimage to Oxford - city where spiritual salt of Virgin Queen's were produced.;;;;;;;;;;;;;x
EVTDESC_britain_109_GLASTONBURY;My things are packed, everything is in order. I say goodbye to my estate and go to unforgotten pilgrimage to Glastonbury Abbey - place where King Arthur were buried.;;;;;;;;;;;;;x
EVTDESC_britain_109_PERTH;My things are packed, everything is in order. I say goodbye to my estate and go to unforgotten pilgrimage to Perth - place where all kings of Scottish Land were crowned.;;;;;;;;;;;;;x
EVTDESC_britain_109_CALAIS;My things are packed, everything is in order. I say goodbye to my estate and go to unforgotten pilgrimage to Calais - last bastion of Her Majesty Kingdom in France.;;;;;;;;;;;;;x
EVTDESC_britain_109_LEICESTER;My things are packed, everything is in order. I say goodbye to my estate and go to unforgotten pilgrimage to Leicester and equally unforgotten place which is next to it: Bosworth.;;;;;;;;;;;;;x
EVTDESC_britain_109_STRATFORD;My things are packed, everything is in order. I say goodbye to my estate and go to unforgotten pilgrimage to Stratford, birthplace of William Shakespeare.;;;;;;;;;;;;;x
EVTDESC_britain_109_TILBURY;My things are packed, everything is in order. I say goodbye to my estate and go to unforgotten pilgrimage to Tilbury, the place where the Virgin Queen gave a memorable speech to her soldiers before fighting the Great Armada.;;;;;;;;;;;;;x
EVTNAME_LONDON;London;;;;;;;;;;;;;x
EVTNAME_OXFORD;Oxford;;;;;;;;;;;;;x
EVTNAME_PERTH;Perth;;;;;;;;;;;;;x
EVTNAME_GLASTONBURY;Glastonbury;;;;;;;;;;;;;x
EVTNAME_CALAIS;Calais;;;;;;;;;;;;;x
EVTNAME_LEICESTER;Leicester;;;;;;;;;;;;;x
EVTNAME_TILBURY;Tilbury;;;;;;;;;;;;;x
EVTNAME_STRATFORD;Stratford-upon-Avon;;;;;;;;;;;;;x
EVTDESC_britain_110_LONDON;You reach London, the ancient capital of the Virgin Queen's great empire. In the distance, you see Westminster Abbey—where the greatest ceremonies in all of Albion once took place. But you continue on, passing streets filled with merchants, travelers, and the people of London themselves. And on you go, you see the former Houses of Parliament in the distance—today it's a ruin, but perhaps one day the Virgin Queen will return and rebuild it herself, casting it once more in gold, silver, and platinum, to make it a more magnificent house than ever, capable of housing all of Parliament and all those whom the Queen most delights. Soon, you reach the ruins of Parliament—people like you are already gathering there, eager to pay their respects to the Pearl of Albion.;;;;;;;;;;;x
EVTDESC_britain_110_OXFORD;You reach Oxford, A monument to English culture and learning, the place where, many years ago, when London was threatened, Parliament met and enacted laws binding all of Albion. It was here that, over the years, great names and minds were forged to the glory of the Queen. You reach this city and see in the distance the old university—a forge of elites. You walk there, fight your way through crowds of locals, other pilgrims, and students, then reach the university and descend into the old university chapel to pay homage to the one to whom you made the pilgrimage.;;;;;;;;;;;x
EVTDESC_britain_110_GLASTONBURY;You arrive in Glastonbury, an old town near Somerset. This unassuming place for a foreigner is very important to the locals. You visit Glastonbury Priory, or rather its ruins. Among these ruins, you see countless candles lit by pilgrims and locals. Outsiders claim that one of England's kings destroyed this monastery centuries ago, but no devout follower of the Virgin Queen would ever believe it. Legends say that prayers were held here before the Event in honor of the Virgin Queen, and that the Knights of the Round Table swore allegiance to King Arthur, who was to be buried within the Abbey grounds. After visiting the old priory, you ascend to Glastonbury Tor, from where you can observe the entire town at a glance, just as the heroes of the Round Table did centuries ago.;;;;;;;;;;;x
EVTDESC_britain_110_PERTH;You arrive in Perth, an ancient Scottish city. The city looks beautiful from afar, but for a devout worshipper of the Virgin Queen, something else is important—something permanent, not fleeting like beauty. You pass the inhabitants of Perth and walk a long way until you reach Scone Palace, the coronation site of Scotland's kings. You pass other visitors who also wanted to visit this ancient complex—soon you reach the place where the Scots moved the stone—and so you stand before one of the corridors and see it, the sacred stone of Scone on which every Scottish king was crowned.;;;;;;;;;;;;;x
EVTDESC_britain_110_CALAIS;You reach Calais, city that for many years was a legacy of British genius and power, and one of the jewels of the British imperial crown. Although there are few traces of the Virgin Queen's former power left. In the distance, you see fishermen setting sail—who knows, perhaps they'll find debris from the crushed galleons of the demonic Great Armada, whose commanders were wizards and warriors of evil, who using their spells and illusionistic tricks, sought to kill the Virgin Queen and make Albion a living hell. But you don't wait for them to find anything—you head further, to the ruins of an ancient castle where the Queen's steward resided for many years, standing on the fringes of her vast empire, guarding the land of milk and water against the barbarians from the south and east, there to pay homage to him and your Queen.;;;;;;;;;;;x
