###ÄNSI###
###########Decisions#####################
EVTOPTA_budevent100;I will donate to the most pious Bhikkhu in the realm...;;;;;;;;;;;;;x
EVTOPTB_budevent100;I will build a magnificent stupa!;;;;;;;;;;;;;x
EVTOPTC_budevent100;This is a time of frugality and asceticism;;;;;;;;;;;;;x
budevent101_title;A Vow to Asceticism;;;;;;;;;;;;;x
budevent101_desc; The most pious Buddhists see the Month leading up to Vesak as a time of discipline and asceticism and some may choose to undertake a vegetarian fast in order to accrue merit and refrain from sensual pleasures, instead focusing on self-discipline and denial.;;;;;;;;;;;;;x
EVTOPTA_budevent101;I shall consider a fast...;;;;;;;;;;;;;x
EVTOPTB_budevent101;I shall not harm living conscience...;;;;;;;;;;;;;x
EVTOPTC_budevent101;I shall consider a different offering...;;;;;;;;;;;;;x
budevent102_desc;You are nearing the end of Fast as your health begins to waver, is your resolve strong enough? You contemplate to yourself has you made enough dedication as The Buddha had to achieve Enlightment? You contemplate quitting or sticking true and feeling as the Buddha did as he sat under the Bodhi Tree.;;;;;;;;;;;;;x
EVTOPTA_budevent102;This is too hard...;;;;;;;;;;;;;x
EVTOPTB_budevent102;I must pull through...;;;;;;;;;;;;;x
budevent103_desc;The Fasting Period has ended whether you partook or not in this ritual you feel invigorated as you prepare your realm to put on a grand display of majesty before the realm.;;;;;;;;;;;;;x
EVTOPTA_buddhist103;Let us enjoy the occasion.;;;;;;;;;;;;;x
budevent104_title;Preparations for the Parade;;;;;;;;;;;;;x
T_PREPARATIONS;On Vesak, the ruler frequently funds a parade on the day of Vesak. Elephants, dancers, musicians, and acrobats march through the streets behind a massive shrine of the Buddha atop the royal elephant all in celebration of that Buddha.;;;;;;;;;;;;;x
M_PREPARATIONS;On Buddha Day, the ruler frequently funds a grand parade during Buddha Day. The stately musicians and lion dancers march through the streets and along the rivers with the onlookers beholding a massive shrine of the Buddha atop an ornate float as the sounds of gongs announce the Buddhas Birth in this existence.;;;;;;;;;;;;;x
EVTOPTA_buddhist104;I shall fund a massive parade.;;;;;;;;;;;;;x
EVTOPTB_buddhist104;I shall fund a worthy parade.;;;;;;;;;;;;;x
budevent107_title;A Day to Remember...;;;;;;;;;;;;;x
budevent107_desc;The Day of Vesak has arrived. It was today, over three thousand years ago, that the Buddha Sakkamuni was born. On his birth the devas descended unto the world to pay homage to the future Buddha and the Sage Asita predicted that he would reject the path of the monarch and become the Buddha of this age. Fearing this, his father walled him up with all the pleasures of the world, but the Buddha did indeed leave and became enlightened under the Bodhi Tree exactly 35 years later, for the next 35 years, he lived in Nibbana before finally passing from this and all other world spheres in his Parinibba. It is for this reason we celebrate.;;;;;;;;;;;;;x
EVTOPT_minor_reverence_buddhist;Thus I have heard;;;;;;;;;;;;;x
budevent105_title;A Grand Display;;;;;;;;;;;;;x
T_MODEST_PARADE;A massive elephant walks down the main thoroughfare, followed by a small legion of acrobats and dancers while musicians play devotional songs. The mood is raucous, perhaps too much for such an occasion say some of the more conservative monks, but the people are overjoyed by the splendor. Regardless of the appropriateness of the mood, it is clear that people are remembering the Buddha on this day.;;;;;;;;;;;;;x
M_MODEST_PARADE;As the procession walks down the main thoroughfare, a fierce display of lion dancers move between the beating percussions as musicians recite devotional songs. The mood is raucous, perhaps too much for such an occasion say some of the more conservative monks, but the people are overjoyed by the splendor. Regardless of the appropriateness of the mood, it is clear that people are remembering the Buddha on this day.;;;;;;;;;;;;;x
T_LARGE_PARADE;The royal elephant, decorated in paints and clad in the finest silks, marches down the streets bearing a shrine with a gold Buddha inside for all to see. Behind him acrobats and dancers move through the streets elegantly, their costumes twisting and billowing as they move. Behind them fire-eaters and jugglers amaze the crowd with their skills. A sweet smell of incense comes from the Bhikkhus who bear yet another shrine while they chant suttas and charms in time with a bell. The onlookers pay respect as the Bhikkhus pass, some bowing and others kneeling further while chanting along. The spectacle is immense, yet respectful, and the people are invigorated with the love of the Dhamma.;;;;;;;;;;;;;x
M_LARGE_PARADE;The float, decorated in the finest crimson paint and clad in the finest silks, sits a lacquer shrine for which the gleaming gold Buddha inside beckons for all to see. Behind him a myriad of dragon and lion dancers move through the streets gracefully, their display twisting and billowing to the racauous percussions. On the float dedicated monks of the pagoda are seen washing the statue of the Buddha before placing delicate lotus buds before his feet. The Display of which caused some onlookers to weep in reverence. A sweet smell of incense comes from the Bhikkhus who bear yet another shrine while they chant suttas and charms in time with a bell. The onlookers pay respect as the Bhikkhus pass, some bowing and others kneeling further while chanting along. The spectacle is immense, yet respectful, and the people are invigorated with the love of the Dhamma.;;;;;;;;;;;;;x
budevent108_title;A Wise Man...;;;;;;;;;;;;;x
budevent108_desc;As the initial festivities come to a close, the people gather at temples to listen to the Bhikkhus who chant Suttas for the merit of all listening. A storyteller-Bhikkhu begins to narrate a Jataka on the edge of the temple for the amusement of all, embellishing and gesticulating to enhance the story.;;;;;;;;;;;;;x
EVTOPTA_budevent108;Perhaps this story I have yet heard...;;;;;;;;;;;;;x
EVTOPTB_budevent108;I've heard this many times...;;;;;;;;;;;;;x
budevent109_title;Silanisama Jataka;;;;;;;;;;;;;x
budevent109_desc;As you move closer, the Bhikkhu begins to narrate the Silanisama Jataka, The Tale of the Good Friend. "Eons ago, during the time of the Buddha Kassapa, there was a pious lay disciple who embarked on a journey with his wealthy friend," he begins. As he narrates the story he embellishes it, adding jokes and quips to the performance and putting on voices for the barber before reaching their ship sinking and them being marooned."It was at that time that the Barber killed a fowl and offered some to the layman who said ‘all I need is the triple gem’ and began to meditate...;;;;;;;;;;;;;x
budevent113_desc;As he did so a great King of Nagas appeared before them," he raises his arms and puffs himself up in mock imitation of the spirit. He narrates how the Naga transformed himself into a ship and how a Sea Spirit was captain, but refused the rich man entry as he was not a follower of the path, to which the disciple replied "the fruits of my practice, I give them all to him." The Sea Spirit nodded and took them both home. "Keep company of the wise and pious, that is the teaching of the Buddha," finishes the story-teller.;;;;;;;;;;;;;x
budevent110_title;Vessantara Jataka;;;;;;;;;;;;;x
budevent110_desc;As you approach, you hear the Bhikkhu begin the Vessantara Jataka, the Tale of Prince Vessantara. "Eons ago, during the reign of Sivi in Jetuttara in the kingdom of Sivi, the Buddha Vipassi arose in the world.  During this time, a there was born a girl called Phusati…" He narrated the death and fortunate rebirth of Phusati, her marriage to the prince of Sivi, and the birth of her son, Vessantara, a past incarnation of the Buddha.  The crowd begins to cheer at the mention of Vessantara. The Bhikkhu regales the crowd with tales of Vessantara’s generosity and makes jokes along the way, using voices and gestures with much aplomb.;;;;;;;;;;;;;x
budevent114_desc;He then reaches the Boddhisatta’s marriage and children, his deeds as prince, and then, to the crowd’s horror and anticipation, his exile. He delights the crowd with his characters as Vessantara gives away his remaining possessions, children, and finally his wife, then the crowd cheers as the Devas spirit them away to the heavens before finally they are triumphantly reunited upon Vessantara’s return to the kingdom and how he reigned for many years before finally taking his penultimate birth in Tushita Heaven. "Though gifts drove him into exile, the merit he acquired was by far the greater gift, this is the teaching of the Buddha.";;;;;;;;;;;;;x
budevent111_title;Vidurapandita Jataka;;;;;;;;;;;;;x
budevent111_desc;As you make you way to the Bhikkhu, he begins the Vidurapandita Jataka, the Tale of the Wise Sage. "Many Ages ago, when King Dhanañjaya was reigning in Kuru, he had a wise minister by the name of Vidurapandita…" With great skill and comic sensibility, he narrates the wit of Vidurapandita before telling of the debate of the Garuda King, the Deva king, the Naga King and King Dhanañjaya over who was most virtuous, how the Garuda was restrained, the Deva chaste, the Naga gentle, and Dhanañjaya austere. Then how Vidurapandita was summoned and judged their virtues equal. The tale then took a turn for the dramatic as the Queen of the Nagas desired to hear from Vidurapandita, but knowing her husband was too mild to request he be brought before him, feigned illness saying "The only cure is the heart of Vidurapandita." Distressed, the Naga king sent his daughter to find a way to receive it.;;;;;;;;;;;;;x
budevent115_desc;The Bhikkhu dropped into a low tone, almost whispering, as he got to the part where the Naga princess plotted with the Yakkha Prince on how they would steal away Vidurapandita in a game of dice and how finally the Yakkha prince received him. Then, just before the Yakkha prince killed him, Vidurapandita recognized that the heart of a sage was his wisdom and that the Naga queen only wanted him to preach! The crowd laughed at the revelation and cheered as he returned to Dhanañjaya. "Not just in his life as the Buddha, but also in previous lives did he show his mastery of wit, this is the teaching of the Buddha.";;;;;;;;;;;;;x
EVTOPT_wise_words_buddhist;Evam me Suttam!;;;;;;;;;;;;;x
budevent112_title;A Resolute End...;;;;;;;;;;;;;x
V_LANTERN_SHOW;As dusk falls over the city, a thousand lamps of every color and shape are lit, some displayed in such a way as to make images in honor of the Buddha. The festivities continue long into the night under the light of the lamps and the full moon.  You see people dancing and singing, monks chanting and meditating, sages and rishis preaching, and yet others resting.  As you finally drift off to sleep, you contemplate your own austerities.;;;;;;;;;;;;;x
LANTERN_SHOW;As dusk falls over the city, a thousand lamps of every color and shape are lit, some displayed in such a way as to make images in honor of the Buddha. The festivities continue long into the night under the light of the lamps and the full moon.  You see people dancing and singing, monks chanting and meditating, sages and rishis preaching, and yet others resting.  As you finally drift off to sleep, you think back on the Buddha and his deeds, contemplating the power of virtue.;;;;;;;;;;;;;x
EVTOPTA_budevent112;I have accrued enough merits...;;;;;;;;;;;;;x
EVTOPTB_budevent112;...But I could yet accrue more;;;;;;;;;;;;;x
EVTOPTC_budevent112;It was a good day...;;;;;;;;;;;;;x

#Terma Expedition
EVTNAME_terma_describe;The Earthly Realm;;;;;;;;;;;;;x
EVTDESC_terma_describe;It is said that all over the Earthly Realm powerful tantric artifacts known as Earth-Terma lay in wait and according to tradition contain "hidden treasures" of understanding that many of the Rime Faith strive to find. These artifacts come in many forms: ritual objects, sacred texts and simply magical objects left behind by those that walk before us. While the event has sundered the world from the old connections some hold out hope that some of these relics hold those secrets within...\n\nAcquiring such Earth-Terma will not only bring me great renown and prestige, it is the sacred duty of all adherences of the Rime Movement.;;;;;;;;;;;;x
EVTOPT_terma_describe;Hmmm, where will I find well-preserved terma?;;;;;;;;;;;;x
EVTDESC_terma_choosesite;You check the maps, and have located several potential expedition sites in the province of [From.GetName]. The people of [From.GetName] follow the [From.Religion.GetName] faith, and are culturally [From.Culture.GetName].\n\nProvinces populated by the ignorant are more likely to contain items of spiritual significance, since they do not have the traditions of terma.;;;;;;;;;;;;x
EVTDESC_terma_choosesite_accept;That will be my destination.;;;;;;;;;;;;x
EVTDESC_terma_choosesite_reject;That province is unacceptable.;;;;;;;;;;;;x
EVTDESC_terma_prepare;Before leaving on your Terma Expedition to [From.GetName], it would be wise to make preparations.;;;;;;;;;;;;x
EVTOPT_terma_prepare_start;Set out with your men.;;;;;;;;;;;;x
EVTOPT_terma_prepare_research;Consult the masters for good terma locations.;;;;;;;;;;;;x
EVTOPT_terma_prepare_warband;Assemble a battle-hardened warband to accompany you.;;;;;;;;;;;;x
EVTOPT_terma_prepare_envoys;Send envoys ahead to smooth your travels.;;;;;;;;;;;;x
EVTNAME_terma_unfriendly;Unfriendly Locals;;;;;;;;;;;;;x
EVTDESC_terma_unfriendly;You arrive in [From.GetName], and many of the local residents are distrustful or outright hostile towards you and your men. You notice them amuleting you surreptitiously and talking amongst themselves, and have a difficult time finding a place to rest.;;;;;;;;;;;;x
EVTOPT_terma_unfriendly_ignore;Ignore them.;;;;;;;;;;;;x
EVTOPT_terma_unfriendly_warband;We're well armed, they won't risk attacking us.;;;;;;;;;;;;x
EVTOPT_terma_unfriendly_envoys;My envoys have arranged for reliquary passage.;;;;;;;;;;;;x
EVTOPT_terma_unfriendly_intrigue;Try to keep a low profile.;;;;;;;;;;;;x
EVTDESC_terma_provowner;Other Terma Specialists from a nearby realm are attempting to retrieve the Earth-Terma from your lands in [Root.GetName]. Their presence seems to be drawing the ire of the local [Root.Religion.GetName] population, who are preparing for a confrontation with them.;;;;;;;;;;;;x
EVTOPT_terma_provowner_violence;Let the locals drive them away.;;;;;;;;;;;;x
EVTOPT_terma_provowner_peaceful;We must avoid bloodshed.;;;;;;;;;;;;x
EVTDESC_terma_peaceful;Mixed among the local residents in [From.GetName], you see the occasional soldier wearing the colors of [From.Holder.GetTitledFirstName]. Fortunately, the soldiers seem to be ensuring that order is maintained and the locals allow you to pass without conflict.;;;;;;;;;;;;x
EVTNAME_terma_violence;Hostile Locals;;;;;;;;;;;;;x
EVTDESC_terma_violence;Your continued presence in [From.GetName] has drawn the ire of the local peasantry, and you are now confronted by a disorganized mob of angry villagers. They may not be well armed, and they're certainly not well trained...\n\n...but there are a lot of them.;;;;;;;;;;;;x
EVTOPT_terma_violence_flee;We should turn back.;;;;;;;;;;;;x
TXT_terma_flee;Your Terma Expedition is over.;;;;;;;;;;;;x
TXT_terma_continue;Your Terma Expedition continues.;;;;;;;;;;;;x
EVTOPT_terma_violence_fight;We can fight our way through!;;;;;;;;;;;;x
EVTOPT_terma_violence_fightwarband;They'll back down from a vulgar display of power!;;;;;;;;;;;;x
EVTOPT_terma_violence_bribe;Peasants like silver, right?;;;;;;;;;;;;x
EVTNAME_terma_drivenout;Driven from [From.From.GetName];;;;;;;;;;;;x
EVTDESC_terma_drivenout;Hordes of angry local villagers have driven you from their lands, ending your Terma Expedition. If it makes you feel better, tell yourself you left to avoid shedding THEIR blood.;;;;;;;;;;;;x
EVTNAME_terma_agent;Competing Terma Specialist;;;;;;;;;;;;;x
EVTDESC_terma_agent;During your expedition to [From.GetName], you encounter an agent of an unknown lord who shares your faith. He appears to be scouting new terma sites for his master, in direct competition with you!;;;;;;;;;;;;x
EVTOPT_terma_agent;May the best Terma Specialist win!;;;;;;;;;;;;x
EVTOPT_terma_agent_research;Direct him to a promising site nearby.;;;;;;;;;;;;x
EVTOPT_terma_agent_intrigue;Make him disappear.;;;;;;;;;;;;x
EVTNAME_terma_collapse;Collapse!;;;;;;;;;;;;x
EVTDESC_terma_collapse;You hoped the wooden reinforcement beams would be enough, but one of them slipped. The centuries have not been kind to the crumbling stone and supports, and the whole unstable mess is coming down around you!;;;;;;;;;;;;x
EVTOPT_terma_collapse_flee;Run for it!;;;;;;;;;;;;x
EVTOPT_terma_collapse_brave;I won't let debris stand in my way!;;;;;;;;;;;;x
EVTOPT_terma_collapse_plan;I planned for this risk.;;;;;;;;;;;;x
recent_terma;Recent Terma;;;;;;;;;;;;;x
recent_terma_desc;This character has recently gone on a Terma Expedition.;;;;;;;;;;;;x
preparing_expedition;Preparing Expedition;;;;;;;;;;;;;x
preparing_expedition_desc;This character is preparing to go on a Terma Expedition.;;;;;;;;;;;;x
EVTNAME_terma_value;Terma in [From.GetName];;;;;;;;;;;;x
EVTDESC_terma_worthless;Your expedition has turned up very little valuable terma. You have explored many ruined buildings, and everywhere you look you find the ruins picked clean.;;;;;;;;;;;;x
EVTOPT_terma_worthless;Disappointing.;;;;;;;;;;;;x
EVTOPT_terma_worthless_compete;Someone has been here before me...;;;;;;;;;;;;x
EVTOPT_terma_worthless_research;There is another site nearby we could check.;;;;;;;;;;;;x
EVTDESC_terma_moderate;Your expedition has turned up a few items of useful terma. In the ruined buildings and tunnels you have uncovered several artifacts, though you have not yet found the kind of major prize you were hoping for.;;;;;;;;;;;;x
EVTOPT_terma_moderate;At least I found something.;;;;;;;;;;;;x
EVTOPT_terma_moderate_research;Hawk these trinkets, I know of another site.;;;;;;;;;;;;x
EVTDESC_terma_reliquary;Your men have discovered a large metal box beneath the ruins of a long-forgotten structure in [From.GetName]. The strongbox is corroded but still intact. Who knows what mystical relics of Old are sealed within it?;;;;;;;;;;;;x
EVTOPT_terma_reliquary;I'll know soon, crack it open!;;;;;;;;;;;;x
EVTOPT_terma_reliquary_patient;Have your tinker open it carefully.;;;;;;;;;;;;x
EVTNAME_terma_item;Terma;;;;;;;;;;;;;x
