EVTDESC_genesian_10;You're strolling at night near the Dôme des Invalides, where the Emperor is said to be buried: an important figure in the Jacobin faith, but also among your own people. Suddenly, in the distance, you see a few lit candles near the church. It's a dark night, and at such a time, there are no processions, so you're surprised. You get closer and recognize the people carrying candles: they're your own people, who have also gone on pilgrimage. Some stand, some kneel, and together they sing hymns to Napoleon, who, with the will of the Spirit of History, marched against the demonic Tsarism years ago to liberate the Russian peasants from its oppression, and yet he lost cruelly.;;;;;;;;;x
EVTOPTA_genesian_10;Join them and sing with them;;;;;;;;;x
EVTOPTB_genesian_10;I am not participating in this comedy...;;;;;;;;;x
EVTNAME_genesian_11;Old Legend;;;;;;;;;x
EVTDESC_genesian_11;In your Parisian lodgings, you recall an old story someone once told you as a child. Before the Event, there lived a wealthy merchant who went on business to Paris to escape his feelings and love. In that city, he met Geist, who, as the priests of your faith say, was a charlatan and black magician. This Geist wanted to possess him with a vision of rationalism, a glass, and an eye, and gave him a medallion to do so, but it was given to the merchant's beloved and destroyed by her, thus destroying the demonic scientism in the heart of the enamored merchant.;;;;;;;;;x
EVTOPTA_genesian_11;Pious and good history for every noble heart...;;;;;;;;;x
EVTOPTB_genesian_11;Perhaps Geist was truly a dispeller of illusions, not a black magician...;;;;;;;;;x
EVTNAME_genesian_12;Old faiths;;;;;;;;;x
EVTDESC_genesian_12;Walking the streets of Paris, you ponder matters of faith. Seeing the buildings of Paris, you see not only the pre-event effects of the Revolution, but also old temples and synagogues. You wonder if Genesian philosophy isn't inherently empty, and if the people who frequented those temples centuries ago weren't more right than you. After all, you, like many Christians, venerate the Mother of God, and some sources call Jews "elder brothers in faith.";;;;;;;;;x
EVTOPTA_genesian_12;Stuping thinking, Slowacki was a great philosopher;;;;;;;;;x
EVTOPTB_genesian_12;Maybe Christians are right...;;;;;;;;;x
EVTOPTC_genesian_12;Maybe Jews are right...;;;;;;;;;x
EVTNAME_genesian_13;Montmartre;;;;;;;;;x
EVTDESC_genesian_13;You reach the Montmartre Cemetery, the cemetery where Slowacki was once buried. You don't know the exact location of his grave, but you know that the remains of other bards, unknown by name, whose names were buried by the Event, are also here. An old man points out the part of the cemetery you're looking for, the oldest part. You go there and sit on a bench to gaze at the old graves and contemplate the questions of life and death, hoping that the souls of long-dead people will support you there.;;;;;;;;;x
EVTOPTA_genesian_13;Sacret cementary, sacred place of nature...;;;;;;;;;x
EVTDESC_genesian_14;After a few days in Paris, you set off on your return journey.;;;;;;;;;x
EVTOPTA_genesian_14;It is time to return to my home...;;;;;;;;;x
EVTDESC_genesian_15;You finally arrive home. You feel that, despite everything, this pilgrimage has done you much good.;;;;;;;;;x
EVTOPTA_genesian_15;Nice;;;;;;;;;x
read_bards;Read Bard's Writings;;;;;;;;;x
read_bards_desc;Polish, German, Russian, and even English bards left behind numerous writings faithfully recording ancient events and teachings considered universal by the Genesians. Reading them can stimulate reflection on the truths of life and death.;;;;;;;;;x
EVTDESC_genesian_16;There were many bards from all countries of the world, and you can only begin reading the book from the pen of one of them.;;;;;;;;;x
EVTOPTA_genesian_16;Read the work of Slowacki, the best philosophers;;;;;;;;;x
EVTOPTB_genesian_16;Read the work of Mickiewicz, the Lithuanian poet;;;;;;;;;x
EVTOPTC_genesian_16;Read Goethe's work;;;;;;;;;x
EVTOPTA_genesian_17;Read something from the writings of the Brothers Grimm;;;;;;;;;x
EVTOPTB_genesian_17;Choose a book by Victor Hugo;;;;;;;;;x
EVTOPTC_genesian_17;Reach for Balzac's La Comédie humaine;;;;;;;;;x
EVTOPTA_genesian_18;Read into Dostoyevsky;;;;;;;;;x
EVTOPTB_genesian_18;Listen to the voice of Byron, the voice of Albion in Hellas;;;;;;;;;x
EVTOPTC_genesian_18;Read John Keats' poetry;;;;;;;;;x
EVTOPTA_genesian_19;Something from Pushkin would be a good read;;;;;;;;;x
EVTOPTB_genesian_19;The works of Kazimierz Tetmajer will be a great choice;;;;;;;;;x
EVTOPTC_genesian_19;Reach for the classic, Herbert;;;;;;;;;x
EVTOPTD_genesian_16;Look at other bards;;;;;;;;;x
EVTNAME_genesian_20;Opening the book;;;;;;;;;x
EVTOPTA_genesian_20;I hope I will learn something from this;;;;;;;;;x
EVTDESC_genesian_21;You managed to read the entire piece and feel that it brought you many benefits. You deepened your intellectual development and discerned the author's hidden message.;;;;;;;;;x
EVTOPTA_genesian_21;Nice;;;;;;;;;x
EVTDESC_genesian_22;You managed to read the entire piece and feel that it brought you some benefit. You managed to deepen your thinking in some way, though not in a spectacular way.;;;;;;;;;x
EVTOPTA_genesian_22;It can be;;;;;;;;;x
EVTDESC_genesian_23;You managed to read the entire piece, but unfortunately, it didn't yield much of an impact. After turning the last page, you're left wondering what the piece was about or what the author was trying to say.;;;;;;;;;x
EVTOPTA_genesian_23;Oh no!;;;;;;;;;x
EVTDESC_genesian_20_herbert;You've managed to find some writing in the library by Herbert, a somewhat mysterious poet from before the Event, who wrote extensively about the mysterious Mr. Cogito, who experienced various events that revealed philosophical truths to readers. You suspect that the text before you is highly metaphorical and philosophical.;;;;;;;;;x
EVTDESC_genesian_20_tetmajer;You've managed to find some writing in the library by Kazimierz Tetmajer: a Polish highland poet who spent his life hiking in the mountains and immortalizing the views with his poetry. The bard was unparalleled in his descriptions of nature. You surmise that the writing you hold in your hands is about nature, the nature of the mountains where Tetmajer wandered centuries ago.;;;;;;;;;x
EVTDESC_genesian_20_dostoyevsky;You managed to find some writing in the library by Dostoevsky, a Russian bourgeois imprisoned by the demonic Tsar and, after his release, living under their thumb. Although Dostoevsky seemed loyal to the Tsar and was not a model bard, the Genesians believe his works contained values ??that are universal to them as well. You suspect that the work you received pertains to precisely such values.;;;;;;;;;x
EVTDESC_genesian_20_byron;You've managed to find some writing in the library by Lord Byron, an English aristocrat who wandered the world and ended up in Greece, where he inspired the Greeks to fight against their Turkish oppressors. The poet himself fought bravely in many battles, dying a heroic death in one of them. You suspect that the work you've received will be about Turkey and its barbarism, and what Lord Byron believed was the right thing to do in those times.;;;;;;;;;x
EVTDESC_genesian_20_balzac;You've managed to find some writing in the library by Balzac, who immortalized the daily hardships and toils of French life after the defeat of the magnanimous Emperor and the fall of France to the cruel Bourbons. You suspect you'll learn a great deal about life in pre-event France, as well as learn a lesson about life today.;;;;;;;;;x
EVTDESC_genesian_20_grimms;You've managed to find some writing in the library by the Brothers Grimm: famous wanderers and singers who collected legends to engrave them on immortal stone for posterity. You guess the subject of the writing you've received will be their fairy tales, which describe ancient history, the stories of nameless kings and simple people who lived over 1,000 years ago.;;;;;;;;;x
EVTDESC_genesian_20_goethe;You've found some writing in the library by Goethe, the Dresden poet who spent his life in Dresden serving as a bard to the Saxons, Brandenburgers, and other inhabitants of Germany. You open his writings with the conviction that it's almost certainly something about people struggling with diabolical forces or disordered emotions.;;;;;;;;;x
EVTDESC_genesian_20_mickiewicz;You managed to find some writing in the library by Mickiewicz, a poet from Lithuania who lived his life first imprisoned in Siberia and Crimea, and then as a fugitive and bard in France. You open his writings with curiosity about what he wrote in this book: whether he wrote about the ancient times when the sinister Teutonic Knights oppressed the people of his country, or perhaps about the travails of Gustav-Konrad, a metaphor for himself.;;;;;;;;;x
EVTDESC_genesian_20_slowacki;You've managed to find some writing by S³owacki in the library. S³owacki is remembered as one of the greatest bard-poets and a master of the Genesis philosophy, which he wrote during his exile in France. You open his writings with curiosity about what he wrote in this book: whether he presented the ancient, mythical history of his country or something contemporary, like the fight against Satanic tsarism.;;;;;;;;;x
EVTDESC_genesian_20_hugo;Oh no!;;;;;;;;;x
