EVTDESC_flagellation_3;Although the original Cilice used in the pre-event world was only meant to cause some discomfort, the ones worn by contemporary Penitentes are meant to cause actual pain and often occasionate bleeding. As you spent a long time wearing the cilice you ended up developing an infection from the wounds it caused. May God take this as an act of repent and Reparation.;;;;;;;;;;;;;x
EVTOPTA_flagellation_3;Pecador Contempla.;;;;;;;;;;;;;x
EVTDESC_flagellation_4;In addition to the chain Cilice, you also had to wear a sackcloth and walk barefoot. While walking through somewhat rough terrain, you ended up wounding your feet, and it later developed into a swollen ankle.;;;;;;;;;;;;;x
EVTOPTA_flagellation_4;Pecador Contempla.;;;;;;;;;;;;;x

EVTDESC_flagellation_5;You practiced mortification through the use of the Penance, a small whip containing seven cords, each representing one of the seven deadly sins as an act repent and Reparation. It was a painful but rewarding experience.;;;;;;;;;;;;;x
EVTDESC_flagellation_6;You practiced mortification through the use of the Penance, a small whip containing seven cords, each representing one of the seven deadly sins. The constant self-flagellation opened a wound, and occasionated an infection. May God take this as an act of repent and Reparation.;;;;;;;;;;;;;x
EVTDESC_flagellation_7;You practiced mortification through the use of the Penance, a small whip containing seven cords, each representing one of the seven deadly sins. The constant self-flagellation ended leaving you badly bruised. May God take this as an act of repent and Reparation.;;;;;;;;;;;;;x

EVTDESC_flagellation_8;You asked to be publically crucified for a few minutes, a form of mortification considered by the Penitentes to be both the most pious and risky. Although it was painful, you did not sustain any serious injuries and it left you with new insight over the Passion of Christ.;;;;;;;;;;;;;x
EVTDESC_flagellation_9;You asked to be publically crucified for a few minutes, a form of mortification considered by the Penitentes to be both the most pious and risky. It was a very painful experience as it left you severely injured, but it also gave you new insight over the Passion of Christ.;;;;;;;;;;;;;x
EVTOPTA_flagellation_9;He underwent all that pain, only to give us a second chance...;;;;;;;;;;;;;x
EVTDESC_flagellation_10;You asked to be publically crucified for a few minutes, a form of mortification considered by the Penitentes to be both the most pious and risky. It was a very painful experience as staying in such a painful position lead to you breaking your ribs, but it also gave you new insight over the Passion of Christ.;;;;;;;;;;;;;x

EVTDESC_flagellation_15;Your recent mortification of the flesh was a transforming experience for you. Your discipline toughened in response to your physical trauma and you learned to better resist the temptations of the flesh.;;;;;;;;;;;;;x
EVTOPTA_flagellation_15;I am becoming a better Christian;;;;;;;;;;;;;x

EVTDESC_flagellation_21;Penitente rulers are expected to serve as an example to their people and regularly practice Mortification of the Flesh as penance for both his sins and the sins of his people. You however have went too long without performing mortification, which has earned you the disaproval of the clergy.;;;;;;;;;;;;;x
EVTOPTA_flagellation_21;I should have seen this coming.;;;;;;;;;;;;;x

big_brother_sad;Your lack of faith §Rdisturbs§! the Hermano Mayor.;;;;;;;;;;;;;x

aniconist;Jubilee;;;;;;;;;;;;;x
aniconist_desc;For their deeds against Idolatry, this character has earned the lowest rank of the Purificador mission of smashing Golden Bulls to purify the Temple.;;;;;;;;;;;;;x
image_breaker;Mighty Celebrant;;;;;;;;;;;;;x
image_breaker_desc;For their deeds against Idolatry, this character has earned the second rank of the Purificador mission of smashing Golden Bulls to purify the Temple. ;;;;;;;;;;;;;x
arch_iconoclast;Sanctifier;;;;;;;;;;;;;x
arch_iconoclast_desc;For their deeds against Idolatry, this character has earned the highest rank of the Purificador mission of smashing Golden Bulls to purify the Temple. Achieving sanctification through the Gift of Discerning Spirits.;;;;;;;;;;;;;x

EVTDESC_centroamerica_3A;The Bible says, Ye shall make you no idols nor graven image. Many so-called Christians have forgotten this, but you have not. For your actions against idolatry, you are known as a jubileo.;;;;;;;;;;;;;x
EVTOPTA_centroamerica_3;Their idols are forfeit.;;;;;;;;;;;;;x

EVTDESC_centroamerica_3B;The Bible says, The idols of the nations are but silver and gold, the work of man’s hands. You have thrown down many nations idols, their Golden Bulls. For that, you are known as a celebrante ponderoso.;;;;;;;;;;;;;x
EVTOPTB_centroamerica_3;Their Baals will not protect them.;;;;;;;;;;;;;x

EVTDESC_centroamerica_3C;The Bible says, I will cut off your carved images and your sacred pillars from among you, so that you will no longer bow down to the work of your hands. For fulfilling God’s words, you are now known as a sanctificador.;;;;;;;;;;;;;x
EVTOPTC_centroamerica_3;I hold no other gods before the Lord.;;;;;;;;;;;;;x


cristero_peasant_army;Raise Peasant Army;;;;;;;;;x
cristero_peasant_army_desc;Call forth a band of devoted worshipers from the peasantry to help reinforce our forces.;;;;;;;;;x
christian_raised_peasants;Recently called upon fanatic peasanty.;;;;;;;;;x
christian_raised_peasants_desc;This character has recently called upon a fanatic group of peasants.;;;;;;;;;x

########## Pilgrimages
EVTDESC_christian_9;There are many places you can go on pilgrimage, some closer, some farther from your home.;;;;;;;;;x
EVTOPTA_christian_9;I will travel to Rome or Jerusalem;;;;;;;;;x
EVTOPTB_christian_9;I will travel to other known pilgrimage sites;;;;;;;;;x
EVTOPTC_christian_9;I will travel to less known pilgrimages sites;;;;;;;;;x
EVTDESC_christian_10;Jerusalem and Rome are the two largest and most famous cities in all of Christendom.;;;;;;;;;x
EVTOPTA_christian_10;I will travel to Rome;;;;;;;;;x
EVTOPTB_christian_10;I will travel to Jerusalem;;;;;;;;;x
EVTDESC_christian_11;Besides Rome and Jerusalem, there are other places you can go on pilgrimage: Lourdes, Fatima and Munich.;;;;;;;;;x
EVTOPTA_christian_11;I will travel to Fatima;;;;;;;;;x
EVTOPTB_christian_11;I will travel to Lourdes;;;;;;;;;x
EVTOPTC_christian_11;I will travel to Munich, heart of german catholicism;;;;;;;;;x
EVTDESC_christian_12;You are already packed and equipped, you set off on your walking pilgrimage to the holy place.;;;;;;;;;x
EVTOPTA_christian_12;Nice, let's go....;;;;;;;;;x
EVTNAME_ROME;Rome;;;;;;;;;x
EVTNAME_FATIMA;Fatima;;;;;;;;;x
EVTNAME_MUNICH;Munich;;;;;;;;;x
EVTNAME_JERUSALEM;Jerusalem;;;;;;;;;x
EVTNAME_NAZARETH;Nazareth;;;;;;;;;x
EVTNAME_LOURDES;Lourdes;;;;;;;;;x
EVTNAME_CANTERBURY;Canterbury;;;;;;;;;x
EVTNAME_YORK;York;;;;;;;;;x
EVTNAME_CONSTANTINOPOLE;Constantinopole;;;;;;;;;x
EVTNAME_MOUNT_ATHOS;Mount Athos;;;;;;;;;x
EVTNAME_ARKHANGELSK;Arkhangelsk;;;;;;;;;x
EVTNAME_CHARTRES;Chartres;;;;;;;;;x
EVTNAME_ESZTEGROM;Esztegrom;;;;;;;;;x
EVTNAME_JASNA_GORA;Jasna Gora;;;;;;;;;x
EVTNAME_LUND;Lund;;;;;;;;;x
EVTNAME_NITRA;Nitra;;;;;;;;;x
EVTNAME_ORLEANS;Orleans;;;;;;;;;x
EVTNAME_PLOCK;Plock;;;;;;;;;x
EVTNAME_PUSTOZERSK;Pustozersk;;;;;;;;;x
EVTNAME_RIGA;Riga;;;;;;;;;x
EVTNAME_SARAGOSSA;Saragossa;;;;;;;;;x
EVTNAME_SEVILLA;Sevilla;;;;;;;;;x
EVTNAME_SZEKESFEHERVAR;Szekesfehervar;;;;;;;;;x
EVTNAME_TURKU;Turku;;;;;;;;;x
EVTNAME_UNTRECHT;Untrecht;;;;;;;;;x
EVTNAME_VILNO;Vilnius;;;;;;;;;x
EVTNAME_WADOWICE;Wadowice;;;;;;;;;x
EVTNAME_WIACKOIE;Wiackoje;;;;;;;;;x
EVTNAME_WITTENBERG;Wittenberg;;;;;;;;;x
EVTNAME_KYIV;Kyiv;;;;;;;;;x
EVTNAME_PEST;Budapest;;;;;;;;;x
EVTNAME_WESTMINSTER;Westminster;;;;;;;;;x
EVTNAME_WALSINGHAM;Walsingham;;;;;;;;;x
EVTNAME_GLASTONBURY;Glastonbury;;;;;;;;;x
EVTDESC_christian_13_ROME;You arrive in Rome, the place where Saints Peter and Paul were martyred during the reign of Emperor Nero, and where the Pope, the leader of the entire Catholic Church, used to reside. You walk through the city's crowded streets, passing ancient churches that reflect over 2,000 years of history. Along the way, you say your prayers quietly, thanking God for the grace of reaching this place. Soon you enter St. Peter's Square, where the Pope used to bless pilgrims, and proceed to the Sistine Chapel. There, you kneel and begin your silent, humble prayer.;;;;;;;;;x
EVTDESC_christian_13_FATIMA;You arrive in Fatima, an unassuming Portuguese city that nonetheless witnessed one of the most famous Marian apparitions, where the Blessed Virgin Mary appeared to three children: Francisco, Jacinta, and Lucia. This apparition, recognized by the Church, contributed to the flourishing of devotion to the Immaculate Heart of Our Lady and brought many spiritual fruits. Entering Fatima, you head towards the Sanctuary of Our Lady of Fatima, which was rebuilt after the Event during the reign of King Sancho. You enter and see the statue of Our Lady of Fatima; it is more beautiful than you could have imagined. As is customary, you pray the rosary before the altar in the chapel and then leave to spend some time in this place.;;;;;;;;;x
EVTDESC_christian_13_MUNICH;You arrive in Munich, the capital of Bavaria, where years ago the good King Albert decided to march on pagan Italy and liberate it from the superstitions of polytheism, thus becoming the first post-event Roman emperor. The first Christian episcopal see was founded here in the 8th century at the initiative of Saint Boniface, a Benedictine monk, and in the 19th century, the diocese was elevated to an archbishopric. As you walk through the streets of this city, they remind you of events, some more mysterious, some more peaceful, some less so. Soon you reach Marienplatz, named after the Blessed Virgin Mary, where the town hall and the Mariensäule—a column built in the 17th century in honor of Mary—are located. Soon you reach the coveted Cathedral of Our Lady, built in Gothic and Renaissance styles. You go inside and see beautiful pearls of sacred art, you go deeper and soon you see the image of the coronation of the Blessed Virgin Mary as Queen of Heaven and Earth, you kneel before this image and begin to pray to Mary, thanking her for the grace of reaching this city.;;;;;;;;;x
EVTDESC_christian_13_JERUSALEM;You arrive in Jerusalem, the holy city, the capital of the ancient kingdom of Israel, the city where Jesus Christ taught and was crucified. This city is unique because, unlike Rome, it is sacred both to Jews who do not recognize Christ as the messiah and to Muslims who do not recognize Jesus Christ as God. You walk through the streets of Jerusalem, crowded as usual, filled with people from all over the world. You pass ancient churches, both Catholic and Orthodox, Jewish and Muslim. After a while, you leave the city and head to Mount Golgotha, where Jesus Christ was crucified over 2,500 years ago. As you ascend the mountain, you kneel and, like other pilgrims before and after you, pray in silence.;;;;;;;;;x
EVTDESC_christian_13_NAZARETH;You arrive in Nazareth. This where, centuries ago, our Savior Jesus Christ was raised under the watchful eye of St. Joseph and the Blessed Virgin Mary. From afar, you see many ancient churches – the Basilica of the Annunciation, St. Joseph's Church, the Church of the Archangel Gabriel, and other sacred sites. You choose one of the churches, walk the same streets that existed over 2,000 years ago, and enter the church as one of the pilgrims. You cross yourself with holy water and kneel before the altar to begin your silent, pilgrim prayer.;;;;;;;;;;;;;x
EVTDESC_christian_13_LOURDES;You arrive in Lourdes, a small and unassuming French town in southwestern France. It was here that the Blessed Virgin Mary herself appeared to Saint Bernadette Soubirous, revealing the fact of her Immaculate Conception. This apparition was one of the most important, as it contributed to the proclamation of the dogma of the Immaculate Conception by Blessed Pope Pius IX. You head towards the Basilica of the Immaculate Conception of the Blessed Virgin Mary, and upon reaching it, you are met with the sight of an incredibly beautiful church. You enter and wander the church, admiring the beautiful stained-glass windows. After a while, you kneel and quietly recite the rosary, thanking Our Lady of Lourdes for helping you reach this place.;;;;;;;;;x
EVTDESC_christian_13_CANTERBURY;You arrive in Canterbury, a place of importance to English Catholics and Anglicans as the first Christian episcopal see in England, headed by Saint Augustine of Canterbury as its first bishop. Although Canterbury in Kent is not the largest city in the region, it still impresses with its appearance and historic character, as evidenced by the old pre-event buildings. You pass such ancient structures as Canterbury Town Hall, built during the reign of Richard II, and reach Canterbury Cathedral, the site of the death of Archbishop of Canterbury Thomas Becket, venerated as a saint by Catholics and Anglicans alike. You enter the cathedral, observe the beautiful work of Romanesque-Gothic architecture inside, and when you reach the balustrade, you kneel and begin to pray silently.;;;;;;;;;x
EVTDESC_christian_13_YORK;You arrive in York, a place of importance to both Anglicans and English Catholics. It was here that in the 7th century, Saint Paulinus of York, a common saint for Catholics, Orthodox, and Anglicans, served as bishop. In the 8th century, York was merely a bishopric, but in the 8th century it was elevated to the rank of archbishopric, becoming the second most important episcopal see in the Kingdom of England. Entering York, you pass historic streets that remember better times before the Event, old churches like the Church of the Holy Trinity in Goodramgate and the Church of St. Martin le Grand, before reaching York Cathedral. It is a beautiful monument of sacred architecture, built in the Gothic style. You enter and are dazzled by the sight of beautiful sculptures, bas-reliefs, and stained glass windows. You walk deeper into the cathedral, and when you are closer to the altar than further away, you kneel and begin to pray, thanking God for the grace of reaching such a beautiful church.;;;;;;;;;x
EVTDESC_christian_13_CONSTANTINOPOLE;You have finally arrived at Constantinople, Queen of Cities and the former seat of the Roman Empire. Before you rises an immense and ancient metropolis whose towering walls, crowded harbors, and countless domes dwarf every city you have seen upon your pilgrimage. As you make your way through the winding streets in search of lodging, your senses are overcome by the cries of merchants, the mingling scents of incense and spice, and the endless throngs of travelers and sailors from every corner of Christendom. Along your path appear ancient churches, monasteries, and monuments adorned with holy icons and relics of the saints, each bearing witness to the city’s long and sacred history. Like any devout pilgrim, you press onward through the bustling crowds with eager anticipation, longing at last to behold such renowned and venerable sanctuaries as the Hagia Sophia and the Church of Saint George, and to offer prayers of thanksgiving before their holy altars in glorification of God for safely guiding you upon your journey.;;;;;;;;;x
EVTDESC_chritian_13_CONSTANTINOPOLE_muslim;You have finally arrived at Constantinople, now ruled by the Muslim Sultans though still filled with the memory of its ancient Christian history. Before you rises an immense and ancient metropolis whose towering walls, crowded harbors, and countless domes dwarf every city you have seen upon your pilgrimage. As you make your way through the winding streets in search of lodging, your senses are overcome by the cries of merchants, the mingling scents of incense and spice, and the endless throngs of travelers and sailors from far and wide. Along your path stand the ancient ruins of churches, monasteries, and monuments, many transformed to serve the new rulers or left to rot yet they still bear witness to the city’s long and sacred history. Like any devout pilgrim, you press onward through the bustling crowds with solemn wonder and anticipation, longing at last to behold the Patriarchal Cathedral of St. George and the ancient once Cathedral of Hagia Sophia though lost to the faith, and to offer prayers to God amidst the fading remnants of New Rome’s once-glorious Christian inheritance. ;;;;;;;;;x
EVTDESC_chritian_13_CONSTANTINOPOLE_nonmuslim_heathen;You have finally arrived at Constantinople, now taken by foreign infidels though still filled with the memory of its ancient Christian history. Before you rises an immense and ancient metropolis whose towering walls, crowded harbors, and countless domes dwarf every city you have seen upon your pilgrimage. As you make your way through the winding streets in search of lodging, your senses are overcome by the cries of merchants, the mingling scents of incense and spice, and the endless throngs of travelers and sailors from far and wide. Along your path stand the ancient ruins of churches, monasteries, and monuments, many transformed to serve the new rulers or left to rot yet they still bear witness to the city’s long and sacred history. Like any devout pilgrim, you press onward through the bustling crowds with solemn wonder and anticipation, longing at last to behold the Patriarchal Cathedral of St. George and the ancient once Cathedral of Hagia Sophia though lost to the faith, and to offer prayers to God amidst the fading remnants of New Rome’s once-glorious Christian inheritance.;;;;;;;;;x
EVTDESC_christian_13_MOUNT_ATHOS;You arrive in the peninsula of Holy Athos. In the distance, you see the ancient Monastery of the Great Lavra, founded over a millennium ago by the great saint Athanasios. As you walk closer to the Lavra, you hear the blessed hymns recounting the tradition of the Mountain all the way back to its earliest foundations of the Blessed Virgin’s trip with the Apostle John the Evangelist to visit her Son’s friend, Lazarus, on Cyprus, where she would be blown off course to the then-pagan Athos. The Blessed Virgin would walk ashore and be overwhelmed by the mountain’s wonderful and wild natural beauty. Then she blessed it and asked her Son for it to be her garden. And a voice was heard saying, “Let this place be your inheritance and your garden, a paradise and a haven of salvation for those seeking to be saved.” Like any devout pilgrim, you dwell on this blessed tradition and are brought to prayer in glorification of the Lord.;;;;;;;;;x
EVTDESC_christian_13_ARKHANGELSK;You arrive in Arkhangelsk, a city in northern Russia named after St. Michael the Archangel. It's a frosty and inhospitable area, yet it holds many spiritual treasures for Old Believers. As you enter the city, you see a multitude of people: merchants from distant lands and local sailors alike. You greet them and continue your journey until you reach the Cathedral of St. Elijah, a local cathedral built in the 18th century. This place is a place of special devotion to St. Elijah among Orthodox Christians, so you head there too. You wander through the old streets until you reach the cathedral. You enter and encounter beautiful icons and paintings. You continue your journey until you see a beautiful icon of St. Elijah. You kneel for a day and pray to this saint to obtain favors from your God.;;;;;;;;;x
EVTDESC_christian_13_CHARTRES;You arrive in Chartres, a significant spiritual site for French Catholics and Gallicans, a place where many pilgrimages took place before the Event, as it is said that the shroud of the Virgin Mary is located there. You enter the city and quickly head towards the Cathedral of Our Lady. You pass other pilgrims and ordinary merchants who have come to the city for business. Soon you reach the cathedral's doors, gaze intently at it, admiring its Gothic beauty. You enter, kneel before the main altar, and head to the Chapel of the Martyrs. When you arrive, you see the shroud displayed. You kneel before it and begin to pray to Mary, thanking her for granting you the grace to come to this place.;;;;;;;;;x
EVTDESC_christian_13_ESZTEGROM;You arrive in Esztergom, an important city for Hungarian Catholics and Coronites. It was here in 1001 that the first episcopal see located in Hungary was established, making Esztergom the eternal center of Christianity in Hungary, especially since the Archbishops of Esztergom long ago received the privilege of coronating every Hungarian king. Walking through this old town, you pass ancient streets and merchants from Austria, Slovakia, Romania, and Yugoslavia. Soon you reach the Primate's Basilica of the Assumption of the Blessed Virgin Mary and St. Adalbert, the seat of each Archbishop of Esztergom, built in a beautiful, classical style. Enter and behold the splendor of this divine temple, built centuries ago by the pious King of Hungary, St. Stephen. You walk towards the main altar and stop in front of the chancel, immersing yourself in silent prayer.;;;;;;;;;x
EVTDESC_christian_13_JASNA_GORA;You arrive in Jasna Gora. In the distance, on a hill, you see an ancient monastery built here in time immemorial. You walk closer – you pass monks in white habits praying and walk to the holiest place here – the Chapel of Our Lady of Czestochowa. There, you see a beautiful sight – beautiful antediluvian altars, ancient walls, and the main altar, which, along with the chancel, is separated from the congregation by beautifully crafted bars. But behind these bars lies an image of Our Lady of Czestochowa, just as beautiful as you imagined, according to legend, created by the apostle St. Luke himself. You kneel before this image and, like any devout pilgrim, begin to pray.;;;;;;;;;;;;;x
EVTDESC_christian_13_LUND;You arrive in Lund, a city no longer small, but one of significance in the history of Christianity. Lund is no ordinary town, but the seat of the first episcopal see in Sweden, which, at the beginning of the spread of the Christian faith in this region, encompassed all of Sweden and Norway. As it was, Lund is not a crowded city, so you easily navigate the streets and reach your destination: St. Lawrence's Cathedral, a monument to Romanesque architecture in Scandinavia. You enter the cathedral, realizing you are entering one of the oldest buildings in the city. You pass through the church and stop near the balustrade. Then you kneel, fold your hands in silent prayer, and begin to pray to God, thanking Him for the grace of bringing you here.;;;;;;;;;x
EVTDESC_christian_13_NITRA;You arrive in Nitra, the spiritual center of Slovak Christianity. It was here that the first bishopric in Slovakia was established, thanks to the efforts of the holy missionaries, St. Cyril and Methodius, who sought to spread the light of Christ to the Slavic nations. Inspired by the story of St. Cyril and Methodius, you walk through the streets of this city until you reach St. Emmeram's Cathedral. You enter in your pilgrim's rags and are captivated by the sight of sacred art. However, you are not here to feast your eyes – you go deeper into the church, kneel, and begin your humble prayer.;;;;;;;;;;;;;x
EVTDESC_christian_13_ORLEANS;You arrive in Orleans, where Saint Joan of Arc, the Maid of Orleans and national heroine of France, lived for a time. It is also home to the Cathedral of the Holy Cross, where Saint Joan of Arc prayed during the English siege of the city. As you wander the streets of the city, you soon come across Joan of Arc's house where she lived. You enter the house and pray before the icon of Joan of Arc installed there. Then you go to the Cathedral of the Holy Cross, built in the Gothic style, and enter, observing its majesty. As you approach the chancel, you kneel and immerse yourself in silent prayer.;;;;;;;;;x
EVTDESC_christian_13_PLOCK;You arrive in Plock, an old Polish city that, paradoxically, didn't outshine Warsaw or Gdañsk in size and popularity before the Event. However, after the Event, something previously ignored was noticed here – according to tradition, this is where Saint Maria Francisca Kozlowska was born, taught, and died in the odor of holiness – a fact that made Plock a center of pilgrimage. Like other pilgrims, you head to the same place – the Cathedral of Mercy and Love – the first Mariavite cathedral. You pass other pilgrims and enter the cathedral, adjacent to an ancient monastery. Inside, other pilgrims are already gathered, ready to immerse themselves in prayer...;;;;;;;;;;;;;x
EVTDESC_christian_13_PUSTOZERSK;You arrive in Pustozersk, a unique place, for here once stood a town where Saint Avvakum Petrov was imprisoned for many years and burned at the stake in 1682. When you reach this place, you see no houses; the village has been defunct for many years, having been abandoned even before the Event. But this field has not ceased to be sacred to Old Believers. It is what Rome is to Catholics, the site of the greatest martyrdom, the martyrdom of the Russian Saint Peter, who was the progenitor of the faith on this land, its defender, and martyr. As one of many Old Believers, you find a chapel where, according to tradition, Avvakum was burned, and you place a candle and say a prayer in honor of this martyr.;;;;;;;;;x
EVTDESC_christian_13_RIGA;You arrive in Riga, the capital of the Latvian nation and the eastern outpost of Lutheranism for many years. The origins of Christianity date back to the city's founding in 1201 by the Catholic Livonian Order. In 1522, Riga formally became Protestant. Upon entering Riga, you see the old city, which, despite the events, has retained its status as one of the heartlands of Baltic trade. On your way to the local cathedral, you pass the House of the Blackhead and continue until you reach the Cathedral of the Blessed Virgin Mary. You enter and walk deeper into the church, and when you reach the chancel, you stop before it and join your hands in prayer in honor of the Triune God.;;;;;;;;;x
EVTDESC_christian_13_SARAGOSSA;You arrive in Saragossa, one of the largest cities in Spain, but also one of the most important for Spanish Catholics and beyond. It is here, according to tradition, that the first Marian apparition took place, occurring while Mary was still alive. When St. James the Apostle was on the verge of discouragement, seeing very little fruit from his mission, Mary appeared to him, accompanied by thousands of angels. She stood on a marble column and gave the Apostle her likeness, requesting the construction of a chapel in its honor, to which the Apostle agreed. Upon entering Saragossa, you enter a maze of streets, but after a while you find your way to the Basilica of Our Lady of the Pillar. You enter, and when you reach the chancel, you stop, kneel, and begin to pray to Mary, thanking her for obtaining from God the grace to come here.;;;;;;;;;x
EVTDESC_christian_13_SEVILLA;You arrive in Seville, one of the most famous cities in the Mediterranean, and the site of the Cathedral of Our Lady, considered one of the greatest churches in Christianity. It took many years to build, starting in 1434, and was only completed in 1506, consecrated in 1507. Entering Seville, you pass ancient streets and people from the cold north, the Orient, and Africa. Soon, you arrive near the Cathedral, greeted by the sight of La Giralda, the cathedral's bell tower, which was once a minaret. You walk towards the cathedral and arrive at its doors, enter through them, and describe the cathedral's ornate and majestic interior. As you approach the chancel, you stop, kneel, and fall into prayer, thanking God for the grace of reaching this magnificent temple.;;;;;;;;;x
EVTDESC_christian_13_SZEKESFEHERVAR;You arrive in Szekesfehervar, the coronation site of the ancient kings of Hungary. Legend has it that this is the tomb of Saint Stephen, the first Christian king of Hungary, who, according to the Coronites, received the Sacra Corona from Pope Sylvester. You walk through the streets of this town, heading towards the ruins of the old cathedral of Szekesfehervar. When you arrive, you see the remains of the old cathedral, destroyed by the Turks over 1,000 years ago. You imagine the cathedral's splendor, approach the bricks, kneel, and touch them, and after a moment, you begin your silent prayer to Saint Stephen to obtain God's graces.;;;;;;;;;x
