EVTDES1_damsel_distress_3;While the duel was hard-fought, you have emerged as the victor. [event_target:damsel_in_distress.GetTitledFirstName] falls into your arms, thanking you endlessly for taking [event_target:damsel_in_distress.GetHerHim] away from this dreaded place. ;;;;;;;;;;;;x
EVTDES2_damsel_distress_3;You have been defeated in the duel and must ride home to your castle in shame, without rescuing [damsel_in_distress.GetTitledFirstName]. ;;;;;;;;;;;;x
EVTOPTA_damsel_distress_3;My Lady! May I have your hand?;;;;;;;;;;;;x
EVTOPTB_damsel_distress_3;You will be welcome to stay in my court;;;;;;;;;;;;x
EVTOPTC_damsel_distress_3;I will never live this down...;;;;;;;;;;;;x

EVTDESC_unworthy_chevalier;While once you were once known for valor and virtue, your dishonorable behavior has become too apparent. The priests who once spoke of you as a Worthy now spit at the mention of your name. At least for now, your time in their favor is over.;;;;;;;;;;;;;x
EVTOPTA_unworthy_chevalier;I ought to look over my sins.;;;;;;;;;;;;;x

##Royal Touch Event
EVTDESC_royal_touch_1;The ever-present shadow of disease and pestilence still plague your kingdom. Your subjects again cry out to see you work miracles with your healing royal touch. As their [From.GetTitle], it is time for you to fulfill your duty and bring healing to the sick with your blessed hands. Your healing powers are important for your legitimacy in the eyes of the priesthood and your subjects.;;;;;;;;;;;;;x
EVTOPTA_royal_touch_1;The loyal [royal_touch_vassal.GetTitledName] needs my blessing.;;;;;;;;;;;;;x
EVTOPTB_royal_touch_1;[royal_touch_courtier.GetFirstName] shall have my blessing.;;;;;;;;;;;;;x
EVTOPTC_royal_touch_1;I will bless the scrofula patients in [royally_touched_province.GetName].;;;;;;;;;;;;;x
EVTDESC_royal_touch_2;Your liege [from.GetTitledFirstName] has heard of your illness, and is on the way to give you his royal touch..;;;;;;;;;;;;;x
EVTOPTA_royal_touch_2;Praise [sun_king_cultist.GetHighGodName]!;;;;;;;;;;;;;x
EVTDESC_royal_touch_3;You greet [royally_touched.GetFirstName] with the clergy and physicians accompanying you. Couriers and common folk flock around you, looking up in awe at your royal presence. They witness you give the weakened & sickly [royally_touched.GetFirstName] your blessed touch.;;;;;;;;;;;;;x
EVTOPTA_royal_touch_3;May this touch heal you from your ills...;;;;;;;;;;;;;x
EVTDESC_royal_touch_4;Your gracious liege [from.GetTitledFirstName] arrives at your court, and blesses you with his royal touch.;;;;;;;;;;;;;x
EVTOPTA_royal_touch_4;May my lord's touch cures me from my disease.;;;;;;;;;;;;;x
EVTDESC_royal_touch_5;[From.GetFirstName] has not showed signs of recovery from their diseases despite the royal touch you gave [From.GetHerHim] recently. Some traitors are even beginning to doubt your power.;;;;;;;;;;;;;x
EVTOPTA_royal_touch_5;Curses!;;;;;;;;;;;;;x
EVTDESC_royal_touch_6;[from.GetFirstName] has sent you a letter full of praises. It seems that your touch was successful as your vassal has fully recovered from [From.GetHerHis] illness after you touched [From.GetHerHim].;;;;;;;;;;;;;x
EVTOPTA_royal_touch_6;[sun_king_cultist.GetHighGodName] blesses me with the Divine Rights to Rule!;;;;;;;;;;;;;x
EVTDESC_royal_touch_8;You decide to head out to the hospital in [royally_touched_province.GetName] with your royal clergy and physicians accompanying you. The scrofula patients wait in line for your royal touch to heal them, each one covered with repulsive lesions. Bystanders crowd around you as the afflicted subjects wait for your blessing. You begin blessing your patients one by one as they line up for your healing touch.;;;;;;;;;;;;x
EVTOPTA_royal_touch_8;May these poor souls be cured from their illness with my touch.;;;;;;;;;;;;;x
EVTDES1_royal_touch_9;Reports from the hospital you visited in [royally_touched_province.GetName] are full of excitement. Many of those you blessed with your touch earlier have now fully recovered! ;;;;;;;;;;;;;x
EVTDES2_royal_touch_9;In spite of your royal blessing, it seems your subjects have not shown any signs of recovery from their illness, with some even dying afterwards. While many of your lowal followers argue there must have been a mistake, some traitors are beginning to doubt whether {sun_king_cultist.GetHighGodName] still blesses you with the divine right of royalty.;;;;;;;;;;;;;x
EVTOPTA_royal_touch_9;[Root.Religion.GetHighGodName] blesses me with the Divine Rights to Rule.;;;;;;;;;;;;;x
EVTOPTB_royal_touch_9;Curses!;;;;;;;;;;;;;x

##traits
worthy_knight;Worthy;;;;;;;;;;;;;x
worthy_knight_desc;The [chevalier.GetName] priesthood has recognized this character as a truly worthy and valiant knight for whom other chevaliers will flock to [this.GetHerHis] banners.;;;;;;;;;;;;;x
blessed_hands;Blessed Hands;;;;;;;;;;;;;x
blessed_hands_desc;The people has recognized the King as having hands that are capable of blessing the sick from illness.;;;;;;;;;;;;;x
##modifier
shamed_knight;Shamed Knight;;;;;;;;;;;;;x
shamed_knight_desc;This Knight has lost [this.GetHerHis] position as a Worthy Knight of the [chevalier.GetName] Faith, a great shame for [this.GetHerHim] and all thier blood-kin.;;;;;;;;;;;;;x
both_chevalier_tt;Both characters follow the [chevalier.GetName] Religion.;;;;;;;;;;;;;x
claimed_capet_blood;Claimed Capet Bloodline;;;;;;;;;;;;;x
claimed_capet_blood_DESC;This character has found a claim to the holy blood of the Capets, bringing glory to his name and enraging the previous families to claim descent from him;;;;;;;;;;;;;x
sun_king_cultist_opinion;Soleil Royal Opinion;;;;;;;;;;;;;x
chevalier_opinion;Chévalier Opinion;;;;;;;;;;;;;x
opinion_royal_touch;Royal Touch Opinion;;;;;;;;;;;;;x
failed_kings_touch;Failed King's Touch;;;;;;;;;;;;;x
successful_kings_touch;Successful King's Touch;;;;;;;;;;;;;x
province_kings_touch;King's Touched Province;;;;;;;;;;;;;x
opinion_capet_connection;Found Capet Connection;;;;;;;;;;;;;x
sang_capetien_opinion;Sang Capetien Opinion;;;;;;;;;;;;;x
temple_baron_sun_king_cultist;Abbé;;;;;;;;;x
temple_barony_of_sun_king_cultist;Abbaye of;;;;;;;;;x
temple_count_sun_king_cultist;Éveque;;;;;;;;x
temple_county_of_sun_king_cultist;Éveché of;;;;;;;;;x
temple_duke_sun_king_cultist;Archeveque;;;;;;;;;x
temple_duchy_of_sun_king_cultist;Archeveché of;;;;;;;;;x
SOLAR_CRUSADE;Croisade;;;;;;;;;x
warrior_lodge_sun_king_cultist;Musketeers;;;;;;;;;x
warrior_lodge_sun_king_cultist_desc;The legends of the Musketeers, warriors who fought for the king through thick and thin, were and remain very popular in France. Who hasn't heard of the heroism of D'Artagnan, Athos, Aramis, or Porthos? Today, the Musketeers still exist—training and honing their skills in combat and virtue. Although the musket has been forgotten, the values of honor, loyalty, and piety have not been forgotten.;;;;;;;;;x
warrior_lodge_sun_king_cultist_rank_1_male;Monsieur;;;;;;;;;;;;;x
warrior_lodge_sun_king_cultist_rank_2_male;Chevalier;;;;;;;;;;;;;x
warrior_lodge_sun_king_cultist_rank_3_male;Mousquetaire;;;;;;;;;;;;;x
warrior_lodge_sun_king_cultist_rank_4_male;Grand-Croix;;;;;;;;;;;;;x
warrior_lodge_sun_king_cultist_rank_1_female;Madame;;;;;;;;;;;;;x
warrior_lodge_sun_king_cultist_rank_2_female;Chevalier;;;;;;;;;;;;;x
warrior_lodge_sun_king_cultist_rank_3_female;Mousquetaire;;;;;;;;;;;;;x
warrior_lodge_sun_king_cultist_rank_4_female;Grand-Croix;;;;;;;;;;;;;x
form_order_of_the_star;Restore The Order of the Star;;;;;;;;;;;;;x
form_order_of_the_star_desc;Long ago, there existed the Order of the Star (Ordre de l'Étoile), a chivalric order founded by a French king, whose knights swore allegiance to Dieu and their king and never to flee the battlefield. Perhaps now is the time for Solarque to revive this noble order.;;;;;;;;;;;;;x
EVTDESC_SKC_109;The Order of the Star, known in French as the Ordre de l'Étoile, had just been founded by Solarque. At its inauguration, the first friars swore allegiance to Dieu and their Solarque from that day until the end of their days, and that they would never flee from the battlefield, but would either win or die on it. Although the formal purpose of the order is to protect pilgrims and abbeys, whispers of other uses for this order are already being heard.;;;;;;;;;;;;;x
EVTTITLE_SKC_109;Ordre de l'Étoile;;;;;;;;;;;;;x
EVTOPTA_SKC_109;The pride of our faith!;;;;;;;;;;;;;x
EVTOPTB_SKC_109;The false believers are arming themselves...;;;;;;;;;;;;;x
form_order_of_the_star_TT;Ordre de l'Étoile is created...;;;;;;;;;;;;;x
###########Pilgrimage
go_to_soleil_pilgrimage;Go on Le Pelerinage;;;;;;;;;;;;;x
go_to_soleil_pilgrimage_desc;In ancient times, many holy knights and virtuous ladies made Le Pelerinage, a pious pilgrimage to the pleasant places of Le Dieu Solaile—to atone for their sins and gain new merits. Are you planning to do the same?;;;;;;;;;;;;;x
EVTTITLE_SKC_110;Le Pelerinage;;;;;;;;;;;;;x
EVTDESC_SKC_110;There comes a time in the life of every devotee of Le Dieu Solaire when they begin to think about Le Pelerinage—a pious, walking journey once practiced by the knights of Le Roi Soleil and their equals in piety and loyalty. These journeys took place to many places, but some time after Louis Laflamme's martyrdom, it became commonplace that Le Pelerinage could take place either in the Vendée, or in Reims, or in Paris or Aachen. These places were considered by the spiritual descendants of the martyr-king Laflamme to be dear to La Dieu Solaire, Jesus, and La Vierge Reine, and vibrant with the divine spirit. Now that you have chosen Le Pelerinage, you must also decide which direction you will take.;;;;;;;;;;;;;x
EVTOPTA_SKC_110;To the Vendée, the land of most loyal;;;;;;;;;;;;;x
EVTOPTB_SKC_110;To Paris, the Heart of the Kingdom;;;;;;;;;;;;;x
EVTOPTC_SKC_110;To Reims, the place of coronation of the kings;;;;;;;;;;;;;x
EVTOPTD_SKC_110;To Aachen, home of Charlemagne;;;;;;;;;;;;;x
EVTDESC_SKC_111_PARIS;After preparing for your journey, you finally set off for your Le Pelerinage. You dress in beggar's clothing. As you emerge from behind your estate, you encounter the abbot, who blesses you and says, "May La Dieu Soleil support you on your pilgrimage to the heart of the kingdom dear to him there, his eldest daughter and the jewel of his heavenly crown," before anointing himself with holy oil. As you continue your journey, you reflect on what Paris means to your faith and how much the Church of Saint Gertrude there or the suburban Louvre mean.;;;;;;;;;;;;;x
EVTDESC_SKC_111_VANDEE;After preparing for your journey, you finally set off for your own Le Pelerinage. You dress in beggar's clothing. As you emerge from behind your estate, you encounter an abbot who blesses you and says, "May La Dieu Soleil support you on your pilgrimage to the place where so many martyrs rose against Usurpateur and the demonic Marianne, and shed their blood for the rightful kings," before anointing himself with holy oil. As you continue, you contemplate the history of the Vendéen uprisings against the cruel Robespierre and the usurping Napoleon.;;;;;;;;;;;;;x
EVTDESC_SKC_111_REIMS;After preparing for your journey, you finally set off for your Le Pelerinage. You dress in beggar's clothing. As you emerge from behind your estate, you encounter an abbot who blesses you and says, "May La Dieu Soleil support you on your pilgrimage to the place where Saint Jeanne d'Arc, La Vierge d'Orléans, brought about the coronation of the rightful King of France against the blasphemous usurpation of Albion," before anointing yourself with holy oil. As you continue your journey, you reflect on what Paris means to your faith and how much the Cathédrale Notre-Dame de Reims there means.;;;;;;;;;;;;;x
EVTDESC_SKC_111_AACHEN;After preparing for your journey, you finally set off for your Le Pelerinage. You dress in beggar's clothing. As you emerge from behind your estate, you encounter the abbot, who blesses you and says, "May La Dieu Soleil support you on your pilgrimage to the place where the holy emperor, Rex Albulans, sat as if on his throne, and from there oversaw the prosperity of France," before anointing himself with holy oil. As you continue, you ponder the events that Aachen Cathedral witnessed—the reign of the holy emperor Charlemagne, but also the fall of the Carolingian dynasty.;;;;;;;;;;;;;x
EVTOPTA_SKC_111;Le Dieu Soleil, protege-moi dans ce voyage!;;;;;;;;;;;;;x
EVTTITLE_SKC_111;Goal of Le Pelerinage;;;;;;;;;;;;;x
EVTDESC_SKC_112_PARIS;You enter the destination of your Le Pelerinage — Paris, the heart of the former Kingdom of France and the Ancient Régime. It was from here that Le Roi Soleil, Henri the Great, reigned, and here that King Louis suffered martyrdom, murdered at the instigation of the demon Marianne by her minions: Danton, Marat, and Robespierre. You walk through the streets of Paris and see people of all appearances: the poor and the rich, locals and visitors, pilgrims and sinners. Soon, passing by all these people, you reach one of the places worth seeing—the square where King Louis suffered martyrdom, of which even his killer said: "He was too good not to forgive me." You gaze at this place with bliss and pay homage to the martyred king by removing your hat.;;;;;;;;;;;;;x
EVTDESC_SKC_112_VANDEE;You reach the Vendée, this beautiful land that nurtured so many martyrs and knights who fought for the kingdom of France against the minions of the demon Marianne and the usurpers who roamed the French lands. You observe these farms, the farmers working valiantly, and the mothers tending their livestock. The ancestors of these people, though members of the Third Estate, also did what those born higher up did, for they betrayed their king and God. You decide to stay in this land for a while, to see the old battlefields and cementaries, to remember the martyred knights of Bonchamps, Charette, and Cathelineau.;;;;;;;;;;;;;x
EVTDESC_SKC_112_REIMS;You reach Reims, the city where King Charles, the rightful king of France, was crowned during the Hundred Years' War, fighting against English usurpers and the arrogance of Albion. As you pass through the streets of this magnificent city, you glimpse the Cathédrale Notre-Dame de Reims in the distance. Soon you reach it and enter. You see that despite much devastation and desecration by worshippers of the demon Marianne, this church has retained its splendor. You imagine King Charles being crowned in this temple to defy the English usurpation, accompanied from afar by Jeanne d'Arc, the Maid of Orleans, the king's faithful subject, but also a holy martyr.;;;;;;;;;;;;;x
EVTDESC_SKC_112_AACHEN;You arrive in Aachen, the city where Charlemagne, the greatest and first king of France and Holy Roman Emperor, reigned and led his empire. Here, just laws were enacted and people were judged according to the highest standards. You wander the streets of Aachen and notice that no one speaks the language you know, but somehow you manage to communicate with one of the locals, who leads you to the Cathedral – you wander through it, sensing the sacredness of this place. After a while, you reach the palace chapel, where Charlemagne always heard mass. You stand there, kneel, and begin to pray.;;;;;;;;;;;;;x
EVTOPTA_SKC_112;Dieu, entends...;;;;;;;;;;;;;x
