###ÄNSI###
EVTNAME_overseas_arrive;Strange Ships;;;;;;;;;;;;;x
EVTDESC_overseas_convert;[From.GetTitledFirstName], a [From.Culture.GetName] scholar residing at your court, has been speaking convincingly about [From.Religion.GetRandomGodName]. If this continues, there is a risk of someone in your court taking [From.GetPossPronoun] words to heart and converting to the [From.Religion.GetName] faith!;;;;;;;;;;;;x
EVTOPT_overseas_convert_lazy;[From.GetSubjectPronounCap] has a right to speak.;;;;;;;;;;;;x
EVTOPT_overseas_convert_banish;[From.GetSubjectPronounCap] is no longer welcome in my court.;;;;;;;;;;;;x
EVTDESC_overseas_ask;Your [GetFromRelation] [From.GetFirstName] is requesting approval to travel with the foreign merchants from across the ocean. [From.GetSubjectPronounCap] will spend several years aboard their ships, returning home with the knowledge and wealth of distant exotic lands. No such journey is without its risks, but your [GetFromRelation] is willing to brave the dangers for the chance to let [From.GetPossPronoun] name ring out on the adventure of a lifetime!;;;;;;;;;;;;x
EVTOPT_overseas_ask_deny;No, I have need of you in my court.;;;;;;;;;;;;x
EVTOPT_overseas_ask_allow;Go with my blessing, and bring glory to your name.;;;;;;;;;;;;x
EVTOPT_overseas_ask_gift;Go. Take these gifts and soldiers to ease your travels.;;;;;;;;;;;;x
opinion_mercantile_sponsor;Mercantile Sponsor;;;;;;;;;;;;;x
EVTNAME_overseas_return_bad;A Bitter Return;;;;;;;;;;;;;x
EVTNAME_overseas_return_good;A Triumphant Return;;;;;;;;;;;;;x
EVTNAME_overseas_return;Your [GetFromRelation] returns;;;;;;;;;;;;;x
EVTDESC_overseas_return_die;Your [GetFromRelation] [From.GetFirstName] has returned from [From.GetPossPronoun] overseas mercantile adventure. Or at least [From.GetPossPronoun] remains have returned.\n\nThe ship that was supposed to be bearing your [GetFromRelation] is instead bearing [From.GetPossPronoun] bones. The merchants [From.GetSubjectPronoun] travelled with are apologetic as they solemnly return [From.GetPossPronoun] belongings.;;;;;;;;;;;;x
EVTDESC_overseas_return_maim;Your [GetFromRelation] [From.GetFirstName] has returned from [From.GetPossPronoun] overseas mercantile adventure. [From.GetSubjectPronounCap] is in poor condition, battered by a terrible journey.\n\nYou are unsure whether [From.GetSubjectPronoun] will live to tell you story. Pirates, disease, or powerful storms? What terrible events could have befallen [From.GetObjectPronoun]?;;;;;;;;;;;;x
EVTDESC_overseas_return_scar;Your [GetFromRelation] [From.GetFirstName] has returned from [From.GetPossPronoun] overseas mercantile adventure. [From.GetSubjectPronounCap] looks as though [From.GetSubjectPronoun] has seen a great deal of combat.\n\nWith a new scar across [From.GetPossPronoun] face and a battle-hardened demeanor, [From.GetFirstName] strikes a more imposing figure than the day [From.GetSubjectPronoun] left. From the respect [From.GetPossPronoun] shipmates show [From.GetObjectPronoun], you would wager [From.GetSubjectPronoun] fought skillfully alongside many of them.;;;;;;;;;;;;x
EVTDESC_overseas_return_symp;Your [GetFromRelation] [From.GetFirstName] has returned from [From.GetPossPronoun] overseas mercantile adventure. [From.GetSubjectPronounCap] appears healthy and and on good terms with [From.GetPossPronoun] shipmates.\n\n[From.GetFirstName] seems to show greater tolerance of foreign cultures and faiths. The church may frown upon fraternizing with infidels, but the chests of silver and luxury goods your [GetFromRelation] has returned with speak for themselves.;;;;;;;;;;;;x
EVTDESC_overseas_return_pirate;Your [GetFromRelation] [From.GetFirstName] has returned from [From.GetPossPronoun] overseas mercantile adventure. [From.GetSubjectPronounCap] has brought back numerous chests of goods, as well as a boorish attitude.\n\nWhile [From.GetFirstName] has brought back a great deal of wealth, you have a suspicion that it may be ill-gotten. Is it possible that your [GetFromRelation] spent the years resorting to piracy rather than honest trading?;;;;;;;;;;;;x
EVTDESC_overseas_return_bastard;Your [GetFromRelation] [From.GetFirstName] has returned from [From.GetPossPronoun] overseas mercantile adventure. In addition to valuable luxury goods, [From.GetSubjectPronoun] has returned with a bastard child.\n\nFrom the look in your [GetFromRelation]'s eyes, there must be a sad story behind the birth of the infant. Perhaps one day [From.GetSubjectPronoun] will share it with you, but for now [From.GetSubjectPronoun] just seems glad to be home.;;;;;;;;;;;;x
EVTDESC_overseas_return_leader;Your [GetFromRelation] [From.GetFirstName] has returned from [From.GetPossPronoun] overseas mercantile adventure, which appears to have been a resounding success!\n\nFrom the deference shown to [From.GetObjectPronoun] by the crew, it appears your [GetFromRelation] holds an important leadership position among the merchants. Numerous chests heavy with gold, spices, silks, and other exotic luxuries are unloaded from the ships. All of this wealth is a testament to the shrewd negotiation and silver-tongued diplomacy of your [GetFromRelation], who has brought glory both to [From.GetObjectPronoun]self and to your dynasty.;;;;;;;;;;;;x
EVTDESC_pirate_unrest;[From.County.GetName] is too far inland to be reached by the power of [From.Holder.Religion.GetRandomGodName].\n\nThe landlubbers of [From.County.GetName] don't care for the [From.Holder.Religion.GetName] faith, and those that do follow the faith are restless so far from the sea.;;;;;;;;;;;;x
EVTOPT_pirate_unrest_diplo;I can calm the mob.;;;;;;;;;;;;x
EVTOPT_pirate_unrest_ok;Uh oh.;;;;;;;;;;;;x
