1501000={
	name="Ceannaidh"
	2700.4.8={death=yes}
}
1501020={
	name="Eoin"
	dynasty=15001014 #O Domhnaill
	religion=catholic
	culture=irish
	martial=6
	diplomacy=4
	stewardship=5
	intrigue=7
	learning=3
	trait=amateurish_plotter
	trait=groomed
	trait=envious
	trait=temperate
	trait=charitable
	2634.5.17={birth=yes}
	2710.1.1={death=yes}
}
1501021={
	name="Séamus" #spicebag
	dynasty=15001015 #Yin
	religion=catholic
	culture=asian
	martial=7
	stewardship=4
	intrigue=5
	diplomacy=6
	learning=9
	trait=scholarly_theologian
	trait=fat
	trait=scholar
	trait=patient
	trait=content
	2626.12.3={birth=yes
		culture=irish}
	2710.1.1={death=yes}
}
1501022={
	name="Michael"
	dynasty=15001016 #Hogan
	culture=irish
	religion=catholic
	martial=8
	diplomacy=5
	stewardship=7
	intrigue=4
	learning=4
	trait=tough_soldier
	trait=brawny
	trait=one_eyed
	2635.7.12={birth=yes}
	2670.1.1={death=yes}
}
1501023={
	name="Colmán"
	dynasty=15001012 #Burke
	culture=irish
	religion=catholic
	martial=5
	diplomacy=9
	stewardship=4
	intrigue=5
	learning=6
	trait=underhanded_rogue
	trait=charitable
	trait=gregarious
	trait=deceitful
	2634.5.17={birth=yes}
	2670.1.1={death=yes}
}
1501024={
	name="John"
	dynasty=1607001 #Mitchelburn
	culture=norner
	religion=free_church
	martial=7
	diplomacy=6
	stewardship=4
	intrigue=5
	learning=2
	trait=tough_soldier
	trait=unyielding_leader
	trait=stubborn
	trait=patient
	trait=proud
	trait=brave
	2625.6.10={birth=yes}
	2670.1.1={death=yes}
}
1501025={
	name="Charles"
	dynasty=1607002 #Murray
	culture=ulsterman
	religion=free_church
	martial=3
	diplomacy=6
	stewardship=4
	intrigue=8
	learning=5
	trait=intricate_webweaver
	trait=attractive
	trait=groomed
	trait=envious
	trait=deceitful
	2627.5.13={birth=yes}
	2670.1.1={death=yes}
}
1501026={
	name="John"
	dynasty=15001019 #Dunlap
	culture=ulsterman
	religion=calvinist
	martial=2
	diplomacy=5
	stewardship=6
	intrigue=3
	learning=6
	trait=dutiful_cleric
	trait=frail
	trait=scholar
	trait=diligent
	trait=proud
	2637.11.27={birth=yes}
	2670.1.1={death=yes}
}
1501027={
	name="Jack"
	dynasty=15001020 #West
	culture=irish
	religion=catholic
	martial=5
	diplomacy=8
	stewardship=4
	intrigue=5
	learning=6
	trait=charismatic_negotiator
	trait=quick
	trait=lisp
	trait=freckles_3
	trait=groomed
	trait=patient
	trait=greedy
	trait=ambitious
	trait=brave
	trait=gregarious
	trait=honest
	trait=zealous
	2647.11.2={birth=yes}
	2670.1.1={death=yes}
}
1501028={
	name="Ivan"
	dynasty=15001021 #White
	culture=irish
	religion=catholic
	martial=5
	diplomacy=5
	stewardship=5
	intrigue=3
	learning=6
	trait=dutiful_cleric
	trait=fat
	trait=sturdy
	trait=socializer
	trait=kind
	trait=gluttonous
	trait=content
	trait=honest
	2633.5.12={birth=yes}
	2670.1.1={death=yes}
}
1501029={
	name="Pádraig"
	dynasty=15001022 #O Donnobhain
	culture=irish
	religion=catholic
	martial=4
	stewardship=2
	diplomacy=2
	intrigue=1
	learning=3
	trait=misguided_warrior
	trait=groomed
	trait=chaste
	trait=humble
	trait=greedy
	trait=brave
	trait=just
	trait=stubborn
	trait=trusting
	trait=cynical
	2640.7.13={birth=yes}
	2670.1.1={death=yes}
}
1501030={
	name="Joe"
	dynasty=15001023 #Joyce
	culture=irish
	religion=catholic
	martial=4
	diplomacy=5
	stewardship=6
	intrigue=5
	learning=4
	trait=thrifty_clerk
	trait=cynical
	trait=greedy
	trait=ambitious
	trait=underhanded_rogue
	trait=one_eyed
	2639.6.6={birth=yes}
	2670.1.1={death=yes}	
}
1501031={
	name="Sean"
	dynasty=15001024 #O'Casey
	culture=irish
	religion=catholic
	martial=3
	diplomacy=2
	stewardship=3
	intrigue=3
	learning=4
	trait=tough_soldier
	trait=ambitious
	trait=brave
	2625.8.2={birth=yes}
	2670.1.1={death=yes}
}
1501032={
	name="Roddy"
	dynasty=15001025 #Doyle
	culture=irish
	religion=catholic
	martial=5
	diplomacy=4
	stewardship=6
	intrigue=4
	learning=7
	trait=gregarious
	trait=ambitious
	trait=cynical
	2646.11.11={birth=yes}
	2670.1.1={death=yes}
	
}
1501034={
	name="Thomas"
	dynasty=15001026 #Beckett
	culture=irish
	religion=free_church
	martial=4
	diplomacy=6
	stewardship=5
	intrigue=6
	learning=8
	trait=detached_priest
	trait=temperate
	trait=content
	trait=lefthanded
	2639.5.22={birth=yes}
	2670.1.1={death=yes}
}
1501035={
	name="Gay"
	dynasty=15001027 #Byrne
	culture=irish
	religion=catholic
	martial=3
	diplomacy=7
	stewardship=4
	intrigue=6
	learning=5
	trait=flamboyant_schemer
	2637.4.11={birth=yes}
	2670.1.1={death=yes}
}
1501036={
	name="Daithi"
	dynasty=15001001 #Li
	culture=irish
	religion=catholic
	martial=5
	diplomacy=5
	stewardship=5
	intrigue=5
	learning=5
	trait=underhanded_rogue
	trait=arbitrary
	trait=shy
	father=1501037
	2608.5.16={birth=yes}
	2648.7.12={death=yes} #set when Fiachra ascends to Galway
}
1501037={
	name="Séamus"
	dynasty=15001001 #Li
	culture=irish
	religion=catholic
	martial=5
	diplomacy=5
	stewardship=5
	intrigue=5
	learning=5
	trait=indulgent_wastrel
	trait=drunkard
	trait=uncouth
	trait=sturdy
	trait=dull
	trait=gluttonous
	trait=arbitrary
	trait=cynical
	father=1501038
	2578.7.3={birth=yes}
	2626.4.1={death=yes} #set when Daithi ascends to Galway
}
1501038={
	name="Diarmait"
	dynasty=15001001 #Li
	culture=irish
	religion=catholic
	martial=5
	diplomacy=5
	stewardship=5
	intrigue=5
	learning=5
	trait=tough_soldier
	trait=depressed
	trait=scarred
	trait=wroth
	trait=greedy
	trait=cruel
	trait=arbitrary
	trait=envious
	father=1501039
	2552.8.13={birth=yes}
	2613.4.1={death=yes} #set when SÈamus ascends to Galway
}
1501039={
	name="Michael"
	dynasty=15001001 #Li
	culture=irish
	religion=catholic
	martial=5
	diplomacy=5
	stewardship=5
	intrigue=5
	learning=5
	trait=flamboyant_schemer
	trait=brawny
	trait=patient
	trait=greedy
	trait=brave
	trait=content
	trait=stubborn
	father=1501040
	2518.7.5={birth=yes}
	2585.6.29={death=yes} #set when Diarmait gains the Kingdom, make him lose it in 2601
}
1501040={
	name="Cormac"
	dynasty=15001001 #Li
	culture=irish
	religion=catholic
	martial=12
	diplomacy=9
	stewardship=8
	intrigue=6
	learning=7
	trait=brilliant_strategist
	trait=quick
	trait=brawny
	trait=shrewd
	trait=groomed #give him the mod's trait that makes him a
	trait=strategist # great military leader and a great fighter
	trait=zealous
	trait=diligent
	trait=patient
	trait=proud
	trait=ambitious
	trait=just
	trait=gregarious
	trait=inspiring_leader
	father=1501041
	2491.3.25={birth=yes}
	2563.3.7={death=yes} #make him found the Kingdom in 2533.4.24
}
1501041={
	name="Cathal"
	dynasty=15001001 #Li
	culture=irish
	religion=catholic
	martial=5
	diplomacy=5
	stewardship=5
	intrigue=5
	learning=5
	trait=thrifty_clerk
	trait=shrewd
	2470.1.25={birth=yes}
	2520.4.1={death=yes}
}
1501042={
	name="Willie"
	dynasty=1607000 #Morrison
	culture=ulsterman
	religion=calvinist
	martial=6
	diplomacy=3
	stewardship=4
	learning=2
	intrigue=4
	trait=tough_soldier
	trait=rude
	trait=proud
	trait=lustful
	father=1501010
	mother=1501045
	2646.3.9={birth=yes}
	2710.1.1={death=yes}
}
1501043={
	name="Ivan"
	dynasty=1607000 #Morrison
	culture=ulsterman
	religion=calvinist
	martial=3
	stewardship=6
	diplomacy=5
	intrigue=3
	learning=7
	trait=dutiful_cleric
	trait=poet
	father=1501010
	mother=1501045
	2648.4.12={birth=yes}
	2710.1.1={death=yes}
}
1501044={
	name="Emily"
	dynasty=1607000 #Morrison
	culture=ulsterman
	religion=calvinist
	martial=4
	stewardship=4
	diplomacy=3
	intrigue=6
	learning=5
	trait=indulgent_wastrel
	female=yes
	father=1501010
	mother=1501045
	2649.5.27={birth=yes}
	2710.1.1={death=yes}
}
1501045={
	name="Millie"
	dynasty=1601001 #Clarkson
	culture=northerner
	religion=free_church
	martial=3
	stewardship=4
	diplomacy=5
	intrigue=6
	learning=4
	trait=naive_appeaser
	female=yes
	2628.4.10={birth=yes}
	2644.6.21={add_spouse=1501010}
	2710.1.1={death=yes}
}
1501046={
	name="Medb"
	culture=irish
	religion=catholic
	martial=5
	diplomacy=8
	stewardship=4
	intrigue=5
	learning=4
	trait=intricate_webweaver
	trait=quick
	trait=attractive
	trait=master_seductress
	trait=proud
	trait=envious
	trait=cruel
	trait=patient
	trait=ambitious
	female=yes
	2637.2.2={birth=yes}
	2653.4.15={add_spouse=1501005}
	2700.1.2={death=yes}
}
1501047={
	name="Craig"
	dynasty=1607000 #Morrison
	culture=ulsterman
	religion=calvinist
	martial=5
	diplomacy=5
	stewardship=5
	intrigue=5
	learning=5
	trait=tough_soldier
	trait=wroth
	trait=diligent
	trait=freckles
	2606.9.11={birth=yes}
	2625.7.8={add_spouse=1501048}
	2646.11.8={death=yes}
}
1501048={
	name="Lucy"
	dynasty=19001007 #Cox
	culture=lowlander
	religion=free_church
	martial=5
	diplomacy=5
	stewardship=5
	intrigue=5
	learning=5
	trait=amateurish_plotter
	female=yes
	2604.4.8={birth=yes}
	2625.7.8={add_spouse=1501047}
	2710.1.1={death=yes}
}
1501049={
	name="Francie"
	dynasty=15001005 #Ward
	culture=pavee
	religion=catholic
	martial=6
	diplomacy=4
	stewardship=6
	intrigue=7
	learning=5
	trait=misguided_warrior
	2602.9.2={birth=yes}
	2620.5.27={add_spouse=1501050}
	2646.11.11={death=yes}
}
1501050={
	name="Kitty"
	dynasty=0
	female=yes
	culture=pavee
	religion=catholic
	martial=4
	diplomacy=6
	stewardship=6
	intrigue=6
	learning=3
	trait=depressed
	2603.12.15={birth=yes}
	2620.5.27={add_spouse=1501049}
	2647.1.1={death={death_reason=death_trait}}
}
1501051={
	name="Nedward"
	dynasty=1401008 #Faragher
	culture=manx
	religion=catholic
	martial=6
	diplomacy=6
	stewardship=6
	intrigue=6
	learning=6
	trait=skilled_tactician 
	trait=zealous
	trait=strong
	trait=charitable
	trait=trusting
	trait=brave
	2641.3.12={birth=yes}
	2680.1.1={death=yes}
}
1501052={
	name="Conchobhar"
	dynasty=1607131 #Uí Failghe
	culture=ulsterman
	religion=catholic
	martial=6
	diplomacy=6
	stewardship=6
	intrigue=6
	learning=6
	2641.3.12={birth=yes}
	2660.1.1={employer=1501000}
	2680.1.1={death=yes}
}
